onset	duration	trial_type	congruent_incorrect	incongruent_incorrect	Rsponse	StimVar	Stimulus	ResponseTime
0.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	960
10.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	700
20.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	615
32.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	858
42.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	773
52.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	802
64.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	748
76.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	551
88.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	485
102.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	644
116.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	614
130.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	584
140.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	834
154.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	510
164.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	721
174.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	812
184.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	616
196.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	659
208.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	582
220.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	569
234.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	714
246.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	581
260.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	743
274.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	722
