onset	duration	ISI	trial_type	trial_name	stim_file
11.9	0.5	0	109	CRF-3	stim_109.png
16.833	0.5	0	107	CRF-1	stim_107.png
22.617	0.5	0	112	GRATING	stim_112.png
26.017	0.5	0	116	SPARSITY-2	stim_116.png
29.417	0.5	0	115	SPARSITY-1	stim_115.png
34.85	0.5	0	110	CRF-4	stim_110.png
38.417	0.5	0	115	SPARSITY-1	stim_115.png
42.667	0.5	0	112	GRATING	stim_112.png
47.767	0.5	0	113	PLAID	stim_113.png
50.833	0.5	0	111	CRF-5	stim_111.png
54.4	0.5	0	107	CRF-1	stim_107.png
59.333	0.5	0	113	PLAID	stim_113.png
63.583	0.5	0	114	CIRCULAR	stim_114.png
69.183	0.5	0	114	CIRCULAR	stim_114.png
73.783	0.5	0	117	SPARSITY-3	stim_117.png
77.517	0.5	0	108	CRF-2	stim_108.png
82.283	0.5	0	107	CRF-1	stim_107.png
88.067	0.5	0	116	SPARSITY-2	stim_116.png
92.483	0.5	0	108	CRF-2	stim_108.png
96.9	0.5	0	109	CRF-3	stim_109.png
100.817	0.5	0	118	SPARSITY-4	stim_118.png
106.083	0.5	0	116	SPARSITY-2	stim_116.png
111.517	0.5	0	118	SPARSITY-4	stim_118.png
116.617	0.5	0	112	GRATING	stim_112.png
120.367	0.5	0	115	SPARSITY-1	stim_115.png
125.967	0.5	0	117	SPARSITY-3	stim_117.png
131.917	0.5	0	108	CRF-2	stim_108.png
135.15	0.5	0	110	CRF-4	stim_110.png
138.383	0.5	0	113	PLAID	stim_113.png
142.283	0.5	0	114	CIRCULAR	stim_114.png
145.35	0.5	0	117	SPARSITY-3	stim_117.png
149.433	0.5	0	110	CRF-4	stim_110.png
154.183	0.5	0	111	CRF-5	stim_111.png
160.133	0.5	0	111	CRF-5	stim_111.png
164.217	0.5	0	109	CRF-3	stim_109.png
169.483	0.5	0	118	SPARSITY-4	stim_118.png
