filename	"Cue_Onset	Stim_Onset	Object_Cond	Validity_Cond	Obj_Accuracy	Obj_Acc_RT	Subseq_Recog	Subseq_Recog_RT	Subseq_Source_Mem_Acc	Subseq_Source_Mem_Acc_RT"
func/sub-13task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"4.0005	10.0005	GRE	V	1	0.79583	UT	UT	UT	UT"
func/sub-13task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"12.0017	16.0017	OBJ	V	1	0.90289	LC-HIT	 1.5811	1	3.009"
func/sub-13task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"18.0017	22.0017	OBJ	V	1	0.65472	HC-HIT	 1.3281	1	0.36882"
func/sub-13task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"26.0013	32.0013	GRE	V	1	0.70938	UT	UT	UT	UT"
func/sub-13task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"34.0014	38.0014	OBJ	V	1	0.82228	UT	UT	UT	UT"
func/sub-13task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"40.0012	44.0012	OBJ	NV	1	0.61608	HC-HIT	 1.3327	1	1.5952"
func/sub-13task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"48.0015	50.0015	GRE	V	1	0.62529	UT	UT	UT	UT"
func/sub-13task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"52.0008	54.0008	OBJ	V	1	0.63141	HC-HIT	 1.9026	1	0.67974"
func/sub-13task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"56.0008	60.0008	OBJ	V	1	0.60106	HC-HIT	 1.3709	0	2.3553"
func/sub-13task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"62.0008	64.0008	OBJ	NV	1	 0.6589	HC-MISS	 2.1923	UT	UT"
func/sub-13task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"68.0018	74.0018	GRE	V	1	0.67975	UT	UT	UT	UT"
func/sub-13task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"78.0016	80.0016	OBJ	V	1	0.59556	LC-HIT	 3.8099	0	1.2454"
func/sub-13task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"84.0009	88.0009	OBJ	V	1	0.64916	HC-HIT	 0.9746	1	0.72494"
func/sub-13task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"92.0009	98.0009	OBJ	V	1	0.80812	UT	UT	UT	UT"
func/sub-13task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"100.0015	106.0015	OBJ	V	1	0.69499	LC-HIT	 1.0633	0	1.5418"
func/sub-13task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"108.001	114.001	GRE	V	1	0.63047	UT	UT	UT	UT"
func/sub-13task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"116.0012	120.0012	OBJ	NV	1	0.98511	HC-MISS	0.97734	UT	UT"
func/sub-13task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"122.0017	124.0017	OBJ	V	1	0.67675	LC-HIT	  2.517	1	2.3659"
