onset	duration	trial_type	rating_par
1.005	5	att_neg	n/a
8.009	3	rating_par	-0.069
13.004	5	att_neut	n/a
19.012	3	rating_par	-0.069
29.002	5	att_neg	n/a
37.002	3	rating_par	-0.069
43.009	5	suppr_neg	n/a
49.017	3	rating_par	-0.069
53.016	5	suppr_neg	n/a
60.003	3	rating_par	-0.069
65.015	5	suppr_neg	n/a
71.006	3	rating_par	-0.069
77.014	5	suppr_neg	n/a
84.001	3	rating_par	-0.069
89.013	5	att_neut	n/a
95.004	3	rating_par	-0.069
99.004	5	att_neg	n/a
105.011	3	rating_par	-0.069
111.002	5	att_neg	n/a
119.001	3	rating_par	-0.069
127.017	5	suppr_neg	n/a
134.004	3	rating_par	-0.069
141.007	5	att_neut	n/a
147.015	3	rating_par	-0.069
151.015	5	att_neg	n/a
159.014	3	rating_par	-0.069
170.017	5	att_neut	n/a
177.004	3	rating_par	-0.069
183.011	5	att_neg	n/a
190.015	3	rating_par	-0.069
194.014	5	att_neut	n/a
201.001	3	rating_par	-0.069
205.017	5	att_neut	n/a
212.004	3	rating_par	-0.069
217.016	5	suppr_neg	n/a
223.007	3	rating_par	-0.069
233.014	5	att_neut	n/a
241.014	3	rating_par	-0.069
248.017	5	att_neg	n/a
254.008	3	rating_par	0.931
259.004	5	suppr_neg	n/a
266.007	3	rating_par	-0.069
272.015	5	att_neut	n/a
280.014	3	rating_par	-0.069
285.009	5	att_neut	n/a
292.013	3	rating_par	-0.069
297.008	5	suppr_neg	n/a
305.007	3	rating_par	-0.069
309.007	5	att_neg	n/a
316.010	3	rating_par	0.931
320.010	5	suppr_neg	n/a
326.017	3	rating_par	-0.069
339.012	5	suppr_neg	n/a
347.011	3	rating_par	-0.069
353.002	5	att_neg	n/a
362.014	3	rating_par	-0.069
367.009	5	att_neg	n/a
375.008	3	junk_rating	n/a
380.003	5	att_neut	n/a
386.011	3	rating_par	-0.069
