filename	"Cue_Onset	Stim_Onset	Object_Cond	Validity_Cond	Obj_Accuracy	Obj_Acc_RT	Subseq_Recog	Subseq_Recog_RT	Subseq_Source_Mem_Acc	Subseq_Source_Mem_Acc_RT"
func/sub-14task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"4.0011	10.0011	OBJ	V	1	0.60278	UT	UT	UT	UT"
func/sub-14task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"12.0009	16.0009	OBJ	V	1	0.83606	HC-MISS	 1.0504	UT	UT"
func/sub-14task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"18.0014	24.0014	GRE	V	1	0.93203	UT	UT	UT	UT"
func/sub-14task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"28.0009	32.0009	OBJ	NV	1	0.70781	LC-MISS	 3.7501	UT	UT"
func/sub-14task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"36.0008	42.0008	OBJ	V	1	0.61002	UT	UT	UT	UT"
func/sub-14task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"44.0016	46.0016	GRE	V	1	 0.7566	UT	UT	UT	UT"
func/sub-14task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"48.0009	52.0009	GRE	V	1	0.72667	UT	UT	UT	UT"
func/sub-14task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"54.0026	60.0026	OBJ	V	1	 1.1496	LC-MISS	 1.2167	UT	UT"
func/sub-14task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"62.0008	64.0008	OBJ	NV	1	0.76278	LC-MISS	 2.0622	UT	UT"
func/sub-14task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"66.0007	72.0007	GRE	V	1	0.70537	UT	UT	UT	UT"
func/sub-14task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"74.0016	76.0016	GRE	V	1	0.74184	UT	UT	UT	UT"
func/sub-14task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"78.0008	82.0008	OBJ	V	1	 1.0803	LC-MISS	 3.6206	UT	UT"
