onset	duration	trial_type	congruent_incorrect	incongruent_incorrect	Rsponse	StimVar	Stimulus	ResponseTime
0.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	510
10.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	864
20.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	540
30.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	863
40.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	746
52.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	501
64.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	576
76.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	548
88.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	735
102.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	600
116.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	674
126.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	509
140.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	792
150.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	723
164.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	468
174.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	521
184.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	684
196.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	615
208.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	593
222.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	597
234.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	638
246.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	562
260.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	676
274.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	934
