onset	duration	trial_type	incongruent_incorrect	Unnamed: 1	Rsponse	StimVar	Stimulus	ResponseTime
0.0	1.0	incongruent_correct	n/a	1	2	incongruent	500	n/a
2.5	1.0	incongruent_correct	n/a	1	2	incongruent	492	n/a
5.0	1.0	congruent_correct	n/a	1	1	congruent	498	n/a
7.5	1.0	congruent_correct	n/a	1	1	congruent	441	n/a
10.0	1.0	incongruent_correct	n/a	1	2	incongruent	560	n/a
12.5	1.0	incongruent_correct	n/a	1	2	incongruent	535	n/a
20.0	1.0	incongruent_correct	n/a	1	2	incongruent	683	n/a
22.5	1.0	incongruent_correct	n/a	1	2	incongruent	587	n/a
25.0	1.0	congruent_correct	n/a	1	1	congruent	442	n/a
27.5	1.0	congruent_correct	n/a	1	1	congruent	736	n/a
30.0	1.0	congruent_correct	n/a	1	1	congruent	495	n/a
32.5	1.0	congruent_correct	n/a	1	1	congruent	526	n/a
45.0	1.0	congruent_correct	n/a	1	1	congruent	576	n/a
47.5	1.0	congruent_correct	n/a	1	1	congruent	543	n/a
50.0	1.0	incongruent_correct	n/a	1	2	incongruent	630	n/a
52.5	1.0	incongruent_correct	n/a	1	2	incongruent	549	n/a
55.0	1.0	congruent_correct	n/a	1	1	congruent	508	n/a
57.5	1.0	incongruent_correct	n/a	1	2	incongruent	698	n/a
65.0	1.0	congruent_correct	n/a	1	1	congruent	863	n/a
67.5	1.0	incongruent_correct	n/a	1	2	incongruent	607	n/a
70.0	1.0	incongruent_correct	n/a	1	2	incongruent	557	n/a
72.5	1.0	incongruent_correct	n/a	1	2	incongruent	572	n/a
75.0	1.0	congruent_correct	n/a	1	1	congruent	451	n/a
77.5	1.0	congruent_correct	n/a	1	1	congruent	530	n/a
80.0	1.0	congruent_correct	n/a	1	1	congruent	488	n/a
82.5	1.0	congruent_correct	n/a	1	1	congruent	511	n/a
85.0	1.0	congruent_correct	n/a	1	1	congruent	414	n/a
87.5	1.0	incongruent_correct	n/a	1	2	incongruent	557	n/a
90.0	1.0	incongruent_correct	n/a	1	2	incongruent	539	n/a
92.5	1.0	congruent_correct	n/a	1	1	congruent	546	n/a
95.0	1.0	incongruent_correct	n/a	1	2	incongruent	530	n/a
97.5	1.0	incongruent_correct	n/a	1	2	incongruent	656	n/a
100.0	1.0	incongruent_correct	n/a	1	2	incongruent	503	n/a
102.5	1.0	incongruent_correct	n/a	1	2	incongruent	462	n/a
105.0	1.0	congruent_correct	n/a	1	1	congruent	685	n/a
107.5	1.0	congruent_correct	n/a	1	1	congruent	507	n/a
110.0	1.0	incongruent_correct	n/a	1	2	incongruent	490	n/a
112.5	1.0	incongruent_correct	n/a	1	2	incongruent	505	n/a
120.0	1.0	incongruent_correct	n/a	1	2	incongruent	598	n/a
122.5	1.0	congruent_correct	n/a	1	1	congruent	548	n/a
125.0	1.0	congruent_correct	n/a	1	1	congruent	460	n/a
127.5	1.0	congruent_correct	n/a	1	1	congruent	427	n/a
135.0	1.0	incongruent_correct	n/a	1	2	incongruent	591	n/a
137.5	1.0	congruent_correct	n/a	1	1	congruent	447	n/a
