onset	duration	trial_type	rating_par
1.015	5	att_neut	n/a
7.006	3	rating_par	-0.733
15.005	5	att_neg	n/a
21.013	3	rating_par	1.267
29.012	5	att_neg	n/a
36.016	3	rating_par	2.267
41.011	5	suppr_neg	n/a
48.015	3	rating_par	-0.733
53.010	5	suppr_neg	n/a
61.009	3	rating_par	0.267
69.008	5	att_neg	n/a
76.012	3	rating_par	0.267
83.015	5	suppr_neg	n/a
89.006	3	rating_par	-0.733
100.009	5	att_neut	n/a
106.017	3	rating_par	-0.733
111.012	5	att_neut	n/a
117.003	3	rating_par	-0.733
121.003	5	suppr_neg	n/a
127.011	3	rating_par	0.267
139.009	5	att_neg	n/a
146.013	3	rating_par	0.267
150.012	5	att_neut	n/a
157.016	3	rating_par	-0.733
163.007	5	suppr_neg	n/a
171.006	3	rating_par	-0.733
176.001	5	att_neut	n/a
183.005	3	rating_par	-0.733
188.017	5	att_neut	n/a
196.016	3	rating_par	-0.733
201.011	5	att_neg	n/a
208.015	3	rating_par	0.267
212.014	5	att_neut	n/a
219.001	3	rating_par	-0.733
225.009	5	att_neg	n/a
233.008	3	rating_par	1.267
240.011	5	att_neut	n/a
247.015	3	rating_par	-0.733
252.010	5	suppr_neg	n/a
259.014	3	rating_par	0.267
263.013	5	att_neg	n/a
270.017	3	rating_par	1.267
276.008	5	att_neg	n/a
285.003	3	rating_par	2.267
292.006	5	att_neut	n/a
301.001	3	rating_par	-0.733
307.009	5	suppr_neg	n/a
314.012	3	rating_par	1.267
319.007	5	suppr_neg	n/a
325.015	3	rating_par	0.267
332.002	5	suppr_neg	n/a
339.005	3	rating_par	-0.733
344.017	5	suppr_neg	n/a
351.004	3	rating_par	-0.733
355.004	5	att_neg	n/a
361.011	3	rating_par	-0.733
365.011	5	att_neut	n/a
373.010	3	rating_par	-0.733
381.009	5	att_neg	n/a
387.017	3	rating_par	0.267
