onset	duration	trial_type	rating_par
1.015	5	att_neg	n/a
8.002	3	rating_par	-0.467
13.014	5	att_neut	n/a
19.005	3	rating_par	-0.467
29.012	5	att_neg	n/a
37.011	3	rating_par	0.533
43.002	5	suppr_neg	n/a
49.010	3	rating_par	0.533
53.010	5	suppr_neg	n/a
60.013	3	rating_par	1.533
65.008	5	suppr_neg	n/a
71.016	3	rating_par	-0.467
77.007	5	suppr_neg	n/a
84.010	3	rating_par	-0.467
89.006	5	att_neut	n/a
95.014	3	rating_par	-0.467
99.013	5	att_neg	n/a
105.004	3	rating_par	0.533
111.012	5	att_neg	n/a
119.011	3	rating_par	-0.467
127.010	5	suppr_neg	n/a
134.014	3	rating_par	-0.467
141.017	5	att_neut	n/a
147.008	3	rating_par	-0.467
151.008	5	att_neg	n/a
159.007	3	rating_par	-0.467
170.010	5	att_neut	n/a
177.013	3	rating_par	-0.467
183.005	5	att_neg	n/a
190.008	3	rating_par	0.533
194.007	5	att_neut	n/a
201.011	3	rating_par	-0.467
205.011	5	att_neut	n/a
212.014	3	rating_par	-0.467
217.009	5	suppr_neg	n/a
223.017	3	rating_par	1.533
233.008	5	att_neut	n/a
241.007	3	rating_par	-0.467
248.010	5	att_neg	n/a
254.001	3	rating_par	1.533
259.013	5	suppr_neg	n/a
266.017	3	rating_par	0.533
272.008	5	att_neut	n/a
280.007	3	rating_par	-0.467
285.002	5	att_neut	n/a
292.006	3	rating_par	-0.467
297.018	5	suppr_neg	n/a
305.017	3	rating_par	-0.467
309.016	5	att_neg	n/a
316.003	3	rating_par	1.533
320.003	5	suppr_neg	n/a
326.010	3	rating_par	-0.467
339.005	5	suppr_neg	n/a
347.004	3	rating_par	-0.467
353.012	5	att_neg	n/a
362.007	3	rating_par	-0.467
367.002	5	att_neg	n/a
375.001	3	rating_par	0.533
380.013	5	att_neut	n/a
386.004	3	rating_par	-0.467
