onset	duration	trial_type	rating_par
1.013	5	att_neg	n/a
8.016	3	rating_par	-0.933
13.012	5	att_neut	n/a
19.003	3	rating_par	-0.933
29.010	5	att_neg	n/a
37.009	3	rating_par	1.067
43.017	5	suppr_neg	n/a
49.008	3	rating_par	0.067
53.007	5	suppr_neg	n/a
60.011	3	rating_par	-0.933
65.006	5	suppr_neg	n/a
71.014	3	rating_par	0.067
77.005	5	suppr_neg	n/a
84.008	3	rating_par	1.067
89.004	5	att_neut	n/a
95.011	3	rating_par	-0.933
99.011	5	att_neg	n/a
105.002	3	rating_par	0.067
111.010	5	att_neg	n/a
119.009	3	rating_par	2.067
127.008	5	suppr_neg	n/a
134.012	3	rating_par	1.067
141.015	5	att_neut	n/a
147.006	3	rating_par	-0.933
151.006	5	att_neg	n/a
159.005	3	rating_par	2.067
170.008	5	att_neut	n/a
177.011	3	rating_par	-0.933
183.002	5	att_neg	n/a
190.006	3	rating_par	0.067
194.005	5	att_neut	n/a
201.009	3	rating_par	-0.933
205.008	5	att_neut	n/a
212.012	3	rating_par	-0.933
217.007	5	suppr_neg	n/a
223.015	3	rating_par	0.067
233.005	5	att_neut	n/a
241.005	3	rating_par	-0.933
248.008	5	att_neg	n/a
254.016	3	rating_par	1.067
259.011	5	suppr_neg	n/a
266.014	3	rating_par	0.067
272.006	5	att_neut	n/a
280.005	3	rating_par	-0.933
285.017	5	att_neut	n/a
292.003	3	rating_par	-0.933
297.015	5	suppr_neg	n/a
305.015	3	rating_par	1.067
309.014	5	att_neg	n/a
316.001	3	rating_par	0.067
320.017	5	suppr_neg	n/a
326.008	3	rating_par	-0.933
339.003	5	suppr_neg	n/a
347.002	3	rating_par	0.067
353.010	5	att_neg	n/a
362.005	3	rating_par	0.067
367.017	5	att_neg	n/a
375.016	3	rating_par	2.067
380.011	5	att_neut	n/a
386.002	3	rating_par	-0.933
