onset	duration	sample	event_type	face_type	rep_status	trial	rep_lag	value	stim_file
0.004	n/a	1.0	setup_right_sym	n/a	n/a	n/a	n/a	3	n/a
24.5989090909	n/a	6149.7273	show_face_initial	unfamiliar_face	first_show	1	n/a	13	u097.bmp
25.3198181818	n/a	6329.9545	right_press	n/a	n/a	1	n/a	4096	n/a
25.4325454545	n/a	6358.1364	show_circle	n/a	n/a	1	n/a	0	circle.bmp
27.1325454545	n/a	6783.1364	show_cross	n/a	n/a	2	n/a	1	cross.bmp
27.6225454545	n/a	6905.6364	show_face	unfamiliar_face	immediate_repeat	2	1	14	u097.bmp
28.1198181818	n/a	7029.9545	right_press	n/a	n/a	2	n/a	4096	n/a
28.5952727273	n/a	7148.8182	show_circle	n/a	n/a	2	n/a	0	circle.bmp
30.2952727273	n/a	7573.8182	show_cross	n/a	n/a	3	n/a	1	cross.bmp
30.8798181818	n/a	7719.9545	show_face	famous_face	first_show	3	n/a	5	f103.bmp
31.5625454545	n/a	7890.6364	right_press	n/a	n/a	3	n/a	4096	n/a
31.8161818182	n/a	7954.0455	show_circle	n/a	n/a	3	n/a	0	circle.bmp
33.5161818182	n/a	8379.0455	show_cross	n/a	n/a	4	n/a	1	cross.bmp
34.0543636364	n/a	8513.5909	show_face	famous_face	immediate_repeat	4	1	6	f103.bmp
34.6689090909	n/a	8667.2273	right_press	n/a	n/a	4	n/a	4096	n/a
34.9870909091	n/a	8746.7727	show_circle	n/a	n/a	4	n/a	0	circle.bmp
36.6870909091	n/a	9171.7727	show_cross	n/a	n/a	5	n/a	1	cross.bmp
37.3116363636	n/a	9327.9091	show_face	unfamiliar_face	first_show	5	n/a	13	u112.bmp
38.2052727273	n/a	9551.3182	show_circle	n/a	n/a	5	n/a	0	circle.bmp
39.9052727273	n/a	9976.3182	show_cross	n/a	n/a	6	n/a	1	cross.bmp
40.3689090909	n/a	10092.2273	show_face	famous_face	first_show	6	n/a	5	f130.bmp
40.9825454545	n/a	10245.6364	right_press	n/a	n/a	6	n/a	4096	n/a
41.3807272727	n/a	10345.1818	show_circle	n/a	n/a	6	n/a	0	circle.bmp
43.0807272727	n/a	10770.1818	show_cross	n/a	n/a	7	n/a	1	cross.bmp
43.5589090909	n/a	10889.7273	show_face	famous_face	first_show	7	n/a	5	f004.bmp
44.558	n/a	11139.5	show_circle	n/a	n/a	7	n/a	0	circle.bmp
46.258	n/a	11564.5	show_cross	n/a	n/a	8	n/a	1	cross.bmp
46.8670909091	n/a	11716.7727	show_face	famous_face	immediate_repeat	8	1	6	f004.bmp
47.780727272700005	n/a	11945.1818	show_circle	n/a	n/a	8	n/a	0	circle.bmp
49.4807272727	n/a	12370.1818	show_cross	n/a	n/a	9	n/a	1	cross.bmp
49.9570909091	n/a	12489.2727	show_face	unfamiliar_face	first_show	9	n/a	13	u111.bmp
