onset	duration	trial_type	congruent_incorrect	incongruent_incorrect	Rsponse	StimVar	Stimulus	ResponseTime
0.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	728
10.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	683
20.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	535
30.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	506
40.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	631
52.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	562
64.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	540
76.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	488
88.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	459
102.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	460
116.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	510
126.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	553
136.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	749
150.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	679
164.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	584
174.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	637
184.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	579
196.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	516
208.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	607
220.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	440
232.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	499
246.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	429
260.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	681
274.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	593
