onset	duration	trial_type	congruent_incorrect	incongruent_incorrect	Rsponse	StimVar	Stimulus	ResponseTime
0.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	675
10.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	679
20.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	667
30.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	703
42.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	641
52.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	518
64.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	575
76.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	721
88.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	573
102.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	552
116.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	810
130.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	570
144.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	652
154.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	520
164.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	660
174.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	536
184.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	643
196.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	805
208.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	609
220.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	531
232.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	653
246.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	513
260.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	707
274.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	508
