onset	duration	trial_type	congruent_incorrect	Unnamed: 1	Rsponse	StimVar	Stimulus	ResponseTime
0.0	1.0	congruent_correct	n/a	1	1	congruent	478	n/a
2.5	1.0	congruent_correct	n/a	1	1	congruent	346	n/a
10.0	1.0	incongruent_correct	n/a	1	2	incongruent	537	n/a
12.5	1.0	incongruent_correct	n/a	1	2	incongruent	486	n/a
15.0	1.0	incongruent_correct	n/a	1	2	incongruent	483	n/a
17.5	1.0	incongruent_correct	n/a	1	2	incongruent	373	n/a
25.0	1.0	congruent_correct	n/a	1	1	congruent	492	n/a
27.5	1.0	congruent_correct	n/a	1	1	congruent	393	n/a
30.0	1.0	incongruent_incorrect	n/a	0	2	incongruent	366	n/a
32.5	1.0	congruent_correct	n/a	1	1	congruent	547	n/a
35.0	1.0	incongruent_correct	n/a	1	2	incongruent	632	n/a
37.5	1.0	congruent_correct	n/a	1	1	congruent	403	n/a
40.0	1.0	congruent_correct	n/a	1	1	congruent	448	n/a
42.5	1.0	incongruent_correct	n/a	1	2	incongruent	447	n/a
45.0	1.0	incongruent_correct	n/a	1	2	incongruent	426	n/a
47.5	1.0	incongruent_correct	n/a	1	2	incongruent	471	n/a
50.0	1.0	incongruent_correct	n/a	1	2	incongruent	604	n/a
52.5	1.0	incongruent_correct	n/a	1	2	incongruent	464	n/a
60.0	1.0	congruent_correct	n/a	1	1	congruent	511	n/a
62.5	1.0	congruent_correct	n/a	1	1	congruent	442	n/a
65.0	1.0	congruent_correct	n/a	1	1	congruent	351	n/a
67.5	1.0	congruent_correct	n/a	1	1	congruent	364	n/a
75.0	1.0	congruent_correct	n/a	1	1	congruent	451	n/a
77.5	1.0	congruent_correct	n/a	1	1	congruent	431	n/a
80.0	1.0	congruent_correct	n/a	1	1	congruent	356	n/a
82.5	1.0	incongruent_correct	n/a	1	2	incongruent	518	n/a
85.0	1.0	incongruent_correct	n/a	1	2	incongruent	476	n/a
87.5	1.0	congruent_correct	n/a	1	1	congruent	465	n/a
90.0	1.0	incongruent_correct	n/a	1	2	incongruent	517	n/a
92.5	1.0	congruent_correct	n/a	1	1	congruent	466	n/a
95.0	1.0	congruent_correct	n/a	1	1	congruent	453	n/a
97.5	1.0	incongruent_correct	n/a	1	2	incongruent	548	n/a
100.0	1.0	congruent_correct	n/a	1	1	congruent	504	n/a
102.5	1.0	incongruent_correct	n/a	1	2	incongruent	484	n/a
105.0	1.0	incongruent_correct	n/a	1	2	incongruent	417	n/a
107.5	1.0	incongruent_correct	n/a	1	2	incongruent	462	n/a
110.0	1.0	congruent_correct	n/a	1	1	congruent	491	n/a
112.5	1.0	congruent_correct	n/a	1	1	congruent	384	n/a
120.0	1.0	congruent_correct	n/a	1	1	congruent	470	n/a
122.5	1.0	congruent_correct	n/a	1	1	congruent	371	n/a
125.0	1.0	congruent_correct	n/a	1	1	congruent	448	n/a
127.5	1.0	congruent_correct	n/a	1	1	congruent	428	n/a
130.0	1.0	congruent_correct	n/a	1	1	congruent	473	n/a
132.5	1.0	incongruent_correct	n/a	1	2	incongruent	541	n/a
135.0	1.0	congruent_correct	n/a	1	1	congruent	426	n/a
137.5	1.0	incongruent_correct	n/a	1	2	incongruent	462	n/a
140.0	1.0	congruent_correct	n/a	1	1	congruent	412	n/a
142.5	1.0	incongruent_correct	n/a	1	2	incongruent	536	n/a
150.0	1.0	incongruent_correct	n/a	1	2	incongruent	558	n/a
152.5	1.0	congruent_correct	n/a	1	1	congruent	450	n/a
155.0	1.0	incongruent_correct	n/a	1	2	incongruent	479	n/a
157.5	1.0	incongruent_correct	n/a	1	2	incongruent	612	n/a
160.0	1.0	incongruent_correct	n/a	1	2	incongruent	424	n/a
162.5	1.0	incongruent_correct	n/a	1	2	incongruent	437	n/a
165.0	1.0	incongruent_correct	n/a	1	2	incongruent	417	n/a
167.5	1.0	incongruent_correct	n/a	1	2	incongruent	422	n/a
170.0	1.0	incongruent_correct	n/a	1	2	incongruent	427	n/a
172.5	1.0	incongruent_correct	n/a	1	2	incongruent	518	n/a
175.0	1.0	congruent_correct	n/a	1	1	congruent	421	n/a
177.5	1.0	congruent_correct	n/a	1	1	congruent	418	n/a
185.0	1.0	incongruent_correct	n/a	1	2	incongruent	501	n/a
187.5	1.0	congruent_correct	n/a	1	1	congruent	484	n/a
190.0	1.0	congruent_correct	n/a	1	1	congruent	392	n/a
192.5	1.0	incongruent_correct	n/a	1	2	incongruent	444	n/a
195.0	1.0	incongruent_correct	n/a	1	2	incongruent	426	n/a
197.5	1.0	incongruent_correct	n/a	1	2	incongruent	430	n/a
200.0	1.0	incongruent_correct	n/a	1	2	incongruent	402	n/a
202.5	1.0	congruent_correct	n/a	1	1	congruent	375	n/a
210.0	1.0	incongruent_correct	n/a	1	2	incongruent	469	n/a
212.5	1.0	incongruent_correct	n/a	1	2	incongruent	443	n/a
215.0	1.0	congruent_correct	n/a	1	1	congruent	617	n/a
217.5	1.0	incongruent_correct	n/a	1	2	incongruent	527	n/a
225.0	1.0	congruent_correct	n/a	1	1	congruent	490	n/a
227.5	1.0	congruent_correct	n/a	1	1	congruent	486	n/a
230.0	1.0	congruent_correct	n/a	1	1	congruent	419	n/a
232.5	1.0	congruent_correct	n/a	1	1	congruent	408	n/a
235.0	1.0	incongruent_correct	n/a	1	2	incongruent	492	n/a
237.5	1.0	congruent_correct	n/a	1	1	congruent	609	n/a
240.0	1.0	congruent_correct	n/a	1	1	congruent	429	n/a
242.5	1.0	incongruent_correct	n/a	1	2	incongruent	474	n/a
245.0	1.0	incongruent_correct	n/a	1	2	incongruent	543	n/a
247.5	1.0	congruent_correct	n/a	1	1	congruent	484	n/a
250.0	1.0	incongruent_correct	n/a	1	2	incongruent	510	n/a
252.5	1.0	congruent_correct	n/a	1	1	congruent	492	n/a
260.0	1.0	incongruent_incorrect	n/a	0	2	incongruent	475	n/a
262.5	1.0	congruent_correct	n/a	1	1	congruent	519	n/a
270.0	1.0	congruent_correct	n/a	1	1	congruent	678	n/a
272.5	1.0	congruent_correct	n/a	1	1	congruent	435	n/a
275.0	1.0	incongruent_correct	n/a	1	2	incongruent	510	n/a
277.5	1.0	congruent_correct	n/a	1	1	congruent	404	n/a
285.0	1.0	congruent_correct	n/a	1	1	congruent	482	n/a
287.5	1.0	incongruent_correct	n/a	1	2	incongruent	502	n/a
290.0	1.0	congruent_correct	n/a	1	1	congruent	451	n/a
292.5	1.0	incongruent_correct	n/a	1	2	incongruent	551	n/a
295.0	1.0	incongruent_correct	n/a	1	2	incongruent	460	n/a
297.5	1.0	incongruent_correct	n/a	1	2	incongruent	448	n/a
