onset	duration	trial_type	Unnamed: 1	Rsponse	StimVar	Stimulus	ResponseTime
0.0	1.0	incongruent_correct	1	2	incongruent	509	n/a
2.5	1.0	incongruent_correct	1	2	incongruent	512	n/a
5.0	1.0	congruent_correct	1	1	congruent	517	n/a
7.5	1.0	congruent_correct	1	1	congruent	472	n/a
10.0	1.0	incongruent_correct	1	2	incongruent	614	n/a
12.5	1.0	incongruent_correct	1	2	incongruent	507	n/a
20.0	1.0	incongruent_correct	1	2	incongruent	544	n/a
22.5	1.0	incongruent_correct	1	2	incongruent	431	n/a
25.0	1.0	congruent_correct	1	1	congruent	467	n/a
27.5	1.0	congruent_correct	1	1	congruent	446	n/a
30.0	1.0	congruent_correct	1	1	congruent	492	n/a
32.5	1.0	congruent_correct	1	1	congruent	424	n/a
45.0	1.0	congruent_correct	1	1	congruent	615	n/a
47.5	1.0	congruent_correct	1	1	congruent	372	n/a
50.0	1.0	incongruent_correct	1	2	incongruent	601	n/a
52.5	1.0	incongruent_correct	1	2	incongruent	573	n/a
55.0	1.0	congruent_correct	1	1	congruent	522	n/a
57.5	1.0	incongruent_correct	1	2	incongruent	592	n/a
65.0	1.0	congruent_correct	1	1	congruent	750	n/a
67.5	1.0	incongruent_incorrect	0	2	incongruent	682	n/a
70.0	1.0	incongruent_correct	1	2	incongruent	534	n/a
72.5	1.0	incongruent_correct	1	2	incongruent	524	n/a
75.0	1.0	congruent_correct	1	1	congruent	575	n/a
77.5	1.0	congruent_correct	1	1	congruent	429	n/a
80.0	1.0	congruent_correct	1	1	congruent	424	n/a
82.5	1.0	congruent_correct	1	1	congruent	477	n/a
85.0	1.0	congruent_correct	1	1	congruent	386	n/a
87.5	1.0	incongruent_correct	1	2	incongruent	503	n/a
90.0	1.0	incongruent_correct	1	2	incongruent	596	n/a
92.5	1.0	congruent_correct	1	1	congruent	473	n/a
95.0	1.0	incongruent_correct	1	2	incongruent	525	n/a
97.5	1.0	incongruent_correct	1	2	incongruent	545	n/a
100.0	1.0	incongruent_correct	1	2	incongruent	454	n/a
102.5	1.0	incongruent_correct	1	2	incongruent	475	n/a
105.0	1.0	congruent_correct	1	1	congruent	496	n/a
107.5	1.0	congruent_correct	1	1	congruent	541	n/a
110.0	1.0	incongruent_correct	1	2	incongruent	545	n/a
112.5	1.0	incongruent_correct	1	2	incongruent	533	n/a
120.0	1.0	incongruent_correct	1	2	incongruent	619	n/a
122.5	1.0	congruent_correct	1	1	congruent	536	n/a
125.0	1.0	congruent_correct	1	1	congruent	438	n/a
127.5	1.0	congruent_correct	1	1	congruent	474	n/a
135.0	1.0	incongruent_correct	1	2	incongruent	551	n/a
137.5	1.0	congruent_correct	1	1	congruent	533	n/a
140.0	1.0	congruent_correct	1	1	congruent	440	n/a
142.5	1.0	incongruent_correct	1	2	incongruent	509	n/a
145.0	1.0	congruent_incorrect	0	1	congruent	603	n/a
147.5	1.0	incongruent_correct	1	2	incongruent	678	n/a
150.0	1.0	congruent_correct	1	1	congruent	514	n/a
152.5	1.0	congruent_correct	1	1	congruent	432	n/a
155.0	1.0	congruent_correct	1	1	congruent	470	n/a
157.5	1.0	incongruent_correct	1	2	incongruent	537	n/a
160.0	1.0	incongruent_correct	1	2	incongruent	494	n/a
162.5	1.0	congruent_correct	1	1	congruent	595	n/a
170.0	1.0	incongruent_correct	1	2	incongruent	600	n/a
172.5	1.0	congruent_correct	1	1	congruent	645	n/a
175.0	1.0	congruent_correct	1	1	congruent	457	n/a
177.5	1.0	incongruent_correct	1	2	incongruent	503	n/a
185.0	1.0	incongruent_correct	1	2	incongruent	559	n/a
187.5	1.0	incongruent_correct	1	2	incongruent	530	n/a
190.0	1.0	incongruent_correct	1	2	incongruent	414	n/a
192.5	1.0	incongruent_correct	1	2	incongruent	475	n/a
195.0	1.0	congruent_correct	1	1	congruent	448	n/a
197.5	1.0	congruent_correct	1	1	congruent	475	n/a
200.0	1.0	congruent_correct	1	1	congruent	465	n/a
202.5	1.0	incongruent_correct	1	2	incongruent	478	n/a
205.0	1.0	incongruent_correct	1	2	incongruent	457	n/a
207.5	1.0	incongruent_correct	1	2	incongruent	623	n/a
215.0	1.0	incongruent_correct	1	2	incongruent	507	n/a
217.5	1.0	incongruent_correct	1	2	incongruent	425	n/a
220.0	1.0	congruent_correct	1	1	congruent	470	n/a
222.5	1.0	incongruent_correct	1	2	incongruent	509	n/a
225.0	1.0	incongruent_correct	1	2	incongruent	439	n/a
227.5	1.0	congruent_correct	1	1	congruent	428	n/a
230.0	1.0	congruent_correct	1	1	congruent	505	n/a
232.5	1.0	congruent_correct	1	1	congruent	477	n/a
235.0	1.0	incongruent_correct	1	2	incongruent	585	n/a
237.5	1.0	congruent_correct	1	1	congruent	582	n/a
240.0	1.0	incongruent_correct	1	2	incongruent	516	n/a
242.5	1.0	congruent_correct	1	1	congruent	463	n/a
245.0	1.0	congruent_correct	1	1	congruent	477	n/a
247.5	1.0	incongruent_correct	1	2	incongruent	689	n/a
250.0	1.0	congruent_correct	1	1	congruent	447	n/a
252.5	1.0	congruent_correct	1	1	congruent	530	n/a
255.0	1.0	incongruent_correct	1	2	incongruent	607	n/a
257.5	1.0	congruent_correct	1	1	congruent	492	n/a
270.0	1.0	incongruent_correct	1	2	incongruent	547	n/a
272.5	1.0	congruent_correct	1	1	congruent	424	n/a
275.0	1.0	congruent_correct	1	1	congruent	405	n/a
277.5	1.0	incongruent_correct	1	2	incongruent	504	n/a
280.0	1.0	incongruent_correct	1	2	incongruent	501	n/a
282.5	1.0	congruent_correct	1	1	congruent	580	n/a
290.0	1.0	congruent_correct	1	1	congruent	497	n/a
292.5	1.0	incongruent_correct	1	2	incongruent	477	n/a
295.0	1.0	incongruent_correct	1	2	incongruent	490	n/a
297.5	1.0	congruent_correct	1	1	congruent	454	n/a
