onset	duration	trial_type	Unnamed: 1	Rsponse	StimVar	Stimulus	ResponseTime
0.0	1.0	congruent_correct	1	1	congruent	811	n/a
2.5	1.0	congruent_correct	1	1	congruent	464	n/a
10.0	1.0	incongruent_correct	1	2	incongruent	685	n/a
12.5	1.0	incongruent_correct	1	2	incongruent	498	n/a
15.0	1.0	incongruent_correct	1	2	incongruent	566	n/a
17.5	1.0	incongruent_correct	1	2	incongruent	507	n/a
25.0	1.0	congruent_correct	1	1	congruent	802	n/a
27.5	1.0	congruent_correct	1	1	congruent	942	n/a
30.0	1.0	incongruent_correct	1	2	incongruent	586	n/a
32.5	1.0	congruent_correct	1	1	congruent	962	n/a
35.0	1.0	incongruent_correct	1	2	incongruent	620	n/a
37.5	1.0	congruent_correct	1	1	congruent	833	n/a
40.0	1.0	congruent_correct	1	1	congruent	589	n/a
42.5	1.0	incongruent_correct	1	2	incongruent	612	n/a
45.0	1.0	incongruent_correct	1	2	incongruent	518	n/a
47.5	1.0	incongruent_correct	1	2	incongruent	604	n/a
50.0	1.0	incongruent_correct	1	2	incongruent	736	n/a
52.5	1.0	incongruent_correct	1	2	incongruent	573	n/a
60.0	1.0	congruent_correct	1	1	congruent	962	n/a
62.5	1.0	congruent_correct	1	1	congruent	543	n/a
65.0	1.0	congruent_correct	1	1	congruent	549	n/a
67.5	1.0	congruent_correct	1	1	congruent	768	n/a
75.0	1.0	congruent_correct	1	1	congruent	863	n/a
77.5	1.0	congruent_correct	1	1	congruent	507	n/a
80.0	1.0	congruent_correct	1	1	congruent	560	n/a
82.5	1.0	incongruent_correct	1	2	incongruent	612	n/a
85.0	1.0	incongruent_correct	1	2	incongruent	777	n/a
87.5	1.0	congruent_correct	1	1	congruent	749	n/a
90.0	1.0	incongruent_correct	1	2	incongruent	899	n/a
92.5	1.0	congruent_correct	1	1	congruent	616	n/a
95.0	1.0	congruent_correct	1	1	congruent	644	n/a
97.5	1.0	incongruent_correct	1	2	incongruent	649	n/a
100.0	1.0	congruent_correct	1	1	congruent	712	n/a
102.5	1.0	incongruent_correct	1	2	incongruent	586	n/a
105.0	1.0	incongruent_correct	1	2	incongruent	847	n/a
107.5	1.0	incongruent_correct	1	2	incongruent	995	n/a
110.0	1.0	congruent_correct	1	1	congruent	776	n/a
112.5	1.0	congruent_correct	1	1	congruent	509	n/a
120.0	1.0	congruent_correct	1	1	congruent	738	n/a
122.5	1.0	congruent_correct	1	1	congruent	383	n/a
125.0	1.0	congruent_correct	1	1	congruent	1016	n/a
127.5	1.0	congruent_correct	1	1	congruent	497	n/a
130.0	1.0	congruent_correct	1	1	congruent	542	n/a
132.5	1.0	incongruent_correct	1	2	incongruent	785	n/a
135.0	1.0	congruent_correct	1	1	congruent	782	n/a
137.5	1.0	incongruent_correct	1	2	incongruent	771	n/a
140.0	1.0	congruent_correct	1	1	congruent	1024	n/a
142.5	1.0	incongruent_incorrect	0	2	incongruent	380	n/a
150.0	1.0	incongruent_correct	1	2	incongruent	820	n/a
152.5	1.0	congruent_correct	1	1	congruent	1045	n/a
155.0	1.0	incongruent_correct	1	2	incongruent	1159	n/a
157.5	1.0	incongruent_correct	1	2	incongruent	763	n/a
160.0	1.0	incongruent_correct	1	2	incongruent	799	n/a
162.5	1.0	incongruent_correct	1	2	incongruent	908	n/a
165.0	1.0	incongruent_correct	1	2	incongruent	643	n/a
167.5	1.0	incongruent_correct	1	2	incongruent	509	n/a
170.0	1.0	incongruent_correct	1	2	incongruent	979	n/a
172.5	1.0	incongruent_correct	1	2	incongruent	608	n/a
175.0	1.0	congruent_incorrect	0	1	congruent	988	n/a
177.5	1.0	congruent_correct	1	1	congruent	646	n/a
185.0	1.0	incongruent_correct	1	2	incongruent	644	n/a
187.5	1.0	congruent_correct	1	1	congruent	685	n/a
190.0	1.0	congruent_correct	1	1	congruent	634	n/a
192.5	1.0	incongruent_correct	1	2	incongruent	587	n/a
195.0	1.0	incongruent_correct	1	2	incongruent	587	n/a
197.5	1.0	incongruent_correct	1	2	incongruent	672	n/a
200.0	1.0	incongruent_correct	1	2	incongruent	833	n/a
202.5	1.0	congruent_correct	1	1	congruent	772	n/a
210.0	1.0	incongruent_correct	1	2	incongruent	740	n/a
212.5	1.0	incongruent_correct	1	2	incongruent	570	n/a
215.0	1.0	congruent_correct	1	1	congruent	634	n/a
217.5	1.0	incongruent_correct	1	2	incongruent	1073	n/a
225.0	1.0	congruent_correct	1	1	congruent	785	n/a
227.5	1.0	congruent_correct	1	1	congruent	660	n/a
230.0	1.0	congruent_correct	1	1	congruent	749	n/a
232.5	1.0	congruent_correct	1	1	congruent	621	n/a
235.0	1.0	incongruent_correct	1	2	incongruent	612	n/a
237.5	1.0	congruent_correct	1	1	congruent	561	n/a
240.0	1.0	congruent_correct	1	1	congruent	604	n/a
242.5	1.0	incongruent_incorrect	0	2	incongruent	792	n/a
245.0	1.0	incongruent_incorrect	0	2	incongruent	516	n/a
247.5	1.0	congruent_incorrect	0	1	congruent	603	n/a
250.0	1.0	incongruent_correct	1	2	incongruent	648	n/a
252.5	1.0	congruent_correct	1	1	congruent	507	n/a
260.0	1.0	incongruent_correct	1	2	incongruent	627	n/a
262.5	1.0	congruent_correct	1	1	congruent	710	n/a
270.0	1.0	congruent_correct	1	1	congruent	716	n/a
272.5	1.0	congruent_correct	1	1	congruent	535	n/a
275.0	1.0	incongruent_correct	1	2	incongruent	558	n/a
277.5	1.0	congruent_correct	1	1	congruent	409	n/a
285.0	1.0	congruent_correct	1	1	congruent	747	n/a
287.5	1.0	incongruent_correct	1	2	incongruent	493	n/a
290.0	1.0	congruent_correct	1	1	congruent	555	n/a
292.5	1.0	incongruent_correct	1	2	incongruent	576	n/a
295.0	1.0	incongruent_correct	1	2	incongruent	500	n/a
297.5	1.0	incongruent_correct	1	2	incongruent	644	n/a
