onset	duration	trial_type	rating_par
1.007	5	att_neg	n/a
8.011	3	rating_par	-0.133
13.006	5	att_neut	n/a
19.014	3	rating_par	-0.133
29.004	5	att_neg	n/a
37.003	3	rating_par	0.867
43.011	5	suppr_neg	n/a
49.002	3	rating_par	-0.133
53.002	5	suppr_neg	n/a
60.005	3	rating_par	-0.133
65.017	5	suppr_neg	n/a
71.008	3	rating_par	-0.133
77.016	5	suppr_neg	n/a
84.003	3	rating_par	-0.133
89.015	5	att_neut	n/a
95.006	3	rating_par	-0.133
99.005	5	att_neg	n/a
105.013	3	rating_par	-0.133
111.004	5	att_neg	n/a
119.003	3	rating_par	-0.133
127.002	5	suppr_neg	n/a
134.006	3	rating_par	-0.133
141.009	5	att_neut	n/a
147.017	3	rating_par	-0.133
151.017	5	att_neg	n/a
159.016	3	rating_par	-0.133
170.002	5	att_neut	n/a
177.006	3	rating_par	-0.133
183.013	5	att_neg	n/a
190.017	3	rating_par	-0.133
194.016	5	att_neut	n/a
201.003	3	rating_par	-0.133
205.003	5	att_neut	n/a
212.006	3	rating_par	-0.133
217.001	5	suppr_neg	n/a
223.009	3	rating_par	-0.133
233.016	5	att_neut	n/a
241.016	3	rating_par	-0.133
248.002	5	att_neg	n/a
254.010	3	rating_par	-0.133
259.005	5	suppr_neg	n/a
266.009	3	rating_par	-0.133
272.017	5	att_neut	n/a
280.016	3	rating_par	-0.133
285.011	5	att_neut	n/a
292.014	3	rating_par	-0.133
297.010	5	suppr_neg	n/a
305.009	3	rating_par	-0.133
309.009	5	att_neg	n/a
316.012	3	rating_par	0.867
320.012	5	suppr_neg	n/a
326.003	3	rating_par	-0.133
339.014	5	suppr_neg	n/a
347.013	3	rating_par	-0.133
353.004	5	att_neg	n/a
362.015	3	rating_par	0.867
367.011	5	att_neg	n/a
375.010	3	rating_par	0.867
380.005	5	att_neut	n/a
386.013	3	rating_par	-0.133
