onset	duration	trial_type	0	1	2	3
0.0	0.35	Words	mist	1	NR	NR
1.0	0.35	Words	otter	1	NR	NR
2.0	0.35	Words	otter	1	34	414
3.0	0.35	Words	verse	1	NR	NR
4.1	0.35	Words	pail	1	NR	NR
5.1	0.35	Words	bosom	1	NR	NR
6.1	0.35	Words	tidy	1	NR	NR
7.1	0.35	Words	buyer	1	NR	NR
8.1	0.35	Words	port	1	NR	NR
9.1	0.35	Words	gulf	1	NR	NR
10.1	0.35	Words	gulf	1	34	489
11.1	0.35	Words	timid	1	NR	NR
12.1	0.35	Words	fowl	1	NR	NR
13.1	0.35	Words	navel	1	NR	NR
14.1	0.35	Words	spurt	1	NR	NR
15.1	0.35	Words	naval	1	NR	NR
16.1	0.35	Objects	blmv	2	34	385
17.2	0.35	Objects	gmzbw	2	NR	NR
18.2	0.35	Objects	gmzbw	2	34	648
19.2	0.35	Objects	fpjnl	2	NR	NR
20.2	0.35	Objects	nsqs	2	NR	NR
21.2	0.35	Objects	gprdk	2	NR	NR
22.2	0.35	Objects	jjfm	2	NR	NR
23.2	0.35	Objects	vhhtx	2	NR	NR
24.2	0.35	Objects	zrpc	2	NR	NR
25.2	0.35	Objects	tjlf	2	34	765
26.2	0.35	Objects	tjlf	2	NR	NR
27.2	0.35	Objects	hxfnj	2	NR	NR
28.2	0.35	Objects	bptb	2	NR	NR
29.2	0.35	Objects	wzkcb	2	NR	NR
30.2	0.35	Objects	lnzxh	2	NR	NR
31.2	0.35	Objects	mcvqp	2	NR	NR
32.3	0.35	Scrambled objects	kettle	3	NR	NR
33.3	0.35	Scrambled objects	ear	3	NR	NR
34.3	0.35	Scrambled objects	pencil	3	NR	NR
35.4	0.35	Scrambled objects	pencil	3	34	509
36.4	0.35	Scrambled objects	bird	3	NR	NR
37.4	0.35	Scrambled objects	snail	3	NR	NR
38.4	0.35	Scrambled objects	hook	3	NR	NR
39.4	0.35	Scrambled objects	mop	3	NR	NR
40.5	0.35	Scrambled objects	plate	3	NR	NR
41.5	0.35	Scrambled objects	owl	3	NR	NR
42.5	0.35	Scrambled objects	slide	3	NR	NR
43.5	0.35	Scrambled objects	slide	3	34	647
44.6	0.35	Scrambled objects	brain	3	NR	NR
45.6	0.35	Scrambled objects	whisk	3	NR	NR
46.6	0.35	Scrambled objects	worm	3	NR	NR
