onset	duration	trial_type	value	sample
0.005	0	discontinuity	2	1
0.005	0	eyes closed	65	1
482.325	0	eyes opened	66	96465
492.695	0	eyes closed	65	98539
502.775	0	eyes opened	66	100555
513.325	0	eyes closed	65	102665
522.565	0	eyes opened	66	104513
533.525	0	eyes closed	65	106705
543.065	0	eyes opened	66	108613
556.055	0	eyes closed	65	111211
566.415	0	eyes opened	66	113283
578.065	0	eyes closed	65	115613
588.165	0	eyes opened	66	117633
598.715	0	eyes closed	65	119743
611.025	0	eyes opened	66	122205
624.945	0	eyes closed	65	124989
636.085	0	eyes opened	66	127217
651.245	0	eyes closed	65	130249
661.045	0	eyes opened	66	132209
671.475	0	eyes closed	65	134295
682.255	0	eyes opened	66	136451
691.685	0	eyes closed	65	138337
700.955	0	eyes opened	66	140191
710.915	0	eyes closed	65	142183
723.525	0	eyes opened	66	144705
739.055	0	eyes closed	65	147811
749.285	0	eyes opened	66	149857
760.095	0	eyes closed	65	152019
772.065	0	eyes opened	66	154413
779.365	0	eyes closed	65	155873
788.715	0	eyes opened	66	157743
798.505	0	eyes closed	65	159701
876.695	0	hyperventilation 1	67	175339
938.275	0	hyperventilation 2	68	187655
1000.035	0	hyperventilation 3	69	200007
1061.945	0	recuperation	70	212389
1190.205	0	discontinuity	2	238041
1193.935	0	discontinuity	2	238787
1197.945	0	discontinuity	2	239589
1200.475	0	discontinuity	2	240095
1203.465	0	discontinuity	2	240693
