filename	"Cue_Onset	Stim_Onset	Object_Cond	Validity_Cond	Obj_Accuracy	Obj_Acc_RT	Subseq_Recog	Subseq_Recog_RT	Subseq_Source_Mem_Acc	Subseq_Source_Mem_Acc_RT"
func/sub-05task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"4	10	OBJ	V	1	ERR	UT	UT	UT	UT"
func/sub-05task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"12	16	OBJ	V	1	ERR	LC-HIT	 1.8763	1	2.0438"
func/sub-05task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"18	24	GRE	V	1	ERR	UT	UT	UT	UT"
func/sub-05task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"28	32	OBJ	NV	1	ERR	LC-HIT	 2.1257	1	0.37527"
func/sub-05task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"36	42	OBJ	V	1	ERR	UT	UT	UT	UT"
func/sub-05task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"44	46	GRE	V	1	ERR	UT	UT	UT	UT"
func/sub-05task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"48	52	GRE	V	1	ERR	UT	UT	UT	UT"
func/sub-05task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"54	60	OBJ	V	1	ERR	LC-HIT	 2.3968	1	0.10546"
func/sub-05task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"62	64	OBJ	NV	1	ERR	LC-MISS	 3.7598	UT	UT"
func/sub-05task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"66	72	GRE	V	1	ERR	UT	UT	UT	UT"
func/sub-05task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"74	76	GRE	V	1	ERR	UT	UT	UT	UT"
func/sub-05task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"78	82	OBJ	V	1	ERR	LC-HIT	  1.776	1	0.050449"
func/sub-05task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"84	86	OBJ	V	1	ERR	HC-HIT	 1.3329	0	0.072925"
func/sub-05task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"88	90	OBJ	V	1	ERR	LC-HIT	 1.6241	1	2.0173"
func/sub-05task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"92	96	OBJ	NV	1	ERR	LC-MISS	 2.1982	UT	UT"
func/sub-05task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"98	104	OBJ	V	1	ERR	LC-HIT	 1.3493	1	0.10738"
func/sub-05task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"106	110	OBJ	V	1	ERR	HC-HIT	 1.3342	1	0.88662"
func/sub-05task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"112	114	OBJ	V	1	ERR	LC-MISS	 1.9322	UT	UT"
func/sub-05task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"116	122	GRE	V	1	ERR	UT	UT	UT	UT"
func/sub-05task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"126	132	OBJ	V	1	ERR	HC-HIT	 1.7186	1	0.067276"
func/sub-05task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"134	140	GRE	V	1	ERR	UT	UT	UT	UT"
func/sub-05task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"142	144	OBJ	V	1	ERR	HC-HIT	  1.334	1	0.080275"
func/sub-05task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"146	148	GRE	NV	1	ERR	UT	UT	UT	UT"
func/sub-05task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"150	156	OBJ	V	1	ERR	HC-HIT	 2.2123	1	0.090263"
func/sub-05task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"160	166	OBJ	V	1	ERR	LC-MISS	 1.4138	UT	UT"
func/sub-05task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"168	170	OBJ	NV	1	ERR	LC-MISS	 1.3049	UT	UT"
func/sub-05task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"174	180	GRE	V	1	ERR	UT	UT	UT	UT"
