onset	duration	trial_type	congruent_incorrect	Unnamed: 1	Rsponse	StimVar	Stimulus	ResponseTime
0.0	1.0	congruent_correct	n/a	1	1	congruent	750	n/a
2.5	1.0	congruent_correct	n/a	1	1	congruent	379	n/a
10.0	1.0	incongruent_correct	n/a	1	2	incongruent	816	n/a
12.5	1.0	incongruent_correct	n/a	1	2	incongruent	557	n/a
15.0	1.0	incongruent_correct	n/a	1	2	incongruent	427	n/a
17.5	1.0	incongruent_correct	n/a	1	2	incongruent	495	n/a
25.0	1.0	congruent_correct	n/a	1	1	congruent	876	n/a
27.5	1.0	congruent_correct	n/a	1	1	congruent	393	n/a
30.0	1.0	incongruent_correct	n/a	1	2	incongruent	662	n/a
32.5	1.0	congruent_correct	n/a	1	1	congruent	603	n/a
35.0	1.0	incongruent_correct	n/a	1	2	incongruent	511	n/a
37.5	1.0	congruent_correct	n/a	1	1	congruent	507	n/a
40.0	1.0	congruent_correct	n/a	1	1	congruent	481	n/a
42.5	1.0	incongruent_correct	n/a	1	2	incongruent	661	n/a
45.0	1.0	incongruent_correct	n/a	1	2	incongruent	514	n/a
47.5	1.0	incongruent_correct	n/a	1	2	incongruent	549	n/a
50.0	1.0	incongruent_incorrect	n/a	0	2	incongruent	572	n/a
52.5	1.0	incongruent_correct	n/a	1	2	incongruent	439	n/a
60.0	1.0	congruent_correct	n/a	1	1	congruent	1117	n/a
62.5	1.0	congruent_correct	n/a	1	1	congruent	426	n/a
65.0	1.0	congruent_correct	n/a	1	1	congruent	503	n/a
67.5	1.0	congruent_correct	n/a	1	1	congruent	523	n/a
75.0	1.0	congruent_correct	n/a	1	1	congruent	617	n/a
77.5	1.0	congruent_correct	n/a	1	1	congruent	574	n/a
80.0	1.0	congruent_correct	n/a	1	1	congruent	570	n/a
82.5	1.0	incongruent_correct	n/a	1	2	incongruent	448	n/a
85.0	1.0	incongruent_correct	n/a	1	2	incongruent	516	n/a
87.5	1.0	congruent_correct	n/a	1	1	congruent	585	n/a
90.0	1.0	incongruent_correct	n/a	1	2	incongruent	630	n/a
92.5	1.0	congruent_correct	n/a	1	1	congruent	867	n/a
95.0	1.0	congruent_correct	n/a	1	1	congruent	439	n/a
97.5	1.0	incongruent_correct	n/a	1	2	incongruent	1082	n/a
100.0	1.0	congruent_correct	n/a	1	1	congruent	424	n/a
102.5	1.0	incongruent_correct	n/a	1	2	incongruent	621	n/a
105.0	1.0	incongruent_correct	n/a	1	2	incongruent	617	n/a
107.5	1.0	incongruent_correct	n/a	1	2	incongruent	622	n/a
110.0	1.0	congruent_correct	n/a	1	1	congruent	490	n/a
112.5	1.0	congruent_correct	n/a	1	1	congruent	375	n/a
120.0	1.0	congruent_correct	n/a	1	1	congruent	630	n/a
122.5	1.0	congruent_correct	n/a	1	1	congruent	555	n/a
125.0	1.0	congruent_correct	n/a	1	1	congruent	390	n/a
127.5	1.0	congruent_correct	n/a	1	1	congruent	483	n/a
130.0	1.0	congruent_correct	n/a	1	1	congruent	368	n/a
132.5	1.0	incongruent_correct	n/a	1	2	incongruent	556	n/a
135.0	1.0	congruent_correct	n/a	1	1	congruent	466	n/a
137.5	1.0	incongruent_correct	n/a	1	2	incongruent	509	n/a
140.0	1.0	congruent_correct	n/a	1	1	congruent	643	n/a
142.5	1.0	incongruent_correct	n/a	1	2	incongruent	638	n/a
150.0	1.0	incongruent_correct	n/a	1	2	incongruent	1221	n/a
152.5	1.0	congruent_correct	n/a	1	1	congruent	467	n/a
155.0	1.0	incongruent_incorrect	n/a	0	2	incongruent	710	n/a
157.5	1.0	incongruent_correct	n/a	1	2	incongruent	644	n/a
160.0	1.0	incongruent_correct	n/a	1	2	incongruent	496	n/a
162.5	1.0	incongruent_correct	n/a	1	2	incongruent	605	n/a
165.0	1.0	incongruent_correct	n/a	1	2	incongruent	616	n/a
167.5	1.0	incongruent_correct	n/a	1	2	incongruent	566	n/a
170.0	1.0	incongruent_correct	n/a	1	2	incongruent	513	n/a
172.5	1.0	incongruent_correct	n/a	1	2	incongruent	502	n/a
175.0	1.0	congruent_correct	n/a	1	1	congruent	667	n/a
177.5	1.0	congruent_correct	n/a	1	1	congruent	408	n/a
185.0	1.0	incongruent_correct	n/a	1	2	incongruent	790	n/a
187.5	1.0	congruent_correct	n/a	1	1	congruent	556	n/a
190.0	1.0	congruent_correct	n/a	1	1	congruent	505	n/a
192.5	1.0	incongruent_correct	n/a	1	2	incongruent	533	n/a
195.0	1.0	incongruent_correct	n/a	1	2	incongruent	537	n/a
197.5	1.0	incongruent_correct	n/a	1	2	incongruent	694	n/a
200.0	1.0	incongruent_correct	n/a	1	2	incongruent	498	n/a
202.5	1.0	congruent_correct	n/a	1	1	congruent	655	n/a
210.0	1.0	incongruent_correct	n/a	1	2	incongruent	900	n/a
212.5	1.0	incongruent_correct	n/a	1	2	incongruent	451	n/a
215.0	1.0	congruent_correct	n/a	1	1	congruent	607	n/a
217.5	1.0	incongruent_correct	n/a	1	2	incongruent	587	n/a
225.0	1.0	congruent_correct	n/a	1	1	congruent	1112	n/a
227.5	1.0	congruent_correct	n/a	1	1	congruent	430	n/a
230.0	1.0	congruent_correct	n/a	1	1	congruent	602	n/a
232.5	1.0	congruent_correct	n/a	1	1	congruent	439	n/a
235.0	1.0	incongruent_correct	n/a	1	2	incongruent	628	n/a
237.5	1.0	congruent_correct	n/a	1	1	congruent	504	n/a
240.0	1.0	congruent_correct	n/a	1	1	congruent	572	n/a
242.5	1.0	incongruent_correct	n/a	1	2	incongruent	705	n/a
245.0	1.0	incongruent_correct	n/a	1	2	incongruent	535	n/a
247.5	1.0	congruent_correct	n/a	1	1	congruent	564	n/a
250.0	1.0	incongruent_correct	n/a	1	2	incongruent	623	n/a
252.5	1.0	congruent_correct	n/a	1	1	congruent	517	n/a
260.0	1.0	incongruent_correct	n/a	1	2	incongruent	899	n/a
262.5	1.0	congruent_correct	n/a	1	1	congruent	576	n/a
270.0	1.0	congruent_correct	n/a	1	1	congruent	605	n/a
272.5	1.0	congruent_correct	n/a	1	1	congruent	464	n/a
275.0	1.0	incongruent_correct	n/a	1	2	incongruent	606	n/a
277.5	1.0	congruent_correct	n/a	1	1	congruent	507	n/a
285.0	1.0	congruent_correct	n/a	1	1	congruent	761	n/a
287.5	1.0	incongruent_correct	n/a	1	2	incongruent	557	n/a
290.0	1.0	congruent_correct	n/a	1	1	congruent	491	n/a
292.5	1.0	incongruent_correct	n/a	1	2	incongruent	495	n/a
295.0	1.0	incongruent_correct	n/a	1	2	incongruent	555	n/a
297.5	1.0	incongruent_correct	n/a	1	2	incongruent	519	n/a
