onset	duration	trial_type	value	sample
0.005	0	discontinuity	2	1
0.005	0	eyes closed	65	1
301.045	0	eyes opened	66	60209
313.695	0	eyes closed	65	62739
330.375	0	eyes opened	66	66075
347.915	0	eyes closed	65	69583
363.745	0	eyes opened	66	72749
380.575	0	eyes closed	65	76115
396.805	0	eyes opened	66	79361
410.875	0	eyes closed	65	82175
428.975	0	eyes opened	66	85795
446.915	0	eyes closed	65	89383
459.555	0	eyes opened	66	91911
484.915	0	eyes closed	65	96983
496.025	0	eyes opened	66	99205
518.915	0	eyes closed	65	103783
527.185	0	eyes opened	66	105437
543.645	0	eyes closed	65	108729
553.375	0	eyes opened	66	110675
574.355	0	eyes closed	65	114871
589.145	0	eyes opened	66	117829
612.995	0	eyes closed	65	122599
623.725	0	eyes opened	66	124745
639.845	0	eyes closed	65	127969
652.135	0	eyes opened	66	130427
669.295	0	eyes closed	65	133859
681.345	0	hyperventilation 1	67	136269
742.795	0	hyperventilation 2	68	148559
802.985	0	hyperventilation 3	69	160597
863.655	0	recuperation	70	172731
995.905	0	discontinuity	2	199181
999.155	0	eyes closed	65	199831
