onset	duration	trial_type	rating_par
1.011	5	att_neg	n/a
8.015	3	rating_par	-0.280
13.010	5	att_neut	n/a
19.001	3	rating_par	-0.280
29.009	5	att_neg	n/a
37.008	3	rating_par	-0.280
43.015	5	suppr_neg	n/a
49.007	3	rating_par	-0.280
53.006	5	suppr_neg	n/a
60.010	3	rating_par	-0.280
65.009	5	suppr_neg	n/a
71.013	3	rating_par	-0.280
77.004	5	suppr_neg	n/a
84.007	3	rating_par	0.720
89.002	5	att_neut	n/a
95.010	3	junk_rating	n/a
99.010	5	att_neg	n/a
105.017	3	rating_par	-0.280
111.008	5	att_neg	n/a
119.008	3	junk_rating	n/a
127.007	5	suppr_neg	n/a
134.010	3	rating_par	-0.280
141.014	5	att_neut	n/a
147.005	3	rating_par	-0.280
151.004	5	att_neg	n/a
159.004	3	rating_par	-0.280
170.006	5	att_neut	n/a
177.010	3	rating_par	-0.280
183.018	5	att_neg	n/a
190.005	3	rating_par	0.720
194.004	5	att_neut	n/a
201.007	3	rating_par	-0.280
205.007	5	att_neut	n/a
212.010	3	rating_par	-0.280
217.006	5	suppr_neg	n/a
223.013	3	junk_rating	n/a
233.004	5	att_neut	n/a
241.003	3	rating_par	-0.280
248.007	5	att_neg	n/a
254.014	3	rating_par	0.720
259.010	5	suppr_neg	n/a
266.013	3	rating_par	-0.280
272.004	5	att_neut	n/a
280.003	3	rating_par	-0.280
285.015	5	att_neut	n/a
292.002	3	rating_par	-0.280
297.014	5	suppr_neg	n/a
305.013	3	rating_par	0.720
309.013	5	att_neg	n/a
316.016	3	junk_rating	n/a
320.016	5	suppr_neg	n/a
326.007	3	rating_par	0.720
339.002	5	suppr_neg	n/a
347.017	3	rating_par	-0.280
353.008	5	att_neg	n/a
362.003	3	rating_par	1.720
367.015	5	att_neg	n/a
375.014	3	junk_rating	n/a
380.010	5	att_neut	n/a
386.017	3	rating_par	-0.280
