onset	duration	trial_type	congruent_incorrect	incongruent_incorrect	Rsponse	StimVar	Stimulus	ResponseTime
0.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	1044
10.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	761
20.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	668
30.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	695
40.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	524
52.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	806
64.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	1169
76.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	1963
88.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	582
102.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	648
116.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	706
126.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	1030
140.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	952
154.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	938
164.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	758
174.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	816
184.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	581
196.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	1383
208.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	921
220.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	669
232.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	496
246.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	1042
260.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	1187
274.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	779
