onset	duration	trial_type	congruent_incorrect	Unnamed: 1	Rsponse	StimVar	Stimulus	ResponseTime
0.0	1.0	congruent_correct	n/a	1	1	congruent	665	n/a
2.5	1.0	congruent_correct	n/a	1	1	congruent	858	n/a
10.0	1.0	incongruent_correct	n/a	1	2	incongruent	689	n/a
12.5	1.0	incongruent_correct	n/a	1	2	incongruent	599	n/a
15.0	1.0	incongruent_correct	n/a	1	2	incongruent	674	n/a
17.5	1.0	incongruent_correct	n/a	1	2	incongruent	647	n/a
25.0	1.0	congruent_correct	n/a	1	1	congruent	645	n/a
27.5	1.0	congruent_correct	n/a	1	1	congruent	834	n/a
30.0	1.0	incongruent_correct	n/a	1	2	incongruent	725	n/a
32.5	1.0	congruent_correct	n/a	1	1	congruent	675	n/a
35.0	1.0	incongruent_correct	n/a	1	2	incongruent	697	n/a
37.5	1.0	congruent_correct	n/a	1	1	congruent	676	n/a
40.0	1.0	congruent_correct	n/a	1	1	congruent	777	n/a
42.5	1.0	incongruent_incorrect	n/a	0	2	incongruent	638	n/a
45.0	1.0	incongruent_incorrect	n/a	0	2	incongruent	0	n/a
47.5	1.0	incongruent_correct	n/a	1	2	incongruent	736	n/a
50.0	1.0	incongruent_correct	n/a	1	2	incongruent	540	n/a
52.5	1.0	incongruent_correct	n/a	1	2	incongruent	560	n/a
60.0	1.0	congruent_correct	n/a	1	1	congruent	710	n/a
62.5	1.0	congruent_correct	n/a	1	1	congruent	636	n/a
65.0	1.0	congruent_correct	n/a	1	1	congruent	649	n/a
67.5	1.0	congruent_correct	n/a	1	1	congruent	540	n/a
75.0	1.0	congruent_correct	n/a	1	1	congruent	730	n/a
77.5	1.0	congruent_correct	n/a	1	1	congruent	855	n/a
80.0	1.0	congruent_correct	n/a	1	1	congruent	420	n/a
82.5	1.0	incongruent_correct	n/a	1	2	incongruent	550	n/a
85.0	1.0	incongruent_correct	n/a	1	2	incongruent	805	n/a
87.5	1.0	congruent_correct	n/a	1	1	congruent	544	n/a
90.0	1.0	incongruent_correct	n/a	1	2	incongruent	654	n/a
92.5	1.0	congruent_correct	n/a	1	1	congruent	547	n/a
95.0	1.0	congruent_correct	n/a	1	1	congruent	481	n/a
97.5	1.0	incongruent_incorrect	n/a	0	2	incongruent	444	n/a
100.0	1.0	congruent_correct	n/a	1	1	congruent	465	n/a
102.5	1.0	incongruent_correct	n/a	1	2	incongruent	604	n/a
105.0	1.0	incongruent_correct	n/a	1	2	incongruent	650	n/a
107.5	1.0	incongruent_correct	n/a	1	2	incongruent	968	n/a
110.0	1.0	congruent_correct	n/a	1	1	congruent	1092	n/a
112.5	1.0	congruent_correct	n/a	1	1	congruent	608	n/a
120.0	1.0	congruent_correct	n/a	1	1	congruent	1038	n/a
122.5	1.0	congruent_correct	n/a	1	1	congruent	522	n/a
125.0	1.0	congruent_correct	n/a	1	1	congruent	486	n/a
127.5	1.0	congruent_correct	n/a	1	1	congruent	996	n/a
130.0	1.0	congruent_correct	n/a	1	1	congruent	617	n/a
132.5	1.0	incongruent_correct	n/a	1	2	incongruent	966	n/a
135.0	1.0	congruent_correct	n/a	1	1	congruent	716	n/a
137.5	1.0	incongruent_correct	n/a	1	2	incongruent	663	n/a
140.0	1.0	congruent_correct	n/a	1	1	congruent	835	n/a
142.5	1.0	incongruent_correct	n/a	1	2	incongruent	641	n/a
150.0	1.0	incongruent_correct	n/a	1	2	incongruent	655	n/a
152.5	1.0	congruent_correct	n/a	1	1	congruent	562	n/a
155.0	1.0	incongruent_correct	n/a	1	2	incongruent	566	n/a
