onset	duration	trial_type	value	sample
0.005	0	discontinuity	2	1
0.005	0	eyes closed	65	1
98.485	0	discontinuity	2	19697
179.985	0	discontinuity	2	35997
203.985	0	discontinuity	2	40797
216.475	0	discontinuity	2	43295
242.735	0	discontinuity	2	48547
326.315	0	discontinuity	2	65263
334.035	0	discontinuity	2	66807
338.085	0	discontinuity	2	67617
430.955	0	eyes opened	66	86191
443.385	0	eyes closed	65	88677
464.245	0	eyes opened	66	92849
473.235	0	eyes closed	65	94647
498.685	0	eyes opened	66	99737
509.115	0	eyes closed	65	101823
514.225	0	discontinuity	2	102845
520.855	0	eyes opened	66	104171
529.545	0	eyes closed	65	105909
540.465	0	eyes opened	66	108093
548.525	0	eyes closed	65	109705
554.435	0	discontinuity	2	110887
566.215	0	eyes opened	66	113243
582.335	0	eyes closed	65	116467
595.555	0	eyes opened	66	119111
612.445	0	eyes closed	65	122489
622.575	0	eyes opened	66	124515
636.215	0	eyes closed	65	127243
655.675	0	discontinuity	2	131135
662.275	0	eyes opened	66	132455
673.275	0	eyes closed	65	134655
681.435	0	eyes opened	66	136287
692.695	0	eyes closed	65	138539
730.175	0	eyes opened	66	146035
741.665	0	eyes closed	65	148333
754.815	0	eyes opened	66	150963
764.035	0	eyes closed	65	152807
781.215	0	eyes opened	66	156243
793.185	0	eyes closed	65	158637
805.465	0	eyes opened	66	161093
815.935	0	eyes closed	65	163187
837.895	0	eyes opened	66	167579
852.405	0	eyes closed	65	170481
867.105	0	hyperventilation 1	67	173421
941.505	0	hyperventilation 2	68	188301
1003.415	0	hyperventilation 3	69	200683
1066.935	0	recuperation	70	213387
1161.865	0	eyes closed	65	232373
