onset	duration	trial_type	congruent_incorrect	incongruent_incorrect	Rsponse	StimVar	Stimulus	ResponseTime
0.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	1067
10.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	591
20.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	594
30.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	781
40.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	586
52.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	483
64.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	814
76.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	760
88.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	654
102.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	575
116.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	512
130.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	794
144.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	732
154.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	664
164.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	523
174.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	735
184.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	682
196.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	748
208.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	712
220.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	562
232.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	686
246.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	671
260.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	513
274.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	795
