onset	duration	trial_type	rating_par
1.007	5	att_neg	n/a
8.010	3	rating_par	-0.800
13.006	5	att_neut	n/a
19.013	3	rating_par	-0.800
29.004	5	att_neg	n/a
37.003	3	rating_par	0.200
43.011	5	suppr_neg	n/a
49.002	3	rating_par	0.200
53.002	5	suppr_neg	n/a
60.005	3	rating_par	-0.800
65.017	5	suppr_neg	n/a
71.008	3	rating_par	0.200
77.016	5	suppr_neg	n/a
84.002	3	rating_par	0.200
89.014	5	att_neut	n/a
95.005	3	rating_par	0.200
99.005	5	att_neg	n/a
105.013	3	rating_par	1.200
111.004	5	att_neg	n/a
119.003	3	rating_par	2.200
127.002	5	suppr_neg	n/a
134.006	3	rating_par	0.200
141.009	5	att_neut	n/a
147.017	3	rating_par	-0.800
151.016	5	att_neg	n/a
159.016	3	rating_par	-0.800
170.002	5	att_neut	n/a
177.005	3	rating_par	-0.800
183.013	5	att_neg	n/a
190.017	3	rating_par	1.200
194.016	5	att_neut	n/a
201.003	3	rating_par	-0.800
205.002	5	att_neut	n/a
212.006	3	rating_par	-0.800
217.018	5	suppr_neg	n/a
223.009	3	rating_par	-0.800
233.016	5	att_neut	n/a
241.015	3	rating_par	-0.800
248.002	5	att_neg	n/a
254.026	3	rating_par	0.200
259.005	5	suppr_neg	n/a
266.009	3	rating_par	-0.800
272.016	5	att_neut	n/a
280.015	3	rating_par	-0.800
285.011	5	att_neut	n/a
292.014	3	rating_par	0.200
297.010	5	suppr_neg	n/a
305.009	3	rating_par	1.200
309.008	5	att_neg	n/a
316.012	3	rating_par	0.200
320.011	5	suppr_neg	n/a
326.002	3	rating_par	0.200
339.014	5	suppr_neg	n/a
347.013	3	rating_par	-0.800
353.004	5	att_neg	n/a
362.015	3	rating_par	2.200
367.011	5	att_neg	n/a
375.010	3	rating_par	1.200
380.005	5	att_neut	n/a
386.013	3	rating_par	-0.800
