onset	duration	trial_type	congruent_incorrect	Unnamed: 1	Rsponse	StimVar	Stimulus	ResponseTime
0.0	1.0	incongruent_correct	n/a	1	2	incongruent	699	n/a
2.5	1.0	incongruent_correct	n/a	1	2	incongruent	522	n/a
5.0	1.0	congruent_correct	n/a	1	1	congruent	506	n/a
7.5	1.0	congruent_correct	n/a	1	1	congruent	384	n/a
10.0	1.0	incongruent_incorrect	n/a	0	2	incongruent	447	n/a
12.5	1.0	incongruent_correct	n/a	1	2	incongruent	565	n/a
20.0	1.0	incongruent_correct	n/a	1	2	incongruent	603	n/a
22.5	1.0	incongruent_correct	n/a	1	2	incongruent	497	n/a
25.0	1.0	congruent_correct	n/a	1	1	congruent	760	n/a
27.5	1.0	congruent_correct	n/a	1	1	congruent	352	n/a
30.0	1.0	congruent_correct	n/a	1	1	congruent	582	n/a
32.5	1.0	congruent_correct	n/a	1	1	congruent	565	n/a
45.0	1.0	congruent_correct	n/a	1	1	congruent	487	n/a
47.5	1.0	congruent_correct	n/a	1	1	congruent	422	n/a
50.0	1.0	incongruent_correct	n/a	1	2	incongruent	573	n/a
52.5	1.0	incongruent_correct	n/a	1	2	incongruent	468	n/a
55.0	1.0	congruent_correct	n/a	1	1	congruent	499	n/a
57.5	1.0	incongruent_correct	n/a	1	2	incongruent	537	n/a
65.0	1.0	congruent_correct	n/a	1	1	congruent	646	n/a
67.5	1.0	incongruent_correct	n/a	1	2	incongruent	589	n/a
70.0	1.0	incongruent_correct	n/a	1	2	incongruent	516	n/a
72.5	1.0	incongruent_correct	n/a	1	2	incongruent	564	n/a
75.0	1.0	congruent_correct	n/a	1	1	congruent	626	n/a
77.5	1.0	congruent_correct	n/a	1	1	congruent	545	n/a
80.0	1.0	congruent_correct	n/a	1	1	congruent	519	n/a
82.5	1.0	congruent_correct	n/a	1	1	congruent	335	n/a
85.0	1.0	congruent_correct	n/a	1	1	congruent	541	n/a
87.5	1.0	incongruent_correct	n/a	1	2	incongruent	508	n/a
90.0	1.0	incongruent_correct	n/a	1	2	incongruent	410	n/a
92.5	1.0	congruent_correct	n/a	1	1	congruent	410	n/a
95.0	1.0	incongruent_correct	n/a	1	2	incongruent	480	n/a
