filename	"Cue_Onset	Stim_Onset	Object_Cond	Validity_Cond	Obj_Accuracy	Obj_Acc_RT	Subseq_Recog	Subseq_Recog_RT	Subseq_Source_Mem_Acc	Subseq_Source_Mem_Acc_RT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"4.001	6.001	GRE	V	1	0.60192	UT	UT	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"8.0017	12.0017	OBJ	V	1	0.48028	HC-HIT	 0.7509	1	1.3603"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"16.001	22.001	GRE	V	1	0.61624	UT	UT	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"24.0015	30.0015	OBJ	V	1	0.59298	HC-HIT	 1.2793	0	1.691"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"32.0017	34.0017	OBJ	V	1	0.58035	UT	UT	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"36.0019	42.0019	OBJ	V	1	0.62822	LC-HIT	 2.4256	0	0.82315"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"44.0014	46.0014	OBJ	V	1	0.54322	LC-HIT	 3.4626	1	2.49"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"48.0017	52.0017	OBJ	V	NR	NR	HC-HIT	 1.0607	1	0.9624"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"58.0009	64.0009	OBJ	NV	1	0.86894	HC-HIT	 1.1548	1	0.80572"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"68.0018	74.0018	OBJ	V	1	0.58699	UT	UT	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"76.0011	78.0011	OBJ	V	1	0.52716	HC-HIT	 1.1515	0	2.0621"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"80.0014	86.0014	GRE	V	1	0.53376	UT	UT	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"90.0016	94.0016	OBJ	NV	1	 0.7738	LC-MISS	  3.316	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"96.002	98.002	OBJ	V	1	0.56052	LC-MISS	 1.9656	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"100.0017	104.0017	OBJ	NV	1	0.66011	HC-MISS	 2.9694	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"108.0015	112.0015	OBJ	V	1	0.64239	HC-HIT	 1.6121	1	1.1276"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"114.0011	116.0011	GRE	NV	1	0.75809	UT	UT	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"118.0012	122.0012	OBJ	V	1	0.57663	UT	UT	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"124.0014	128.0014	OBJ	V	1	0.52867	LC-HIT	 3.0253	0	1.7329"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"130.0017	136.0017	GRE	V	1	0.66584	UT	UT	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"138.0014	140.0014	OBJ	V	1	0.56465	HC-MISS	 2.1542	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"142.0016	146.0016	OBJ	V	1	0.58362	LC-MISS	 2.7616	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"148.0008	150.0008	OBJ	V	1	0.85804	LC-MISS	 1.8458	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"154.002	156.002	OBJ	NV	1	0.56451	HC-HIT	  1.871	0	0.86249"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"162.0011	166.0011	OBJ	V	1	0.43028	HC-HIT	 1.3507	1	2.1987"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"168.001	170.001	OBJ	V	1	0.45773	HC-HIT	 1.5331	1	1.1899"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"172.0012	174.0012	GRE	V	1	0.51308	UT	UT	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"176.0012	178.0012	GRE	V	1	0.48076	UT	UT	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"180.0018	182.0018	OBJ	V	1	0.60069	HC-HIT	 1.0132	1	2.5463"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"186.0008	190.0008	GRE	V	1	0.61678	UT	UT	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"192.0019	194.0019	OBJ	V	1	0.68368	LC-MISS	 2.1566	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"196.0014	198.0014	OBJ	NV	1	0.65623	LC-HIT	 2.2005	0	1.1"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"200.0012	204.0012	OBJ	V	1	0.49441	LC-HIT	 3.0702	0	3.0353"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"208.0011	212.0011	GRE	V	1	 0.6094	UT	UT	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"214.0008	218.0008	GRE	V	1	0.39979	UT	UT	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"220.0014	226.0014	OBJ	V	1	0.61941	HC-HIT	 1.9588	1	1.3867"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"228.001	232.001	GRE	V	1	0.53306	UT	UT	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"234.001	236.001	OBJ	V	1	0.51975	HC-HIT	 1.7659	NR	NR"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"238.0015	242.0015	OBJ	V	1	0.55463	HC-MISS	 1.5848	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"244.001	250.001	GRE	V	1	0.56149	UT	UT	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"252.0015	258.0015	OBJ	NV	1	0.75241	LC-MISS	 1.8112	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"260.0008	264.0008	OBJ	V	1	0.61061	HC-HIT	 1.6852	1	1.8458"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"266.0007	272.0007	OBJ	V	1	0.50775	HC-HIT	 3.2863	1	2.6075"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"274.0013	280.0013	OBJ	V	1	  0.649	UT	UT	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"282.0008	284.0008	GRE	V	1	0.63874	UT	UT	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"286.001	290.001	OBJ	V	NR	NR	HC-HIT	  1.271	1	1.4108"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"292.0012	296.0012	OBJ	NV	1	0.64881	LC-MISS	  1.601	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"298.0017	304.0017	GRE	V	1	0.51414	UT	UT	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"306.0016	312.0016	OBJ	V	NR	NR	HC-HIT	 1.1419	1	1.7026"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"314.0009	320.0009	OBJ	V	1	0.53604	UT	UT	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"322.0018	328.0018	OBJ	V	1	0.57457	HC-HIT	 1.4092	1	1.0298"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"330.0015	334.0015	OBJ	V	1	 0.6164	HC-HIT	0.92327	1	1.3518"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"336.0013	338.0013	GRE	NV	1	0.77223	UT	UT	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"340.0018	346.0018	GRE	V	1	0.53292	UT	UT	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"350.0007	352.0007	OBJ	NV	1	0.57369	LC-HIT	 2.7196	0	1.5132"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"356.0019	362.0019	OBJ	V	1	0.69179	LC-MISS	 1.9445	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-09_bold.nii.gz	"4.0012	6.0012	GRE	NV	1	0.73991	UT	UT	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-09_bold.nii.gz	"8.0017	12.0017	OBJ	V	1	0.54926	HC-HIT	 1.8069	1	0.57711"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-09_bold.nii.gz	"16.0008	22.0008	OBJ	V	1	0.60284	UT	UT	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-09_bold.nii.gz	"24.0011	28.0011	GRE	V	1	0.69206	UT	UT	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-09_bold.nii.gz	"30.0012	32.0012	OBJ	V	1	0.67267	LC-MISS	 2.1837	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-09_bold.nii.gz	"34.001	38.001	OBJ	V	1	0.48528	HC-HIT	0.99211	1	0.56024"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-09_bold.nii.gz	"40.0014	42.0014	OBJ	V	1	0.55766	UT	UT	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-09_bold.nii.gz	"44.0016	46.0016	OBJ	V	1	0.59284	LC-MISS	 2.8906	UT	UT"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-09_bold.nii.gz	"48.0014	50.0014	OBJ	NV	1	0.76584	LC-HIT	 2.5491	0	0.92683"
func/sub-08task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-09_bold.nii.gz	"56.001	58.001	GRE	V	1	0.74064	UT	UT	UT	UT"
