onset	duration	trial_type	incongruent_incorrect	Unnamed: 1	Rsponse	StimVar	Stimulus	ResponseTime
0.0	1.0	incongruent_correct	n/a	1	2	incongruent	495	n/a
2.5	1.0	incongruent_correct	n/a	1	2	incongruent	451	n/a
5.0	1.0	congruent_incorrect	n/a	0	1	congruent	464	n/a
7.5	1.0	congruent_correct	n/a	1	1	congruent	452	n/a
10.0	1.0	incongruent_correct	n/a	1	2	incongruent	489	n/a
12.5	1.0	incongruent_correct	n/a	1	2	incongruent	494	n/a
20.0	1.0	incongruent_correct	n/a	1	2	incongruent	662	n/a
22.5	1.0	incongruent_correct	n/a	1	2	incongruent	409	n/a
25.0	1.0	congruent_correct	n/a	1	1	congruent	541	n/a
27.5	1.0	congruent_correct	n/a	1	1	congruent	465	n/a
30.0	1.0	congruent_correct	n/a	1	1	congruent	414	n/a
32.5	1.0	congruent_correct	n/a	1	1	congruent	651	n/a
45.0	1.0	congruent_correct	n/a	1	1	congruent	617	n/a
47.5	1.0	congruent_correct	n/a	1	1	congruent	495	n/a
50.0	1.0	incongruent_correct	n/a	1	2	incongruent	482	n/a
52.5	1.0	incongruent_correct	n/a	1	2	incongruent	448	n/a
55.0	1.0	congruent_correct	n/a	1	1	congruent	780	n/a
57.5	1.0	incongruent_correct	n/a	1	2	incongruent	641	n/a
65.0	1.0	congruent_correct	n/a	1	1	congruent	720	n/a
67.5	1.0	incongruent_correct	n/a	1	2	incongruent	594	n/a
70.0	1.0	incongruent_correct	n/a	1	2	incongruent	505	n/a
72.5	1.0	incongruent_correct	n/a	1	2	incongruent	469	n/a
75.0	1.0	congruent_correct	n/a	1	1	congruent	618	n/a
77.5	1.0	congruent_correct	n/a	1	1	congruent	470	n/a
80.0	1.0	congruent_correct	n/a	1	1	congruent	402	n/a
82.5	1.0	congruent_correct	n/a	1	1	congruent	496	n/a
85.0	1.0	congruent_correct	n/a	1	1	congruent	469	n/a
87.5	1.0	incongruent_correct	n/a	1	2	incongruent	514	n/a
90.0	1.0	incongruent_correct	n/a	1	2	incongruent	615	n/a
92.5	1.0	congruent_correct	n/a	1	1	congruent	579	n/a
95.0	1.0	incongruent_correct	n/a	1	2	incongruent	496	n/a
97.5	1.0	incongruent_correct	n/a	1	2	incongruent	476	n/a
100.0	1.0	incongruent_correct	n/a	1	2	incongruent	416	n/a
102.5	1.0	incongruent_correct	n/a	1	2	incongruent	508	n/a
105.0	1.0	congruent_correct	n/a	1	1	congruent	425	n/a
107.5	1.0	congruent_correct	n/a	1	1	congruent	519	n/a
110.0	1.0	incongruent_correct	n/a	1	2	incongruent	579	n/a
112.5	1.0	incongruent_correct	n/a	1	2	incongruent	400	n/a
120.0	1.0	incongruent_correct	n/a	1	2	incongruent	462	n/a
122.5	1.0	congruent_correct	n/a	1	1	congruent	531	n/a
125.0	1.0	congruent_correct	n/a	1	1	congruent	536	n/a
127.5	1.0	congruent_correct	n/a	1	1	congruent	468	n/a
135.0	1.0	incongruent_correct	n/a	1	2	incongruent	474	n/a
137.5	1.0	congruent_correct	n/a	1	1	congruent	461	n/a
140.0	1.0	congruent_correct	n/a	1	1	congruent	412	n/a
142.5	1.0	incongruent_correct	n/a	1	2	incongruent	495	n/a
145.0	1.0	congruent_correct	n/a	1	1	congruent	453	n/a
147.5	1.0	incongruent_correct	n/a	1	2	incongruent	505	n/a
150.0	1.0	congruent_correct	n/a	1	1	congruent	543	n/a
152.5	1.0	congruent_correct	n/a	1	1	congruent	517	n/a
155.0	1.0	congruent_correct	n/a	1	1	congruent	503	n/a
157.5	1.0	incongruent_correct	n/a	1	2	incongruent	572	n/a
160.0	1.0	incongruent_correct	n/a	1	2	incongruent	360	n/a
162.5	1.0	congruent_correct	n/a	1	1	congruent	405	n/a
170.0	1.0	incongruent_correct	n/a	1	2	incongruent	547	n/a
172.5	1.0	congruent_correct	n/a	1	1	congruent	612	n/a
175.0	1.0	congruent_correct	n/a	1	1	congruent	676	n/a
177.5	1.0	incongruent_correct	n/a	1	2	incongruent	601	n/a
185.0	1.0	incongruent_correct	n/a	1	2	incongruent	559	n/a
187.5	1.0	incongruent_correct	n/a	1	2	incongruent	548	n/a
190.0	1.0	incongruent_correct	n/a	1	2	incongruent	505	n/a
192.5	1.0	incongruent_correct	n/a	1	2	incongruent	518	n/a
195.0	1.0	congruent_correct	n/a	1	1	congruent	674	n/a
197.5	1.0	congruent_correct	n/a	1	1	congruent	447	n/a
200.0	1.0	congruent_correct	n/a	1	1	congruent	547	n/a
202.5	1.0	incongruent_correct	n/a	1	2	incongruent	552	n/a
205.0	1.0	incongruent_correct	n/a	1	2	incongruent	476	n/a
207.5	1.0	incongruent_correct	n/a	1	2	incongruent	480	n/a
215.0	1.0	incongruent_correct	n/a	1	2	incongruent	613	n/a
217.5	1.0	incongruent_correct	n/a	1	2	incongruent	485	n/a
220.0	1.0	congruent_correct	n/a	1	1	congruent	593	n/a
222.5	1.0	incongruent_correct	n/a	1	2	incongruent	510	n/a
225.0	1.0	incongruent_correct	n/a	1	2	incongruent	490	n/a
227.5	1.0	congruent_correct	n/a	1	1	congruent	558	n/a
230.0	1.0	congruent_correct	n/a	1	1	congruent	483	n/a
232.5	1.0	congruent_correct	n/a	1	1	congruent	319	n/a
235.0	1.0	incongruent_correct	n/a	1	2	incongruent	501	n/a
237.5	1.0	congruent_correct	n/a	1	1	congruent	537	n/a
240.0	1.0	incongruent_correct	n/a	1	2	incongruent	389	n/a
242.5	1.0	congruent_correct	n/a	1	1	congruent	394	n/a
245.0	1.0	congruent_correct	n/a	1	1	congruent	471	n/a
247.5	1.0	incongruent_correct	n/a	1	2	incongruent	437	n/a
250.0	1.0	congruent_correct	n/a	1	1	congruent	392	n/a
252.5	1.0	congruent_correct	n/a	1	1	congruent	485	n/a
255.0	1.0	incongruent_correct	n/a	1	2	incongruent	498	n/a
257.5	1.0	congruent_correct	n/a	1	1	congruent	494	n/a
270.0	1.0	incongruent_correct	n/a	1	2	incongruent	565	n/a
