onset	duration	trial_type	TrialType	SSD
0.0	n/a	n/a	0	0.0
2.0	1.5	go	0	0.0
4.25	1.5	go	0	0.0
8.625	1.5	successful stop	1	0.43
12.375	1.5	go	0	0.0
15.25	1.5	go	0	0.0
18.25	1.5	successful stop	1	0.31
21.25	1.5	go	0	0.0
23.375	1.5	go	0	0.0
26.375	1.5	go	0	0.0
28.625	1.5	go	0	0.0
31.25	1.5	successful stop	1	0.31
34.875	1.5	failed stop	1	0.31
38.125	1.5	go	0	0.0
40.25	1.5	go	0	0.0
42.25	1.5	go	0	0.0
45.25	1.5	go	0	0.0
47.5	1.5	go	0	0.0
49.5	1.5	go	0	0.0
52.875	1.5	successful stop	1	0.31
55.75	1.5	go	0	0.0
58.375	1.5	go	0	0.0
62.5	1.5	successful stop	1	0.31
64.875	1.5	go	0	0.0
69.125	1.5	go	0	0.0
71.125	1.5	go	0	0.0
73.25	1.5	go	0	0.0
76.25	1.5	successful stop	1	0.35
80.125	1.5	go	0	0.0
82.5	1.5	successful stop	1	0.43
85.125	1.5	junk	0	0.0
87.75	1.5	go	0	0.0
90.25	1.5	go	0	0.0
92.375	1.5	go	0	0.0
94.375	1.5	failed stop	1	0.43
97.625	1.5	go	0	0.0
101.0	1.5	successful stop	1	0.35
105.75	1.5	go	0	0.0
108.875	1.5	go	0	0.0
111.25	1.5	go	0	0.0
114.25	1.5	successful stop	1	0.39
118.0	1.5	go	0	0.0
120.125	1.5	go	0	0.0
122.625	1.5	go	0	0.0
125.25	1.5	go	0	0.0
129.125	1.5	go	0	0.0
131.25	1.5	go	0	0.0
133.375	1.5	successful stop	1	0.35
136.0	1.5	go	0	0.0
139.125	1.5	go	0	0.0
142.0	1.5	successful stop	1	0.31
144.125	1.5	go	0	0.0
146.625	1.5	go	0	0.0
149.25	1.5	failed stop	1	0.31
151.875	1.5	go	0	0.0
154.25	1.5	go	0	0.0
158.375	1.5	failed stop	1	0.39
162.375	1.5	go	0	0.0
166.125	1.5	go	0	0.0
169.0	1.5	go	0	0.0
171.0	1.5	go	0	0.0
173.625	1.5	failed stop	1	0.39
176.5	1.5	go	0	0.0
178.5	1.5	go	0	0.0
180.5	1.5	go	0	0.0
182.75	1.5	go	0	0.0
185.75	1.5	go	0	0.0
189.75	1.5	successful stop	1	0.35
192.25	1.5	successful stop	1	0.31
194.75	1.5	go	0	0.0
197.375	1.5	go	0	0.0
200.25	1.5	go	0	0.0
202.875	1.5	failed stop	1	0.39
206.0	1.5	go	0	0.0
210.625	1.5	go	0	0.0
212.875	1.5	go	0	0.0
215.375	1.5	go	0	0.0
218.25	1.5	successful stop	1	0.43
220.375	1.5	junk	0	0.0
222.75	1.5	go	0	0.0
225.625	1.5	successful stop	1	0.35
229.5	1.5	go	0	0.0
233.375	1.5	go	0	0.0
236.0	1.5	go	0	0.0
238.0	1.5	successful stop	1	0.39
242.75	1.5	go	0	0.0
246.125	1.5	go	0	0.0
248.625	1.5	go	0	0.0
250.75	1.5	junk	0	0.0
256.0	1.5	successful stop	1	0.43
260.75	1.5	go	0	0.0
262.875	1.5	go	0	0.0
265.0	1.5	go	0	0.0
267.25	1.5	go	0	0.0
270.0	1.5	go	0	0.0
273.25	1.5	successful stop	1	0.43
275.75	1.5	failed stop	1	0.39
278.0	1.5	go	0	0.0
280.25	1.5	go	0	0.0
282.5	1.5	go	0	0.0
284.5	1.5	go	0	0.0
287.0	1.5	successful stop	1	0.35
289.125	1.5	go	0	0.0
291.25	1.5	go	0	0.0
293.375	1.5	junk	0	0.0
295.625	1.5	go	0	0.0
297.875	1.5	go	0	0.0
299.875	1.5	successful stop	1	0.43
302.625	1.5	go	0	0.0
307.0	1.5	failed stop	1	0.43
311.625	1.5	junk	0	0.0
314.125	1.5	go	0	0.0
316.875	1.5	go	0	0.0
320.0	1.5	go	0	0.0
322.0	1.5	go	0	0.0
325.75	1.5	successful stop	1	0.35
329.875	1.5	failed stop	1	0.39
332.75	1.5	go	0	0.0
334.75	1.5	go	0	0.0
338.625	1.5	go	0	0.0
342.0	1.5	failed stop	1	0.39
344.875	1.5	go	0	0.0
346.875	1.5	go	0	0.0
350.125	1.5	go	0	0.0
352.125	1.5	successful stop	1	0.35
354.375	1.5	go	0	0.0
357.375	1.5	go	0	0.0
359.375	1.5	junk	0	0.0
