onset	duration	trial_type	TrialType	Stimulus	SSD	Response	RT	CorrectGo	SuccStop
0.0	1.5	failed stop-noncritical	1	1	0.15	50	0.524	1	0
3.0	1.5	go-critical	0	0	0.0	49	0.43799999999999994	1	0
5.125	1.5	go-critical	0	0	0.0	49	0.312	1	0
7.375	1.5	go-critical	0	0	0.0	49	0.318	1	0
9.625	1.5	go-noncritical	0	1	0.0	50	0.324	1	0
11.75	1.5	go-noncritical	0	1	0.0	50	0.327	1	0
14.0	1.5	go-noncritical	0	1	0.0	50	0.373	1	0
17.5	1.5	go-critical	0	0	0.0	49	0.313	1	0
19.75	1.5	failed stop-noncritical	1	1	0.1	50	0.327	1	0
24.0	1.5	go-noncritical	0	1	0.0	50	0.317	1	0
27.125	1.5	go-critical	0	0	0.0	49	0.312	1	0
29.75	1.5	failed stop-critical	1	0	0.2	49	0.303	1	0
32.375	1.5	go-noncritical	0	1	0.0	50	0.33399999999999996	1	0
35.0	1.5	go-noncritical	0	1	0.0	50	0.33399999999999996	1	0
37.25	1.5	go-noncritical	0	1	0.0	50	0.307	1	0
41.625	1.5	go-noncritical	0	1	0.0	50	0.364	1	0
43.625	1.5	go-critical	0	0	0.0	49	0.316	1	0
45.875	1.5	failed stop-critical	1	0	0.25	49	0.33799999999999997	1	0
49.875	1.5	successful stop-critical	1	0	0.15	0	0.0	0	1
53.125	1.5	failed stop-noncritical	1	1	0.25	50	0.36	1	0
55.375	1.5	go-noncritical	0	1	0.0	50	0.358	1	0
57.75	1.5	go-critical	0	0	0.0	49	0.48700000000000004	1	0
60.375	1.5	go-noncritical	0	1	0.0	50	0.302	1	0
63.125	1.5	go-critical	0	0	0.0	49	0.512	1	0
65.125	1.5	successful stop-critical	1	0	0.1	0	0.0	0	1
67.125	1.5	go-noncritical	0	1	0.0	50	0.368	1	0
69.75	1.5	go-critical	0	0	0.0	49	0.408	1	0
74.0	1.5	failed stop-noncritical	1	1	0.2	50	0.349	1	0
76.0	1.5	go-critical	0	0	0.0	49	0.525	1	0
79.125	1.5	go-critical	0	0	0.0	49	0.456	1	0
82.0	1.5	go-critical	0	0	0.0	49	0.35700000000000004	1	0
84.125	1.5	go-noncritical	0	1	0.0	50	0.35200000000000004	1	0
86.75	1.5	go-critical	0	0	0.0	49	0.425	1	0
88.75	1.5	go-noncritical	0	1	0.0	50	0.359	1	0
90.875	1.5	go-noncritical	0	1	0.0	50	0.36200000000000004	1	0
92.875	1.5	go-critical	0	0	0.0	49	0.386	1	0
94.875	1.5	go-noncritical	0	1	0.0	50	0.306	1	0
97.75	1.5	go-critical	0	0	0.0	49	0.39899999999999997	1	0
101.5	1.5	go-critical	0	0	0.0	49	0.457	1	0
104.0	1.5	go-critical	0	0	0.0	49	0.358	1	0
108.875	1.5	go-noncritical	0	1	0.0	50	0.27399999999999997	1	0
111.125	1.5	go-noncritical	0	1	0.0	50	0.36	1	0
