onset	duration	trial_type	TrialType	Stimulus	SSD	Response	RT	CorrectGo	SuccStop
0.0	n/a	n/a	0	1	0.0	50	0.437	1	0
2.0	1.5	go	0	1	0.0	50	0.319	1	0
4.25	1.5	go	0	0	0.0	49	0.413	1	0
8.625	1.5	failed stop	1	0	0.2	49	0.406	1	0
12.375	1.5	go	0	0	0.0	49	0.351	1	0
15.25	1.5	go	0	1	0.0	50	0.325	1	0
18.25	1.5	failed stop	1	0	0.15	49	0.189	1	0
21.25	1.5	go	0	1	0.0	50	0.373	1	0
23.375	1.5	go	0	1	0.0	50	0.407	1	0
26.375	1.5	go	0	1	0.0	50	0.272	1	0
28.625	1.5	go	0	0	0.0	49	0.461	1	0
31.25	1.5	failed stop	1	0	0.3	49	0.469	1	0
34.875	1.5	successful stop	1	0	0.35	0	0.0	0	1
38.125	1.5	go	0	0	0.0	49	0.425	1	0
40.25	1.5	go	0	1	0.0	50	0.533	1	0
42.25	1.5	go	0	1	0.0	50	0.421	1	0
45.25	1.5	go	0	0	0.0	49	0.673	1	0
47.5	1.5	go	0	1	0.0	50	0.378	1	0
49.5	1.5	go	0	0	0.0	49	0.498	1	0
52.875	1.5	successful stop	1	1	0.1	0	0.0	0	1
55.75	1.5	go	0	1	0.0	50	0.608	1	0
58.375	1.5	go	0	0	0.0	49	0.583	1	0
62.5	1.5	successful stop	1	1	0.15	0	0.0	0	1
64.875	1.5	go	0	0	0.0	49	0.468	1	0
69.125	1.5	go	0	0	0.0	49	0.538	1	0
71.125	1.5	go	0	0	0.0	49	0.69	1	0
73.25	1.5	go	0	1	0.0	50	0.413	1	0
76.25	1.5	successful stop	1	1	0.25	0	0.0	0	1
80.125	1.5	go	0	1	0.0	50	0.457	1	0
82.5	1.5	failed stop	1	1	0.4	50	0.418	1	0
85.125	1.5	go	0	0	0.0	49	0.658	1	0
87.75	1.5	go	0	0	0.0	49	0.409	1	0
90.25	1.5	go	0	1	0.0	50	0.434	1	0
92.375	1.5	go	0	0	0.0	49	0.464	1	0
94.375	1.5	successful stop	1	0	0.2	0	0.0	0	1
97.625	1.5	go	0	1	0.0	50	0.369	1	0
101.0	1.5	failed stop	1	0	0.3	49	0.521	1	0
105.75	1.5	go	0	1	0.0	50	0.481	1	0
108.875	1.5	go	0	1	0.0	50	0.475	1	0
111.25	1.5	go	0	0	0.0	49	0.565	1	0
114.25	1.5	successful stop	1	0	0.35	0	0.0	0	1
118.0	1.5	go	0	0	0.0	49	0.894	1	0
120.125	1.5	go	0	1	0.0	50	0.545	1	0
122.625	1.5	go	0	1	0.0	50	0.485	1	0
125.25	1.5	junk	0	0	0.0	0	0.0	0	0
129.125	1.5	go	0	1	0.0	50	0.497	1	0
131.25	1.5	go	0	1	0.0	50	0.676	1	0
133.375	1.5	successful stop	1	0	0.15	0	0.0	0	1
136.0	1.5	go	0	1	0.0	50	0.699	1	0
139.125	1.5	go	0	1	0.0	50	0.298	1	0
142.0	1.5	failed stop	1	0	0.4	49	0.414	1	0
144.125	1.5	go	0	0	0.0	49	0.466	1	0
146.625	1.5	go	0	0	0.0	49	0.389	1	0
149.25	1.5	failed stop	1	0	0.2	49	0.341	1	0
151.875	1.5	go	0	1	0.0	50	0.475	1	0
154.25	1.5	go	0	1	0.0	50	0.453	1	0
158.375	1.5	failed stop	1	0	0.25	49	0.415	1	0
162.375	1.5	go	0	1	0.0	50	0.263	1	0
166.125	1.5	go	0	1	0.0	50	0.378	1	0
169.0	1.5	go	0	0	0.0	49	0.318	1	0
171.0	1.5	go	0	1	0.0	50	0.286	1	0
173.625	1.5	failed stop	1	0	0.25	49	0.317	1	0
176.5	1.5	go	0	0	0.0	49	0.483	1	0
178.5	1.5	go	0	1	0.0	50	0.355	1	0
180.5	1.5	go	0	0	0.0	49	0.312	1	0
182.75	1.5	go	0	0	0.0	49	0.393	1	0
185.75	1.5	go	0	1	0.0	50	0.408	1	0
189.75	1.5	failed stop	1	1	0.2	50	0.369	1	0
192.25	1.5	failed stop	1	1	0.35	50	0.396	1	0
194.75	1.5	go	0	0	0.0	49	0.521	1	0
197.375	1.5	go	0	0	0.0	49	0.391	1	0
200.25	1.5	go	0	1	0.0	50	0.508	1	0
202.875	1.5	failed stop	1	1	0.2	50	0.404	1	0
206.0	1.5	go	0	0	0.0	49	0.607	1	0
210.625	1.5	go	0	0	0.0	49	0.525	1	0
212.875	1.5	go	0	1	0.0	50	0.499	1	0
215.375	1.5	go	0	0	0.0	49	0.447	1	0
218.25	1.5	successful stop	1	1	0.15	0	0.0	0	1
220.375	1.5	go	0	1	0.0	50	0.528	1	0
222.75	1.5	go	0	0	0.0	49	0.432	1	0
225.625	1.5	successful stop	1	1	0.15	0	0.0	0	1
229.5	1.5	go	0	1	0.0	50	0.634	1	0
233.375	1.5	go	0	0	0.0	49	0.439	1	0
236.0	1.5	go	0	0	0.0	49	0.558	1	0
238.0	1.5	failed stop	1	1	0.2	50	0.407	1	0
242.75	1.5	go	0	0	0.0	49	0.336	1	0
246.125	1.5	go	0	1	0.0	50	0.369	1	0
248.625	1.5	go	0	0	0.0	49	0.446	1	0
250.75	1.5	go	0	0	0.0	49	0.377	1	0
256.0	1.5	failed stop	1	1	0.3	50	0.463	1	0
260.75	1.5	go	0	0	0.0	49	0.392	1	0
262.875	1.5	go	0	1	0.0	50	0.379	1	0
265.0	1.5	go	0	0	0.0	49	0.43	1	0
267.25	1.5	go	0	0	0.0	49	0.573	1	0
270.0	1.5	go	0	1	0.0	50	0.438	1	0
273.25	1.5	successful stop	1	1	0.15	0	0.0	0	1
275.75	1.5	successful stop	1	0	0.15	0	0.0	0	1
278.0	1.5	go	0	1	0.0	50	0.607	1	0
280.25	1.5	go	0	0	0.0	49	0.468	1	0
282.5	1.5	go	0	1	0.0	50	0.282	1	0
284.5	1.5	go	0	0	0.0	49	0.338	1	0
287.0	1.5	successful stop	1	0	0.25	0	0.0	0	1
289.125	1.5	go	0	1	0.0	50	0.586	1	0
291.25	1.5	go	0	1	0.0	50	0.396	1	0
293.375	1.5	go	0	1	0.0	50	0.479	1	0
295.625	1.5	go	0	1	0.0	50	0.39	1	0
297.875	1.5	go	0	0	0.0	49	0.476	1	0
299.875	1.5	failed stop	1	0	0.2	49	0.284	1	0
302.625	1.5	go	0	0	0.0	49	0.822	1	0
307.0	1.5	successful stop	1	0	0.2	0	0.0	0	1
311.625	1.5	go	0	1	0.0	50	0.397	1	0
314.125	1.5	go	0	1	0.0	50	0.441	1	0
316.875	1.5	go	0	0	0.0	49	0.553	1	0
320.0	1.5	go	0	0	0.0	49	0.326	1	0
322.0	1.5	go	0	1	0.0	50	0.455	1	0
325.75	1.5	failed stop	1	1	0.3	50	0.441	1	0
329.875	1.5	successful stop	1	1	0.15	0	0.0	0	1
332.75	1.5	go	0	1	0.0	50	0.513	1	0
