onset	duration	trial_type	value	sample
0.005	0	discontinuity	2	1
0.005	0	eyes closed	65	1
311.725	0	eyes opened	66	62345
324.565	0	eyes closed	65	64913
344.155	0	eyes opened	66	68831
358.375	0	eyes closed	65	71675
369.725	0	eyes opened	66	73945
386.375	0	eyes closed	65	77275
403.735	0	eyes opened	66	80747
415.875	0	eyes closed	65	83175
426.955	0	eyes opened	66	85391
440.585	0	eyes closed	65	88117
464.775	0	eyes opened	66	92955
474.295	0	eyes closed	65	94859
486.395	0	eyes opened	66	97279
497.895	0	eyes closed	65	99579
516.345	0	eyes opened	66	103269
531.295	0	eyes closed	65	106259
546.135	0	eyes opened	66	109227
561.375	0	eyes closed	65	112275
574.445	0	eyes opened	66	114889
590.195	0	eyes closed	65	118039
601.925	0	eyes opened	66	120385
616.215	0	eyes closed	65	123243
631.365	0	eyes opened	66	126273
649.435	0	eyes closed	65	129887
665.975	0	eyes opened	66	133195
685.255	0	eyes closed	65	137051
699.145	0	eyes opened	66	139829
712.365	0	eyes closed	65	142473
738.495	0	hyperventilation 1	67	147699
799.795	0	hyperventilation 2	68	159959
862.775	0	hyperventilation 3	69	172555
924.565	0	recuperation	70	184913
1047.785	0	eyes closed	65	209557
