onset	duration	trial_type	rating_par
1.003	5	att_neut	n/a
7.011	3	rating_par	-1.200
15.010	5	att_neg	n/a
21.001	3	rating_par	0.800
29.017	5	att_neg	n/a
36.004	3	rating_par	0.800
41.016	5	suppr_neg	n/a
48.002	3	rating_par	0.800
53.014	5	suppr_neg	n/a
61.014	3	rating_par	0.800
69.013	5	att_neg	n/a
76.016	3	rating_par	1.800
83.003	5	suppr_neg	n/a
89.011	3	rating_par	1.800
100.013	5	att_neut	n/a
106.005	3	rating_par	-1.200
111.017	5	att_neut	n/a
117.008	3	rating_par	-1.200
121.007	5	suppr_neg	n/a
127.015	3	rating_par	-0.200
139.014	5	att_neg	n/a
146.017	3	rating_par	1.800
150.017	5	att_neut	n/a
157.004	3	rating_par	-1.200
163.011	5	suppr_neg	n/a
171.010	3	rating_par	-0.200
176.006	5	att_neut	n/a
183.009	3	rating_par	-1.200
188.005	5	att_neut	n/a
196.004	3	rating_par	-1.200
201.016	5	att_neg	n/a
208.002	3	rating_par	0.800
212.002	5	att_neut	n/a
219.006	3	rating_par	-1.200
225.013	5	att_neg	n/a
233.012	3	rating_par	-0.200
240.016	5	att_neut	n/a
247.003	3	rating_par	-1.200
252.014	5	suppr_neg	n/a
259.001	3	rating_par	1.800
263.018	5	att_neg	n/a
270.004	3	rating_par	1.800
276.012	5	att_neg	n/a
285.007	3	rating_par	-0.200
292.010	5	att_neut	n/a
301.005	3	rating_par	-1.200
307.013	5	suppr_neg	n/a
314.016	3	rating_par	-0.200
319.012	5	suppr_neg	n/a
325.003	3	rating_par	-0.200
332.006	5	suppr_neg	n/a
339.010	3	rating_par	-1.200
344.005	5	suppr_neg	n/a
351.008	3	rating_par	-0.200
355.008	5	att_neg	n/a
361.016	3	rating_par	0.800
365.015	5	att_neut	n/a
373.014	3	rating_par	-1.200
381.014	5	att_neg	n/a
387.005	3	rating_par	0.800
