onset	duration	trial_type	rating_par
1.016	5	att_neg	n/a
8.002	3	rating_par	0.800
13.014	5	att_neut	n/a
19.006	3	rating_par	-1.200
29.013	5	att_neg	n/a
37.012	3	rating_par	1.800
43.003	5	suppr_neg	n/a
49.011	3	rating_par	0.800
53.010	5	suppr_neg	n/a
60.014	3	rating_par	1.800
65.009	5	suppr_neg	n/a
71.017	3	rating_par	1.800
77.008	5	suppr_neg	n/a
84.011	3	rating_par	-0.200
89.007	5	att_neut	n/a
95.014	3	rating_par	-1.200
99.014	5	att_neg	n/a
105.005	3	rating_par	-1.200
111.013	5	att_neg	n/a
119.012	3	rating_par	0.800
127.011	5	suppr_neg	n/a
134.014	3	rating_par	-1.200
141.001	5	att_neut	n/a
147.009	3	rating_par	-1.200
151.009	5	att_neg	n/a
159.008	3	rating_par	-1.200
170.011	5	att_neut	n/a
177.014	3	rating_par	-1.200
183.005	5	att_neg	n/a
190.009	3	rating_par	1.800
194.008	5	att_neut	n/a
201.012	3	rating_par	-1.200
205.011	5	att_neut	n/a
212.015	3	rating_par	-1.200
217.010	5	suppr_neg	n/a
223.001	3	rating_par	-1.200
233.008	5	att_neut	n/a
241.007	3	rating_par	-1.200
248.011	5	att_neg	n/a
254.002	3	rating_par	0.800
259.014	5	suppr_neg	n/a
266.001	3	rating_par	0.800
272.009	5	att_neut	n/a
280.008	3	rating_par	-1.200
285.003	5	att_neut	n/a
292.007	3	rating_par	-1.200
297.002	5	suppr_neg	n/a
305.001	3	rating_par	1.800
309.017	5	att_neg	n/a
316.004	3	rating_par	-1.200
320.003	5	suppr_neg	n/a
326.011	3	rating_par	0.800
339.006	5	suppr_neg	n/a
347.005	3	rating_par	1.800
353.013	5	att_neg	n/a
362.008	3	rating_par	1.800
367.003	5	att_neg	n/a
375.002	3	rating_par	-0.200
380.014	5	att_neut	n/a
386.005	3	rating_par	-0.200
