onset	duration	trial_type	incongruent_incorrect	Unnamed: 1	Rsponse	StimVar	Stimulus	ResponseTime
0.0	1.0	congruent_correct	n/a	1	1	congruent	479	n/a
2.5	1.0	congruent_correct	n/a	1	1	congruent	363	n/a
10.0	1.0	incongruent_correct	n/a	1	2	incongruent	410	n/a
12.5	1.0	incongruent_correct	n/a	1	2	incongruent	461	n/a
15.0	1.0	incongruent_correct	n/a	1	2	incongruent	491	n/a
17.5	1.0	incongruent_correct	n/a	1	2	incongruent	423	n/a
25.0	1.0	congruent_incorrect	n/a	0	1	congruent	461	n/a
27.5	1.0	congruent_correct	n/a	1	1	congruent	827	n/a
30.0	1.0	incongruent_correct	n/a	1	2	incongruent	566	n/a
32.5	1.0	congruent_correct	n/a	1	1	congruent	418	n/a
35.0	1.0	incongruent_correct	n/a	1	2	incongruent	567	n/a
37.5	1.0	congruent_correct	n/a	1	1	congruent	436	n/a
40.0	1.0	congruent_correct	n/a	1	1	congruent	432	n/a
42.5	1.0	incongruent_correct	n/a	1	2	incongruent	582	n/a
45.0	1.0	incongruent_correct	n/a	1	2	incongruent	446	n/a
47.5	1.0	incongruent_correct	n/a	1	2	incongruent	479	n/a
50.0	1.0	incongruent_correct	n/a	1	2	incongruent	420	n/a
52.5	1.0	incongruent_correct	n/a	1	2	incongruent	607	n/a
60.0	1.0	congruent_correct	n/a	1	1	congruent	574	n/a
62.5	1.0	congruent_correct	n/a	1	1	congruent	394	n/a
65.0	1.0	congruent_correct	n/a	1	1	congruent	543	n/a
67.5	1.0	congruent_correct	n/a	1	1	congruent	491	n/a
75.0	1.0	congruent_correct	n/a	1	1	congruent	529	n/a
77.5	1.0	congruent_correct	n/a	1	1	congruent	462	n/a
80.0	1.0	congruent_correct	n/a	1	1	congruent	387	n/a
82.5	1.0	incongruent_correct	n/a	1	2	incongruent	514	n/a
85.0	1.0	incongruent_correct	n/a	1	2	incongruent	525	n/a
87.5	1.0	congruent_correct	n/a	1	1	congruent	384	n/a
90.0	1.0	incongruent_correct	n/a	1	2	incongruent	446	n/a
92.5	1.0	congruent_correct	n/a	1	1	congruent	402	n/a
95.0	1.0	congruent_correct	n/a	1	1	congruent	399	n/a
97.5	1.0	incongruent_correct	n/a	1	2	incongruent	523	n/a
100.0	1.0	congruent_correct	n/a	1	1	congruent	424	n/a
102.5	1.0	incongruent_correct	n/a	1	2	incongruent	437	n/a
105.0	1.0	incongruent_correct	n/a	1	2	incongruent	490	n/a
107.5	1.0	incongruent_correct	n/a	1	2	incongruent	455	n/a
110.0	1.0	congruent_correct	n/a	1	1	congruent	387	n/a
112.5	1.0	congruent_correct	n/a	1	1	congruent	352	n/a
120.0	1.0	congruent_correct	n/a	1	1	congruent	518	n/a
122.5	1.0	congruent_correct	n/a	1	1	congruent	331	n/a
125.0	1.0	congruent_correct	n/a	1	1	congruent	366	n/a
127.5	1.0	congruent_correct	n/a	1	1	congruent	323	n/a
130.0	1.0	congruent_correct	n/a	1	1	congruent	416	n/a
132.5	1.0	incongruent_correct	n/a	1	2	incongruent	478	n/a
135.0	1.0	congruent_correct	n/a	1	1	congruent	394	n/a
137.5	1.0	incongruent_correct	n/a	1	2	incongruent	606	n/a
140.0	1.0	congruent_correct	n/a	1	1	congruent	427	n/a
142.5	1.0	incongruent_correct	n/a	1	2	incongruent	399	n/a
150.0	1.0	incongruent_correct	n/a	1	2	incongruent	613	n/a
152.5	1.0	congruent_correct	n/a	1	1	congruent	466	n/a
155.0	1.0	incongruent_correct	n/a	1	2	incongruent	511	n/a
157.5	1.0	incongruent_correct	n/a	1	2	incongruent	491	n/a
160.0	1.0	incongruent_correct	n/a	1	2	incongruent	568	n/a
162.5	1.0	incongruent_correct	n/a	1	2	incongruent	388	n/a
165.0	1.0	incongruent_correct	n/a	1	2	incongruent	427	n/a
167.5	1.0	incongruent_correct	n/a	1	2	incongruent	334	n/a
170.0	1.0	incongruent_correct	n/a	1	2	incongruent	388	n/a
172.5	1.0	incongruent_correct	n/a	1	2	incongruent	440	n/a
175.0	1.0	congruent_incorrect	n/a	0	1	congruent	484	n/a
177.5	1.0	congruent_correct	n/a	1	1	congruent	418	n/a
185.0	1.0	incongruent_correct	n/a	1	2	incongruent	470	n/a
