onset	duration	trial_type	congruent_incorrect	Unnamed: 1	Rsponse	StimVar	Stimulus	ResponseTime
0.0	1.0	incongruent_correct	n/a	1	2	incongruent	617	n/a
2.5	1.0	incongruent_correct	n/a	1	2	incongruent	373	n/a
5.0	1.0	congruent_correct	n/a	1	1	congruent	379	n/a
7.5	1.0	congruent_correct	n/a	1	1	congruent	351	n/a
10.0	1.0	incongruent_correct	n/a	1	2	incongruent	460	n/a
12.5	1.0	incongruent_correct	n/a	1	2	incongruent	424	n/a
20.0	1.0	incongruent_correct	n/a	1	2	incongruent	542	n/a
22.5	1.0	incongruent_correct	n/a	1	2	incongruent	355	n/a
25.0	1.0	congruent_correct	n/a	1	1	congruent	359	n/a
27.5	1.0	congruent_correct	n/a	1	1	congruent	323	n/a
30.0	1.0	congruent_correct	n/a	1	1	congruent	336	n/a
32.5	1.0	congruent_correct	n/a	1	1	congruent	349	n/a
45.0	1.0	congruent_correct	n/a	1	1	congruent	420	n/a
47.5	1.0	congruent_correct	n/a	1	1	congruent	264	n/a
50.0	1.0	incongruent_correct	n/a	1	2	incongruent	573	n/a
52.5	1.0	incongruent_correct	n/a	1	2	incongruent	433	n/a
55.0	1.0	congruent_correct	n/a	1	1	congruent	414	n/a
57.5	1.0	incongruent_correct	n/a	1	2	incongruent	372	n/a
65.0	1.0	congruent_correct	n/a	1	1	congruent	706	n/a
67.5	1.0	incongruent_correct	n/a	1	2	incongruent	366	n/a
70.0	1.0	incongruent_correct	n/a	1	2	incongruent	379	n/a
72.5	1.0	incongruent_correct	n/a	1	2	incongruent	320	n/a
75.0	1.0	congruent_correct	n/a	1	1	congruent	468	n/a
77.5	1.0	congruent_correct	n/a	1	1	congruent	329	n/a
80.0	1.0	congruent_correct	n/a	1	1	congruent	486	n/a
82.5	1.0	congruent_correct	n/a	1	1	congruent	379	n/a
85.0	1.0	congruent_correct	n/a	1	1	congruent	471	n/a
87.5	1.0	incongruent_correct	n/a	1	2	incongruent	467	n/a
90.0	1.0	incongruent_incorrect	n/a	0	2	incongruent	465	n/a
92.5	1.0	congruent_correct	n/a	1	1	congruent	413	n/a
95.0	1.0	incongruent_correct	n/a	1	2	incongruent	411	n/a
97.5	1.0	incongruent_correct	n/a	1	2	incongruent	422	n/a
100.0	1.0	incongruent_correct	n/a	1	2	incongruent	452	n/a
102.5	1.0	incongruent_correct	n/a	1	2	incongruent	335	n/a
105.0	1.0	congruent_correct	n/a	1	1	congruent	396	n/a
107.5	1.0	congruent_correct	n/a	1	1	congruent	385	n/a
110.0	1.0	incongruent_correct	n/a	1	2	incongruent	381	n/a
112.5	1.0	incongruent_correct	n/a	1	2	incongruent	413	n/a
120.0	1.0	incongruent_correct	n/a	1	2	incongruent	551	n/a
122.5	1.0	congruent_correct	n/a	1	1	congruent	460	n/a
125.0	1.0	congruent_correct	n/a	1	1	congruent	345	n/a
127.5	1.0	congruent_correct	n/a	1	1	congruent	495	n/a
135.0	1.0	incongruent_correct	n/a	1	2	incongruent	564	n/a
137.5	1.0	congruent_correct	n/a	1	1	congruent	364	n/a
140.0	1.0	congruent_correct	n/a	1	1	congruent	429	n/a
142.5	1.0	incongruent_correct	n/a	1	2	incongruent	531	n/a
145.0	1.0	congruent_correct	n/a	1	1	congruent	431	n/a
147.5	1.0	incongruent_correct	n/a	1	2	incongruent	413	n/a
150.0	1.0	congruent_correct	n/a	1	1	congruent	384	n/a
152.5	1.0	congruent_correct	n/a	1	1	congruent	332	n/a
155.0	1.0	congruent_correct	n/a	1	1	congruent	400	n/a
157.5	1.0	incongruent_correct	n/a	1	2	incongruent	558	n/a
160.0	1.0	incongruent_correct	n/a	1	2	incongruent	395	n/a
162.5	1.0	congruent_correct	n/a	1	1	congruent	440	n/a
170.0	1.0	incongruent_correct	n/a	1	2	incongruent	613	n/a
172.5	1.0	congruent_correct	n/a	1	1	congruent	417	n/a
175.0	1.0	congruent_correct	n/a	1	1	congruent	374	n/a
177.5	1.0	incongruent_correct	n/a	1	2	incongruent	419	n/a
185.0	1.0	incongruent_incorrect	n/a	0	2	incongruent	393	n/a
187.5	1.0	incongruent_correct	n/a	1	2	incongruent	389	n/a
190.0	1.0	incongruent_correct	n/a	1	2	incongruent	370	n/a
192.5	1.0	incongruent_incorrect	n/a	0	2	incongruent	375	n/a
195.0	1.0	congruent_correct	n/a	1	1	congruent	420	n/a
197.5	1.0	congruent_correct	n/a	1	1	congruent	409	n/a
200.0	1.0	congruent_correct	n/a	1	1	congruent	414	n/a
