onset	duration	trial_type	TrialType	Stimulus	SSD	Response	RT	CorrectGo	SuccStop
0.0	1.5	junk	1	1	0.15	0	0.0	0	1
3.0	1.5	go-critical	0	0	0.0	49	0.346	1	0
5.125	1.5	go-critical	0	0	0.0	49	0.365	1	0
7.375	1.5	go-critical	0	0	0.0	49	0.379	1	0
9.625	1.5	go-noncritical	0	1	0.0	50	0.281	1	0
11.75	1.5	go-noncritical	0	1	0.0	50	0.348	1	0
14.0	1.5	go-noncritical	0	1	0.0	50	0.322	1	0
17.5	1.5	go-critical	0	0	0.0	49	0.822	1	0
19.75	1.5	failed stop-noncritical	1	1	0.1	50	0.356	1	0
24.0	1.5	go-noncritical	0	1	0.0	50	0.314	1	0
27.125	1.5	go-critical	0	0	0.0	49	0.373	1	0
29.75	1.5	failed stop-critical	1	0	0.2	50	0.268	0	0
32.375	1.5	go-noncritical	0	1	0.0	50	0.387	1	0
35.0	1.5	go-noncritical	0	1	0.0	50	0.354	1	0
37.25	1.5	go-noncritical	0	1	0.0	50	0.272	1	0
41.625	1.5	go-noncritical	0	1	0.0	50	0.385	1	0
43.625	1.5	go-critical	0	0	0.0	49	0.313	1	0
45.875	1.5	failed stop-critical	1	0	0.25	49	0.351	1	0
49.875	1.5	successful stop-critical	1	0	0.15	0	0.0	0	1
53.125	1.5	failed stop-noncritical	1	1	0.25	50	0.357	1	0
55.375	1.5	go-noncritical	0	1	0.0	50	0.299	1	0
57.75	1.5	go-critical	0	0	0.0	49	0.516	1	0
60.375	1.5	go-noncritical	0	1	0.0	50	0.299	1	0
63.125	1.5	go-critical	0	0	0.0	49	0.261	1	0
65.125	1.5	successful stop-critical	1	0	0.1	0	0.0	0	1
67.125	1.5	go-noncritical	0	1	0.0	50	0.26	1	0
69.75	1.5	go-critical	0	0	0.0	49	0.372	1	0
74.0	1.5	failed stop-noncritical	1	1	0.2	50	0.322	1	0
76.0	1.5	go-critical	0	0	0.0	49	0.218	1	0
79.125	1.5	go-critical	0	0	0.0	49	0.317	1	0
82.0	1.5	go-critical	0	0	0.0	49	0.306	1	0
