onset	duration	trial_type	rating_par
1.008	5	att_neut	n/a
7.016	3	rating_par	-0.633
15.015	5	att_neg	n/a
21.006	3	rating_par	-0.633
29.005	5	att_neg	n/a
36.008	3	rating_par	0.367
41.004	5	suppr_neg	n/a
48.007	3	rating_par	-0.633
53.003	5	suppr_neg	n/a
61.002	3	rating_par	-0.633
69.017	5	att_neg	n/a
76.004	3	rating_par	1.367
83.008	5	suppr_neg	n/a
89.015	3	rating_par	-0.633
100.002	5	att_neut	n/a
106.010	3	rating_par	-0.633
111.005	5	att_neut	n/a
117.013	3	rating_par	-0.633
121.012	5	suppr_neg	n/a
127.003	3	rating_par	0.367
139.002	5	att_neg	n/a
146.005	3	rating_par	2.367
150.005	5	att_neut	n/a
157.008	3	rating_par	-0.633
163.016	5	suppr_neg	n/a
171.015	3	rating_par	-0.633
176.011	5	att_neut	n/a
183.014	3	rating_par	-0.633
188.009	5	att_neut	n/a
196.009	3	rating_par	-0.633
201.004	5	att_neg	n/a
208.007	3	rating_par	1.367
212.007	5	att_neut	n/a
219.010	3	rating_par	-0.633
225.001	5	att_neg	n/a
233.017	3	rating_par	-0.633
240.004	5	att_neut	n/a
247.007	3	rating_par	-0.633
252.003	5	suppr_neg	n/a
259.006	3	rating_par	-0.633
263.006	5	att_neg	n/a
270.009	3	rating_par	1.367
276.017	5	att_neg	n/a
285.012	3	rating_par	2.367
292.015	5	att_neut	n/a
301.010	3	rating_par	-0.633
307.018	5	suppr_neg	n/a
314.005	3	rating_par	-0.633
319.017	5	suppr_neg	n/a
325.008	3	rating_par	-0.633
332.011	5	suppr_neg	n/a
339.015	3	rating_par	-0.633
344.010	5	suppr_neg	n/a
351.013	3	rating_par	-0.633
355.013	5	att_neg	n/a
361.004	3	rating_par	1.367
365.004	5	att_neut	n/a
373.003	3	rating_par	0.367
381.002	5	att_neg	n/a
387.010	3	rating_par	1.367
