onset	duration	trial_type	value	sample
0.005	0	discontinuity	2	1
0.005	0	eyes closed	65	1
106.925	0	discontinuity	2	21385
410.965	0	discontinuity	2	82193
529.965	0	discontinuity	2	105993
542.895	0	discontinuity	2	108579
544.435	0	discontinuity	2	108887
721.945	0	eyes opened	66	144389
735.975	0	eyes closed	65	147195
762.425	0	eyes opened	66	152485
778.625	0	eyes closed	65	155725
794.815	0	eyes opened	66	158963
807.755	0	eyes closed	65	161551
829.745	0	eyes opened	66	165949
842.305	0	eyes closed	65	168461
856.455	0	eyes opened	66	171291
876.055	0	eyes closed	65	175211
883.785	0	discontinuity	2	176757
907.345	0	eyes opened	66	181469
923.465	0	eyes closed	65	184693
947.075	0	eyes opened	66	189415
967.995	0	eyes closed	65	193599
997.775	0	eyes opened	66	199555
1018.555	0	eyes closed	65	203711
1042.425	0	eyes opened	66	208485
1063.315	0	eyes closed	65	212663
1087.555	0	eyes opened	66	217511
1107.255	0	eyes closed	65	221451
1123.825	0	eyes opened	66	224765
1136.125	0	eyes closed	65	227225
1181.715	0	hyperventilation 1	67	236343
1246.135	0	hyperventilation 2	68	249227
1308.265	0	hyperventilation 3	69	261653
1369.735	0	recuperation	70	273947
1568.435	0	eyes closed	65	313687
1619.405	0	eyes opened	66	323881
1631.755	0	eyes closed	65	326351
