onset	duration	trial_type	Unnamed: 1	Rsponse	StimVar	Stimulus	ResponseTime
0.0	1.0	incongruent_correct	1	2	incongruent	559	n/a
2.5	1.0	incongruent_correct	1	2	incongruent	487	n/a
5.0	1.0	congruent_correct	1	1	congruent	725	n/a
7.5	1.0	congruent_correct	1	1	congruent	715	n/a
10.0	1.0	incongruent_correct	1	2	incongruent	594	n/a
12.5	1.0	incongruent_correct	1	2	incongruent	650	n/a
20.0	1.0	incongruent_correct	1	2	incongruent	942	n/a
22.5	1.0	incongruent_correct	1	2	incongruent	597	n/a
25.0	1.0	congruent_correct	1	1	congruent	868	n/a
27.5	1.0	congruent_correct	1	1	congruent	691	n/a
30.0	1.0	congruent_correct	1	1	congruent	1065	n/a
32.5	1.0	congruent_correct	1	1	congruent	864	n/a
45.0	1.0	congruent_correct	1	1	congruent	1059	n/a
47.5	1.0	congruent_correct	1	1	congruent	570	n/a
50.0	1.0	incongruent_correct	1	2	incongruent	761	n/a
52.5	1.0	incongruent_correct	1	2	incongruent	639	n/a
55.0	1.0	congruent_correct	1	1	congruent	718	n/a
57.5	1.0	incongruent_correct	1	2	incongruent	461	n/a
65.0	1.0	congruent_correct	1	1	congruent	786	n/a
67.5	1.0	incongruent_correct	1	2	incongruent	713	n/a
70.0	1.0	incongruent_correct	1	2	incongruent	599	n/a
72.5	1.0	incongruent_correct	1	2	incongruent	551	n/a
75.0	1.0	congruent_correct	1	1	congruent	1341	n/a
77.5	1.0	congruent_correct	1	1	congruent	492	n/a
80.0	1.0	congruent_correct	1	1	congruent	563	n/a
82.5	1.0	congruent_correct	1	1	congruent	426	n/a
85.0	1.0	congruent_correct	1	1	congruent	441	n/a
87.5	1.0	incongruent_correct	1	2	incongruent	727	n/a
90.0	1.0	incongruent_correct	1	2	incongruent	590	n/a
92.5	1.0	congruent_incorrect	0	1	congruent	693	n/a
95.0	1.0	incongruent_correct	1	2	incongruent	924	n/a
97.5	1.0	incongruent_correct	1	2	incongruent	754	n/a
100.0	1.0	incongruent_correct	1	2	incongruent	617	n/a
102.5	1.0	incongruent_incorrect	0	2	incongruent	0	n/a
105.0	1.0	congruent_correct	1	1	congruent	1143	n/a
107.5	1.0	congruent_correct	1	1	congruent	1014	n/a
110.0	1.0	incongruent_correct	1	2	incongruent	908	n/a
112.5	1.0	incongruent_correct	1	2	incongruent	756	n/a
120.0	1.0	incongruent_correct	1	2	incongruent	1592	n/a
122.5	1.0	congruent_correct	1	1	congruent	623	n/a
125.0	1.0	congruent_incorrect	0	1	congruent	967	n/a
127.5	1.0	congruent_incorrect	0	1	congruent	917	n/a
135.0	1.0	incongruent_correct	1	2	incongruent	1122	n/a
137.5	1.0	congruent_correct	1	1	congruent	641	n/a
