onset	duration	trial_type	Unnamed: 1	Rsponse	StimVar	Stimulus	ResponseTime
0.0	1.0	congruent_correct	1	1	congruent	616	n/a
2.5	1.0	congruent_correct	1	1	congruent	558	n/a
10.0	1.0	incongruent_correct	1	2	incongruent	867	n/a
12.5	1.0	incongruent_correct	1	2	incongruent	530	n/a
15.0	1.0	incongruent_correct	1	2	incongruent	561	n/a
17.5	1.0	incongruent_correct	1	2	incongruent	360	n/a
25.0	1.0	congruent_correct	1	1	congruent	732	n/a
27.5	1.0	congruent_correct	1	1	congruent	700	n/a
30.0	1.0	incongruent_correct	1	2	incongruent	698	n/a
32.5	1.0	congruent_correct	1	1	congruent	545	n/a
35.0	1.0	incongruent_incorrect	0	2	incongruent	384	n/a
37.5	1.0	congruent_correct	1	1	congruent	607	n/a
40.0	1.0	congruent_correct	1	1	congruent	510	n/a
42.5	1.0	incongruent_correct	1	2	incongruent	580	n/a
45.0	1.0	incongruent_correct	1	2	incongruent	571	n/a
47.5	1.0	incongruent_correct	1	2	incongruent	858	n/a
50.0	1.0	incongruent_correct	1	2	incongruent	401	n/a
52.5	1.0	incongruent_correct	1	2	incongruent	575	n/a
60.0	1.0	congruent_correct	1	1	congruent	660	n/a
62.5	1.0	congruent_correct	1	1	congruent	508	n/a
65.0	1.0	congruent_correct	1	1	congruent	794	n/a
67.5	1.0	congruent_correct	1	1	congruent	409	n/a
75.0	1.0	congruent_correct	1	1	congruent	893	n/a
77.5	1.0	congruent_correct	1	1	congruent	701	n/a
80.0	1.0	congruent_correct	1	1	congruent	532	n/a
82.5	1.0	incongruent_correct	1	2	incongruent	555	n/a
85.0	1.0	incongruent_correct	1	2	incongruent	658	n/a
87.5	1.0	congruent_correct	1	1	congruent	960	n/a
90.0	1.0	incongruent_correct	1	2	incongruent	639	n/a
92.5	1.0	congruent_incorrect	0	1	congruent	694	n/a
95.0	1.0	congruent_correct	1	1	congruent	789	n/a
97.5	1.0	incongruent_correct	1	2	incongruent	643	n/a
100.0	1.0	congruent_correct	1	1	congruent	570	n/a
102.5	1.0	incongruent_incorrect	0	2	incongruent	442	n/a
105.0	1.0	incongruent_correct	1	2	incongruent	320	n/a
107.5	1.0	incongruent_correct	1	2	incongruent	583	n/a
110.0	1.0	congruent_correct	1	1	congruent	509	n/a
112.5	1.0	congruent_correct	1	1	congruent	629	n/a
120.0	1.0	congruent_correct	1	1	congruent	817	n/a
122.5	1.0	congruent_correct	1	1	congruent	520	n/a
125.0	1.0	congruent_correct	1	1	congruent	504	n/a
127.5	1.0	congruent_correct	1	1	congruent	462	n/a
130.0	1.0	congruent_correct	1	1	congruent	597	n/a
132.5	1.0	incongruent_correct	1	2	incongruent	795	n/a
135.0	1.0	congruent_correct	1	1	congruent	602	n/a
137.5	1.0	incongruent_incorrect	0	2	incongruent	1017	n/a
140.0	1.0	congruent_correct	1	1	congruent	832	n/a
142.5	1.0	incongruent_correct	1	2	incongruent	1014	n/a
150.0	1.0	incongruent_correct	1	2	incongruent	899	n/a
152.5	1.0	congruent_correct	1	1	congruent	539	n/a
155.0	1.0	incongruent_correct	1	2	incongruent	569	n/a
157.5	1.0	incongruent_correct	1	2	incongruent	576	n/a
160.0	1.0	incongruent_correct	1	2	incongruent	615	n/a
162.5	1.0	incongruent_correct	1	2	incongruent	606	n/a
165.0	1.0	incongruent_correct	1	2	incongruent	573	n/a
167.5	1.0	incongruent_correct	1	2	incongruent	675	n/a
170.0	1.0	incongruent_correct	1	2	incongruent	507	n/a
172.5	1.0	incongruent_correct	1	2	incongruent	641	n/a
175.0	1.0	congruent_correct	1	1	congruent	1623	n/a
177.5	1.0	congruent_correct	1	1	congruent	606	n/a
185.0	1.0	incongruent_correct	1	2	incongruent	723	n/a
187.5	1.0	congruent_correct	1	1	congruent	451	n/a
190.0	1.0	congruent_correct	1	1	congruent	385	n/a
192.5	1.0	incongruent_incorrect	0	2	incongruent	689	n/a
195.0	1.0	incongruent_correct	1	2	incongruent	783	n/a
197.5	1.0	incongruent_correct	1	2	incongruent	854	n/a
200.0	1.0	incongruent_correct	1	2	incongruent	836	n/a
202.5	1.0	congruent_correct	1	1	congruent	940	n/a
210.0	1.0	incongruent_correct	1	2	incongruent	792	n/a
212.5	1.0	incongruent_correct	1	2	incongruent	503	n/a
215.0	1.0	congruent_correct	1	1	congruent	423	n/a
217.5	1.0	incongruent_correct	1	2	incongruent	725	n/a
225.0	1.0	congruent_correct	1	1	congruent	1114	n/a
227.5	1.0	congruent_correct	1	1	congruent	497	n/a
230.0	1.0	congruent_correct	1	1	congruent	568	n/a
232.5	1.0	congruent_incorrect	0	1	congruent	806	n/a
235.0	1.0	incongruent_correct	1	2	incongruent	709	n/a
237.5	1.0	congruent_correct	1	1	congruent	868	n/a
240.0	1.0	congruent_correct	1	1	congruent	699	n/a
242.5	1.0	incongruent_correct	1	2	incongruent	562	n/a
245.0	1.0	incongruent_correct	1	2	incongruent	848	n/a
247.5	1.0	congruent_correct	1	1	congruent	735	n/a
250.0	1.0	incongruent_correct	1	2	incongruent	558	n/a
252.5	1.0	congruent_correct	1	1	congruent	757	n/a
260.0	1.0	incongruent_correct	1	2	incongruent	1489	n/a
262.5	1.0	congruent_correct	1	1	congruent	737	n/a
270.0	1.0	congruent_correct	1	1	congruent	638	n/a
272.5	1.0	congruent_correct	1	1	congruent	1204	n/a
275.0	1.0	incongruent_correct	1	2	incongruent	500	n/a
277.5	1.0	congruent_correct	1	1	congruent	666	n/a
285.0	1.0	congruent_correct	1	1	congruent	879	n/a
287.5	1.0	incongruent_correct	1	2	incongruent	599	n/a
290.0	1.0	congruent_correct	1	1	congruent	677	n/a
292.5	1.0	incongruent_correct	1	2	incongruent	668	n/a
