onset	duration	trial_type	TrialType	SSD
0.000	1.500	failed stop	1	0.293
3.250	1.500	go	0	0.000
7.250	1.500	junk	0	0.000
9.625	1.500	go	0	0.000
12.125	1.500	go	0	0.000
14.500	1.500	junk	0	0.000
19.000	1.500	failed stop	1	0.333
24.500	1.500	go	0	0.000
26.625	1.500	go	0	0.000
28.750	1.500	go	0	0.000
31.750	1.500	go	0	0.000
34.500	1.500	failed stop	1	0.413
37.375	1.500	go	0	0.000
40.875	1.500	failed stop	1	0.293
46.000	1.500	go	0	0.000
48.875	1.500	go	0	0.000
51.250	1.500	go	0	0.000
53.375	1.500	go	0	0.000
55.500	1.500	failed stop	1	0.413
57.750	1.500	go	0	0.000
60.500	1.500	go	0	0.000
64.000	1.500	failed stop	1	0.333
66.750	1.500	go	0	0.000
69.125	1.500	go	0	0.000
71.125	1.500	go	0	0.000
73.375	1.500	successful stop	1	0.293
75.375	1.500	go	0	0.000
78.125	1.500	go	0	0.000
80.625	1.500	failed stop	1	0.413
82.875	1.500	go	0	0.000
87.375	1.500	junk	0	0.000
90.000	1.500	go	0	0.000
92.500	1.500	go	0	0.000
95.000	1.500	go	0	0.000
97.000	1.500	go	0	0.000
99.625	1.500	successful stop	1	0.373
104.375	1.500	go	0	0.000
107.000	1.500	go	0	0.000
109.625	1.500	failed stop	1	0.293
112.375	1.500	go	0	0.000
115.250	1.500	go	0	0.000
118.000	1.500	failed stop	1	0.413
121.625	1.500	go	0	0.000
123.625	1.500	go	0	0.000
125.750	1.500	go	0	0.000
128.500	1.500	go	0	0.000
130.625	1.500	go	0	0.000
133.375	1.500	successful stop	1	0.333
135.875	1.500	go	0	0.000
138.500	1.500	go	0	0.000
142.375	1.500	go	0	0.000
144.375	1.500	failed stop	1	0.373
147.625	1.500	failed stop	1	0.333
149.875	1.500	go	0	0.000
152.000	1.500	go	0	0.000
155.500	1.500	go	0	0.000
158.000	1.500	go	0	0.000
162.125	1.500	go	0	0.000
165.750	1.500	failed stop	1	0.373
168.000	1.500	go	0	0.000
170.500	1.500	failed stop	1	0.333
173.000	1.500	go	0	0.000
175.875	1.500	go	0	0.000
178.000	1.500	go	0	0.000
181.875	1.500	go	0	0.000
185.125	1.500	failed stop	1	0.413
190.500	1.500	go	0	0.000
192.750	1.500	go	0	0.000
195.375	1.500	go	0	0.000
198.250	1.500	go	0	0.000
200.500	1.500	junk	0	0.000
202.750	1.500	successful stop	1	0.293
204.750	1.500	successful stop	1	0.333
206.875	1.500	go	0	0.000
209.000	1.500	go	0	0.000
212.000	1.500	go	0	0.000
214.000	1.500	go	0	0.000
216.875	1.500	go	0	0.000
219.500	1.500	go	0	0.000
223.500	1.500	successful stop	1	0.413
226.000	1.500	successful stop	1	0.373
228.375	1.500	go	0	0.000
231.375	1.500	go	0	0.000
234.125	1.500	go	0	0.000
236.750	1.500	go	0	0.000
238.875	1.500	go	0	0.000
242.875	1.500	failed stop	1	0.333
246.375	1.500	go	0	0.000
248.875	1.500	go	0	0.000
251.875	1.500	go	0	0.000
255.125	1.500	successful stop	1	0.293
258.500	1.500	junk	0	0.000
263.000	1.500	successful stop	1	0.413
265.375	1.500	go	0	0.000
267.500	1.500	go	0	0.000
271.250	1.500	go	0	0.000
273.250	1.500	go	0	0.000
275.625	1.500	go	0	0.000
280.375	1.500	failed stop	1	0.373
282.875	1.500	go	0	0.000
285.000	1.500	failed stop	1	0.373
287.875	1.500	go	0	0.000
290.000	1.500	go	0	0.000
292.250	1.500	go	0	0.000
295.625	1.500	go	0	0.000
297.750	1.500	go	0	0.000
300.125	1.500	go	0	0.000
302.125	1.500	failed stop	1	0.413
304.875	1.500	go	0	0.000
307.875	1.500	go	0	0.000
311.625	1.500	failed stop	1	0.373
313.625	1.500	go	0	0.000
315.875	1.500	go	0	0.000
318.250	1.500	go	0	0.000
322.750	1.500	successful stop	1	0.293
325.000	1.500	go	0	0.000
328.000	1.500	go	0	0.000
331.875	1.500	go	0	0.000
334.625	1.500	successful stop	1	0.373
337.375	1.500	go	0	0.000
340.250	1.500	go	0	0.000
343.125	1.500	successful stop	1	0.293
345.375	1.500	go	0	0.000
347.750	1.500	go	0	0.000
351.250	1.500	successful stop	1	0.333
354.000	1.500	go	0	0.000
356.625	1.500	go	0	0.000
359.125	1.500	go	0	0.000
