onset	duration	trial_type	rating_par
1.004	5	att_neg	n/a
8.007	3	rating_par	1.433
13.002	5	att_neut	n/a
19.010	3	rating_par	-0.567
29.017	5	att_neg	n/a
37.017	3	rating_par	0.433
43.008	5	suppr_neg	n/a
49.015	3	rating_par	-0.567
53.015	5	suppr_neg	n/a
60.002	3	rating_par	0.433
65.014	5	suppr_neg	n/a
71.005	3	rating_par	0.433
77.012	5	suppr_neg	n/a
84.016	3	rating_par	0.433
89.011	5	att_neut	n/a
95.002	3	rating_par	-0.567
99.002	5	att_neg	n/a
105.010	3	rating_par	-0.567
111.017	5	att_neg	n/a
119.016	3	rating_par	-0.567
127.016	5	suppr_neg	n/a
134.002	3	rating_par	0.433
141.006	5	att_neut	n/a
147.013	3	rating_par	-0.567
151.013	5	att_neg	n/a
159.012	3	rating_par	-0.567
170.015	5	att_neut	n/a
177.002	3	rating_par	-0.567
183.010	5	att_neg	n/a
190.013	3	rating_par	-0.567
194.013	5	att_neut	n/a
201.016	3	rating_par	-0.567
205.016	5	att_neut	n/a
212.002	3	rating_par	-0.567
217.015	5	suppr_neg	n/a
223.006	3	rating_par	-0.567
233.013	5	att_neut	n/a
241.012	3	rating_par	-0.567
248.016	5	att_neg	n/a
254.006	3	rating_par	0.433
259.002	5	suppr_neg	n/a
266.005	3	rating_par	1.433
272.013	5	att_neut	n/a
280.012	3	rating_par	-0.567
285.007	5	att_neut	n/a
292.011	3	rating_par	-0.567
297.006	5	suppr_neg	n/a
305.005	3	rating_par	0.433
309.005	5	att_neg	n/a
316.009	3	rating_par	0.433
320.008	5	suppr_neg	n/a
326.016	3	rating_par	0.433
339.010	5	suppr_neg	n/a
347.009	3	rating_par	0.433
353.017	5	att_neg	n/a
362.012	3	rating_par	1.433
367.007	5	att_neg	n/a
375.007	3	rating_par	0.433
380.002	5	att_neut	n/a
386.010	3	rating_par	-0.567
