onset	duration	trial_type	rating_par
1.004	5	att_neut	n/a
7.011	3	rating_par	-0.700
15.011	5	att_neg	n/a
21.002	3	rating_par	0.300
29.017	5	att_neg	n/a
36.004	3	rating_par	1.300
41.016	5	suppr_neg	n/a
48.003	3	rating_par	0.300
53.015	5	suppr_neg	n/a
61.014	3	rating_par	-0.700
69.013	5	att_neg	n/a
76.017	3	rating_par	0.300
83.004	5	suppr_neg	n/a
89.011	3	rating_par	-0.700
100.014	5	att_neut	n/a
106.005	3	rating_par	-0.700
111.017	5	att_neut	n/a
117.008	3	rating_par	-0.700
121.008	5	suppr_neg	n/a
127.016	3	rating_par	0.300
139.014	5	att_neg	n/a
146.001	3	rating_par	1.300
150.018	5	att_neut	n/a
157.004	3	rating_par	-0.700
163.012	5	suppr_neg	n/a
171.011	3	rating_par	0.300
176.006	5	att_neut	n/a
183.010	3	rating_par	-0.700
188.005	5	att_neut	n/a
196.004	3	rating_par	-0.700
201.016	5	att_neg	n/a
208.003	3	rating_par	0.300
212.003	5	att_neut	n/a
219.006	3	rating_par	-0.700
225.014	5	att_neg	n/a
233.013	3	rating_par	1.300
240.017	5	att_neut	n/a
247.003	3	rating_par	-0.700
252.015	5	suppr_neg	n/a
259.002	3	rating_par	0.300
263.002	5	att_neg	n/a
270.005	3	rating_par	1.300
276.013	5	att_neg	n/a
285.008	3	rating_par	1.300
292.011	5	att_neut	n/a
301.006	3	rating_par	-0.700
307.014	5	suppr_neg	n/a
314.017	3	rating_par	-0.700
319.012	5	suppr_neg	n/a
325.003	3	rating_par	0.300
332.007	5	suppr_neg	n/a
339.010	3	rating_par	0.300
344.006	5	suppr_neg	n/a
351.009	3	rating_par	0.300
355.009	5	att_neg	n/a
361.017	3	rating_par	0.300
365.016	5	att_neut	n/a
373.015	3	rating_par	-0.700
381.014	5	att_neg	n/a
387.005	3	rating_par	-0.700
