onset	duration	trial_type	TrialType	Stimulus	SSD	Response	RT	CorrectGo	SuccStop
0.0	1.5	failed stop-noncritical	1	1	0.15	50	0.765	1	0
3.0	1.5	go-critical	0	0	0.0	49	0.507	1	0
5.125	1.5	junk	0	0	0.0	50	0.262	0	0
7.375	1.5	go-critical	0	0	0.0	49	0.412	1	0
9.625	1.5	go-noncritical	0	1	0.0	50	0.41	1	0
11.75	1.5	go-noncritical	0	1	0.0	50	0.357	1	0
14.0	1.5	go-noncritical	0	1	0.0	50	0.395	1	0
17.5	1.5	go-critical	0	0	0.0	49	0.343	1	0
19.75	1.5	failed stop-noncritical	1	1	0.1	50	0.413	1	0
24.0	1.5	go-noncritical	0	1	0.0	50	0.395	1	0
27.125	1.5	go-critical	0	0	0.0	49	0.526	1	0
29.75	1.5	successful stop-critical	1	0	0.2	0	0.0	0	1
32.375	1.5	go-noncritical	0	1	0.0	50	0.332	1	0
35.0	1.5	go-noncritical	0	1	0.0	50	0.323	1	0
37.25	1.5	go-noncritical	0	1	0.0	50	0.305	1	0
41.625	1.5	go-noncritical	0	1	0.0	50	0.37	1	0
43.625	1.5	go-critical	0	0	0.0	49	0.562	1	0
45.875	1.5	successful stop-critical	1	0	0.25	0	0.0	0	1
49.875	1.5	successful stop-critical	1	0	0.15	0	0.0	0	1
53.125	1.5	failed stop-noncritical	1	1	0.25	50	0.302	1	0
55.375	1.5	go-noncritical	0	1	0.0	50	0.348	1	0
57.75	1.5	go-critical	0	0	0.0	49	0.549	1	0
60.375	1.5	go-noncritical	0	1	0.0	50	0.324	1	0
63.125	1.5	go-critical	0	0	0.0	49	0.398	1	0
65.125	1.5	failed stop-critical	1	0	0.1	49	0.566	1	0
67.125	1.5	go-noncritical	0	1	0.0	50	0.35	1	0
69.75	1.5	go-critical	0	0	0.0	49	0.405	1	0
74.0	1.5	failed stop-noncritical	1	1	0.2	50	0.355	1	0
76.0	1.5	go-critical	0	0	0.0	49	0.619	1	0
79.125	1.5	go-critical	0	0	0.0	49	0.438	1	0
82.0	1.5	go-critical	0	0	0.0	49	0.395	1	0
84.125	1.5	go-noncritical	0	1	0.0	50	0.438	1	0
86.75	1.5	go-critical	0	0	0.0	49	0.383	1	0
88.75	1.5	go-noncritical	0	1	0.0	50	0.349	1	0
90.875	1.5	go-noncritical	0	1	0.0	50	0.304	1	0
92.875	1.5	go-critical	0	0	0.0	49	0.584	1	0
94.875	1.5	go-noncritical	0	1	0.0	50	0.36	1	0
97.75	1.5	go-critical	0	0	0.0	49	0.413	1	0
101.5	1.5	go-critical	0	0	0.0	49	0.407	1	0
104.0	1.5	go-critical	0	0	0.0	49	0.491	1	0
108.875	1.5	go-noncritical	0	1	0.0	50	0.312	1	0
111.125	1.5	go-noncritical	0	1	0.0	50	0.334	1	0
113.25	1.5	failed stop-critical	1	0	0.05	49	0.537	1	0
116.25	1.5	go-critical	0	0	0.0	49	0.401	1	0
120.0	1.5	failed stop-noncritical	1	1	0.3	50	0.347	1	0
122.0	1.5	go-critical	0	0	0.0	49	0.371	1	0
124.125	1.5	go-noncritical	0	1	0.0	50	0.382	1	0
127.0	1.5	go-noncritical	0	1	0.0	50	0.363	1	0
129.75	1.5	go-noncritical	0	1	0.0	50	0.469	1	0
132.125	1.5	go-critical	0	0	0.0	49	0.374	1	0
134.625	1.5	failed stop-noncritical	1	1	0.05	50	0.378	1	0
138.375	1.5	go-critical	0	0	0.0	49	0.324	1	0
141.0	1.5	failed stop-critical	1	0	0.25	49	0.451	1	0
143.375	1.5	go-critical	0	0	0.0	49	0.38	1	0
146.125	1.5	failed stop-critical	1	0	0.3	49	0.398	1	0
148.25	1.5	go-noncritical	0	1	0.0	50	0.345	1	0
152.25	1.5	go-noncritical	0	1	0.0	50	0.385	1	0
155.5	1.5	go-noncritical	0	1	0.0	50	0.399	1	0
157.625	1.5	go-noncritical	0	1	0.0	50	0.362	1	0
160.0	1.5	go-critical	0	0	0.0	49	0.379	1	0
162.0	1.5	failed stop-noncritical	1	1	0.25	50	0.323	1	0
164.0	1.5	failed stop-noncritical	1	1	0.2	50	0.543	1	0
167.75	1.5	go-critical	0	0	0.0	49	0.581	1	0
171.125	1.5	successful stop-critical	1	0	0.2	0	0.0	0	1
173.5	1.5	successful stop-critical	1	0	0.25	0	0.0	0	1
176.625	1.5	go-noncritical	0	1	0.0	50	0.37	1	0
178.625	1.5	failed stop-critical	1	0	0.0	49	0.434	1	0
181.0	1.5	go-noncritical	0	1	0.0	50	0.355	1	0
183.0	1.5	go-critical	0	0	0.0	49	0.355	1	0
185.125	1.5	go-critical	0	0	0.0	49	0.406	1	0
187.5	1.5	failed stop-noncritical	1	1	0.25	50	0.359	1	0
189.75	1.5	go-critical	0	0	0.0	49	0.373	1	0
193.0	1.5	go-noncritical	0	1	0.0	50	0.323	1	0
197.125	1.5	go-critical	0	0	0.0	49	0.398	1	0
200.0	1.5	go-critical	0	0	0.0	49	0.403	1	0
202.625	1.5	go-critical	0	0	0.0	49	0.378	1	0
205.5	1.5	go-noncritical	0	1	0.0	50	0.327	1	0
210.375	1.5	failed stop-noncritical	1	1	0.25	50	0.58	1	0
212.375	1.5	go-noncritical	0	1	0.0	50	0.38	1	0
217.375	1.5	successful stop-critical	1	0	0.2	0	0.0	0	1
220.625	1.5	failed stop-noncritical	1	1	0.2	50	0.298	1	0
223.75	1.5	go-noncritical	0	1	0.0	50	0.317	1	0
228.0	1.5	go-critical	0	0	0.0	49	0.411	1	0
230.25	1.5	go-noncritical	0	1	0.0	50	0.345	1	0
232.375	1.5	go-critical	0	0	0.0	49	0.356	1	0
234.5	1.5	go-critical	0	0	0.0	49	0.431	1	0
236.625	1.5	go-noncritical	0	1	0.0	50	0.346	1	0
238.75	1.5	go-critical	0	0	0.0	49	0.405	1	0
241.25	1.5	go-noncritical	0	1	0.0	50	0.297	1	0
244.875	1.5	failed stop-noncritical	1	1	0.0	50	0.512	1	0
247.75	1.5	go-critical	0	0	0.0	49	0.341	1	0
251.125	1.5	go-critical	0	0	0.0	49	0.398	1	0
253.5	1.5	go-noncritical	0	1	0.0	50	0.359	1	0
255.625	1.5	failed stop-critical	1	0	0.25	49	0.37	1	0
260.0	1.5	go-noncritical	0	1	0.0	50	0.386	1	0
264.0	1.5	go-noncritical	0	1	0.0	50	0.419	1	0
266.375	1.5	go-noncritical	0	1	0.0	50	0.303	1	0
269.5	1.5	go-noncritical	0	1	0.0	50	0.343	1	0
272.375	1.5	go-noncritical	0	1	0.0	50	0.411	1	0
274.375	1.5	failed stop-noncritical	1	1	-0.05	50	0.708	1	0
277.125	1.5	go-noncritical	0	1	0.0	50	0.374	1	0
279.875	1.5	junk	0	0	0.0	50	0.32	0	0
282.375	1.5	go-noncritical	0	1	0.0	50	0.444	1	0
284.375	1.5	go-critical	0	0	0.0	49	0.396	1	0
286.5	1.5	go-critical	0	0	0.0	49	0.295	1	0
289.125	1.5	go-critical	0	0	0.0	49	0.397	1	0
292.25	1.5	go-noncritical	0	1	0.0	50	0.377	1	0
294.5	1.5	go-critical	0	0	0.0	49	0.391	1	0
296.75	1.5	successful stop-critical	1	0	-0.05	0	0.0	0	1
299.5	1.5	failed stop-noncritical	1	1	0.2	50	0.343	1	0
302.125	1.5	go-critical	0	0	0.0	49	0.35	1	0
307.125	1.5	go-critical	0	0	0.0	49	0.422	1	0
310.5	1.5	go-critical	0	0	0.0	49	0.375	1	0
313.0	1.5	go-critical	0	0	0.0	49	0.355	1	0
315.0	1.5	go-noncritical	0	1	0.0	50	0.331	1	0
317.25	1.5	go-critical	0	0	0.0	49	0.385	1	0
319.25	1.5	go-critical	0	0	0.0	49	0.393	1	0
321.25	1.5	go-noncritical	0	1	0.0	50	0.361	1	0
323.875	1.5	go-noncritical	0	1	0.0	50	0.36	1	0
325.875	1.5	go-critical	0	0	0.0	49	0.408	1	0
327.875	1.5	successful stop-critical	1	0	0.3	0	0.0	0	1
330.125	1.5	failed stop-noncritical	1	1	0.25	50	0.326	1	0
332.125	1.5	failed stop-noncritical	1	1	0.3	50	0.374	1	0
335.0	1.5	go-noncritical	0	1	0.0	50	0.395	1	0
339.125	1.5	failed stop-critical	1	0	0.25	49	0.342	1	0
341.875	1.5	failed stop-critical	1	0	0.2	49	0.392	1	0
344.0	1.5	go-noncritical	0	1	0.0	50	0.443	1	0
346.375	1.5	go-noncritical	0	1	0.0	50	0.436	1	0
