onset	duration	trial_type	congruent_incorrect	incongruent_incorrect	Rsponse	StimVar	Stimulus	ResponseTime
0.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	703
10.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	554
20.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	655
30.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	546
40.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	661
52.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	497
64.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	475
76.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	542
88.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	583
102.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	650
116.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	420
130.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	599
140.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	498
154.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	396
164.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	560
174.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	475
184.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	638
196.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	457
208.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	556
220.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	575
234.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	544
248.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	476
260.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	534
274.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	448
