onset	duration	trial_type	rating_par
1.006	5	att_neg	n/a
8.009	3	rating_par	0.320
13.005	5	att_neut	n/a
19.012	3	rating_par	-0.680
29.003	5	att_neg	n/a
37.002	3	rating_par	1.320
43.010	5	suppr_neg	n/a
49.001	3	rating_par	0.320
53.017	5	suppr_neg	n/a
60.004	3	rating_par	0.320
65.016	5	suppr_neg	n/a
71.007	3	rating_par	1.320
77.015	5	suppr_neg	n/a
84.002	3	rating_par	-0.680
89.014	5	att_neut	n/a
95.005	3	rating_par	-0.680
99.004	5	att_neg	n/a
105.012	3	rating_par	0.320
111.003	5	att_neg	n/a
119.002	3	rating_par	0.320
127.001	5	suppr_neg	n/a
134.005	3	rating_par	0.320
141.008	5	att_neut	n/a
147.016	3	rating_par	-0.680
151.016	5	att_neg	n/a
159.015	3	rating_par	0.320
170.018	5	att_neut	n/a
177.005	3	rating_par	-0.680
183.012	5	att_neg	n/a
190.016	3	rating_par	-0.680
194.015	5	att_neut	n/a
201.002	3	junk_rating	n/a
205.002	5	att_neut	n/a
212.005	3	junk_rating	n/a
217.017	5	suppr_neg	n/a
223.008	3	rating_par	0.320
233.015	5	att_neut	n/a
241.014	3	rating_par	-0.680
248.001	5	att_neg	n/a
254.009	3	rating_par	1.320
259.004	5	suppr_neg	n/a
266.008	3	rating_par	0.320
272.015	5	att_neut	n/a
280.015	3	rating_par	-0.680
285.010	5	att_neut	n/a
292.013	3	junk_rating	n/a
297.009	5	suppr_neg	n/a
305.008	3	junk_rating	n/a
309.007	5	att_neg	n/a
316.011	3	rating_par	0.320
320.010	5	suppr_neg	n/a
326.002	3	rating_par	-0.680
339.013	5	suppr_neg	n/a
347.012	3	rating_par	-0.680
353.003	5	att_neg	n/a
362.014	3	rating_par	0.320
367.010	5	att_neg	n/a
375.009	3	junk_rating	n/a
380.004	5	att_neut	n/a
386.012	3	rating_par	-0.680
