onset	duration	trial_type	rating_par
1.011	5	att_neut	n/a
7.002	3	rating_par	-0.600
15.018	5	att_neg	n/a
21.009	3	rating_par	0.400
29.008	5	att_neg	n/a
36.011	3	rating_par	0.400
41.007	5	suppr_neg	n/a
48.010	3	rating_par	-0.600
53.005	5	suppr_neg	n/a
61.005	3	rating_par	0.400
69.004	5	att_neg	n/a
76.007	3	rating_par	-0.600
83.011	5	suppr_neg	n/a
89.002	3	rating_par	-0.600
100.005	5	att_neut	n/a
106.013	3	rating_par	-0.600
111.008	5	att_neut	n/a
117.016	3	rating_par	-0.600
121.015	5	suppr_neg	n/a
127.006	3	rating_par	-0.600
139.005	5	att_neg	n/a
146.008	3	rating_par	0.400
150.008	5	att_neut	n/a
157.012	3	rating_par	-0.600
163.002	5	suppr_neg	n/a
171.002	3	rating_par	-0.600
176.014	5	att_neut	n/a
183.017	3	rating_par	-0.600
188.012	5	att_neut	n/a
196.012	3	rating_par	-0.600
201.007	5	att_neg	n/a
208.010	3	rating_par	0.400
212.010	5	att_neut	n/a
219.013	3	rating_par	0.400
225.004	5	att_neg	n/a
233.004	3	rating_par	1.400
240.007	5	att_neut	n/a
247.010	3	rating_par	0.400
252.006	5	suppr_neg	n/a
259.009	3	rating_par	0.400
263.009	5	att_neg	n/a
270.012	3	rating_par	1.400
276.003	5	att_neg	n/a
285.015	3	rating_par	1.400
292.002	5	att_neut	n/a
301.013	3	rating_par	-0.600
307.004	5	suppr_neg	n/a
314.008	3	rating_par	-0.600
319.003	5	suppr_neg	n/a
325.011	3	rating_par	-0.600
332.014	5	suppr_neg	n/a
339.001	3	rating_par	-0.600
344.013	5	suppr_neg	n/a
351.016	3	rating_par	0.400
355.016	5	att_neg	n/a
361.007	3	rating_par	1.400
365.007	5	att_neut	n/a
373.006	3	rating_par	-0.600
381.005	5	att_neg	n/a
387.013	3	rating_par	0.400
