onset	duration	trial_type	congruent_incorrect	incongruent_incorrect	Rsponse	StimVar	Stimulus	ResponseTime
0.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	1074
10.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	1039
20.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	954
30.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	965
42.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	864
52.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	925
64.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	1158
76.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	1097
88.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	940
102.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	895
116.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	888
130.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	1217
140.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	1094
150.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	1233
164.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	1139
174.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	936
184.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	930
196.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	1365
208.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	1089
220.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	986
232.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	1069
246.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	688
260.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	930
274.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	1260
