onset	duration	trial_type	congruent_incorrect	incongruent_incorrect	Rsponse	StimVar	Stimulus	ResponseTime
0.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	1137
10.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	747
20.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	1344
30.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	987
40.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	904
52.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	707
64.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	798
76.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	1209
88.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	1018
102.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	742
116.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	918
130.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	664
144.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	1211
154.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	701
164.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	858
174.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	702
184.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	705
196.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	701
208.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	903
220.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	912
234.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	851
246.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	869
260.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	671
274.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	1330
