onset	duration	trial_type	value	sample
0.005	0	discontinuity	2	1
0.005	0	eyes closed	65	1
139.835	0	eyes opened	66	27967
155.965	0	eyes closed	65	31193
178.705	0	eyes opened	66	35741
191.945	0	eyes closed	65	38389
227.135	0	eyes opened	66	45427
256.085	0	eyes closed	65	51217
306.185	0	eyes opened	66	61237
320.915	0	eyes closed	65	64183
349.635	0	eyes opened	66	69927
361.285	0	eyes closed	65	72257
402.005	0	eyes opened	66	80401
416.925	0	eyes closed	65	83385
479.265	0	eyes opened	66	95853
496.885	0	eyes closed	65	99377
522.075	0	eyes opened	66	104415
537.525	0	eyes closed	65	107505
583.475	0	eyes opened	66	116695
596.985	0	eyes closed	65	119397
632.825	0	eyes opened	66	126565
645.835	0	eyes closed	65	129167
665.335	0	discontinuity	2	133067
669.545	0	hyperventilation 1	67	133909
731.335	0	hyperventilation 2	68	146267
791.665	0	hyperventilation 3	69	158333
853.885	0	recuperation	70	170777
1043.375	0	discontinuity	2	208675
