onset	duration	trial_type	value	sample
0.005	0	discontinuity	2	1
0.005	0	eyes closed	65	1
38.795	0	discontinuity	2	7759
55.175	0	discontinuity	2	11035
59.755	0	discontinuity	2	11951
268.465	0	eyes opened	66	53693
281.005	0	eyes closed	65	56201
310.585	0	eyes opened	66	62117
328.565	0	eyes closed	65	65713
363.015	0	eyes opened	66	72603
378.395	0	eyes closed	65	75679
397.995	0	eyes opened	66	79599
410.655	0	eyes closed	65	82131
424.335	0	eyes opened	66	84867
439.775	0	eyes closed	65	87955
469.695	0	eyes opened	66	93939
480.805	0	eyes closed	65	96161
483.525	0	discontinuity	2	96705
504.565	0	eyes opened	66	100913
518.015	0	eyes closed	65	103603
532.385	0	eyes opened	66	106477
544.555	0	eyes closed	65	108911
556.975	0	eyes opened	66	111395
572.165	0	eyes closed	65	114433
579.725	0	eyes opened	66	115945
597.025	0	eyes closed	65	119405
607.495	0	eyes opened	66	121499
623.695	0	eyes closed	65	124739
633.725	0	eyes opened	66	126745
655.525	0	eyes closed	65	131105
657.985	0	discontinuity	2	131597
662.365	0	discontinuity	2	132473
665.535	0	hyperventilation 1	67	133107
726.995	0	hyperventilation 2	68	145399
788.105	0	hyperventilation 3	69	157621
864.685	0	recuperation	70	172937
