onset	duration	trial_type	congruent_incorrect	incongruent_incorrect	Rsponse	StimVar	Stimulus	ResponseTime
0.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	609
10.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	565
20.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	1090
30.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	1244
40.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	968
52.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	875
64.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	669
76.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	432
88.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	539
102.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	596
116.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	590
126.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	890
140.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	2068
154.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	973
164.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	667
174.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	822
184.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	1064
196.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	564
208.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	567
220.000	2.000	congruent_correct	n/a	n/a	1	2	 incongruent	577
234.000	2.000	incongruent_correct	n/a	n/a	1	2	 incongruent	1339
246.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	1158
260.000	2.000	incongruent_correct	n/a	n/a	1	1	 congruent	864
274.000	2.000	congruent_correct	n/a	n/a	1	1	 congruent	554
