onset	duration	trial_type	0	1	2	3
0.000	0.350	Words	mist	1	NR	NR
1.000	0.350	Words	otter	1	NR	NR
2.000	0.350	Words	otter	1	34	572
3.000	0.350	Words	verse	1	NR	NR
4.100	0.350	Words	pail	1	NR	NR
5.100	0.350	Words	bosom	1	NR	NR
6.100	0.350	Words	tidy	1	NR	NR
7.100	0.350	Words	buyer	1	NR	NR
8.100	0.350	Words	port	1	NR	NR
9.100	0.350	Words	gulf	1	NR	NR
10.100	0.350	Words	gulf	1	34	547
11.100	0.350	Words	timid	1	NR	NR
12.100	0.350	Words	fowl	1	NR	NR
13.100	0.350	Words	navel	1	NR	NR
14.100	0.350	Words	spurt	1	NR	NR
15.100	0.350	Words	naval	1	NR	NR
16.100	0.350	Objects	blmv	2	NR	NR
17.100	0.350	Objects	gmzbw	2	NR	NR
18.100	0.350	Objects	gmzbw	2	34	623
19.200	0.350	Objects	fpjnl	2	NR	NR
20.200	0.350	Objects	nsqs	2	NR	NR
21.200	0.350	Objects	gprdk	2	NR	NR
22.200	0.350	Objects	jjfm	2	NR	NR
23.200	0.350	Objects	vhhtx	2	NR	NR
24.200	0.350	Objects	zrpc	2	NR	NR
25.200	0.350	Objects	tjlf	2	NR	NR
26.200	0.350	Objects	tjlf	2	34	516
27.200	0.350	Objects	hxfnj	2	NR	NR
28.200	0.350	Objects	bptb	2	NR	NR
29.200	0.350	Objects	wzkcb	2	NR	NR
30.200	0.350	Objects	lnzxh	2	NR	NR
31.200	0.350	Objects	mcvqp	2	NR	NR
32.300	0.350	Scrambled objects	kettle	3	NR	NR
33.300	0.350	Scrambled objects	ear	3	NR	NR
34.300	0.350	Scrambled objects	pencil	3	NR	NR
35.300	0.350	Scrambled objects	pencil	3	34	550
36.400	0.350	Scrambled objects	bird	3	NR	NR
37.400	0.350	Scrambled objects	snail	3	NR	NR
38.400	0.350	Scrambled objects	hook	3	NR	NR
39.400	0.350	Scrambled objects	mop	3	NR	NR
40.400	0.350	Scrambled objects	plate	3	NR	NR
41.500	0.350	Scrambled objects	owl	3	NR	NR
42.500	0.350	Scrambled objects	slide	3	NR	NR
43.500	0.350	Scrambled objects	slide	3	34	732
44.500	0.350	Scrambled objects	brain	3	NR	NR
45.600	0.350	Scrambled objects	whisk	3	NR	NR
46.600	0.350	Scrambled objects	worm	3	34	960
47.600	0.350	Scrambled objects	leek	3	NR	NR
48.700	0.350	Consonant strings	scram_1	4	NR	NR
49.700	0.350	Consonant strings	scram_2	4	NR	NR
50.700	0.350	Consonant strings	scram_2	4	34	602
51.800	0.350	Consonant strings	scram_4	4	NR	NR
52.800	0.350	Consonant strings	scram_5	4	NR	NR
53.800	0.350	Consonant strings	scram_6	4	NR	NR
54.900	0.350	Consonant strings	scram_7	4	34	809
55.900	0.350	Consonant strings	scram_8	4	NR	NR
56.900	0.350	Consonant strings	scram_9	4	NR	NR
58.000	0.350	Consonant strings	scram_10	4	NR	NR
59.000	0.350	Consonant strings	scram_10	4	34	677
60.100	0.350	Consonant strings	scram_12	4	NR	NR
61.100	0.350	Consonant strings	scram_13	4	NR	NR
62.100	0.350	Consonant strings	scram_14	4	NR	NR
63.200	0.350	Consonant strings	scram_15	4	NR	NR
64.200	0.350	Consonant strings	scram_16	4	NR	NR
81.000	0.350	Scrambled objects	mug	3	NR	NR
82.000	0.350	Scrambled objects	hat	3	NR	NR
83.100	0.350	Scrambled objects	chain	3	NR	NR
