onset	duration	trial_type	value	sample
0.005	0	discontinuity	2	1
0.005	0	eyes closed	65	1
25.425	0	discontinuity	2	5085
158.725	0	discontinuity	2	31745
267.575	0	eyes opened	66	53515
280.155	0	eyes closed	65	56031
300.325	0	eyes opened	66	60065
313.745	0	eyes closed	65	62749
337.235	0	eyes opened	66	67447
349.325	0	eyes closed	65	69865
369.835	0	eyes opened	66	73967
383.445	0	eyes closed	65	76689
414.565	0	eyes opened	66	82913
429.555	0	eyes closed	65	85911
445.535	0	eyes opened	66	89107
459.195	0	eyes closed	65	91839
474.225	0	discontinuity	2	94845
489.425	0	eyes opened	66	97885
502.055	0	eyes closed	65	100411
528.225	0	eyes opened	66	105645
543.025	0	eyes closed	65	108605
565.645	0	hyperventilation 1	67	113129
642.785	0	hyperventilation 2	68	128557
709.185	0	hyperventilation 3	69	141837
771.125	0	recuperation	70	154225
859.685	0	eyes closed	65	171937
864.385	0	eyes opened	66	172877
872.925	0	eyes closed	65	174585
886.595	0	discontinuity	2	177319
