filename	"Cue_Onset	Stim_Onset	Object_Cond	Validity_Cond	Obj_Accuracy	Obj_Acc_RT	Subseq_Recog	Subseq_Recog_RT	Subseq_Source_Mem_Acc	Subseq_Source_Mem_Acc_RT"
func/sub-09task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"4.0001	10.0001	OBJ	V	1	0.63005	UT	UT	UT	UT"
func/sub-09task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"12.0016	16.0016	OBJ	V	1	0.63116	LC-HIT	 2.2875	0	0.32976"
func/sub-09task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"18.0009	24.0009	GRE	V	1	0.67908	UT	UT	UT	UT"
func/sub-09task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"28.0008	32.0008	OBJ	NV	1	0.90314	HC-MISS	 1.5705	UT	UT"
func/sub-09task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"36.0018	42.0018	OBJ	V	1	0.71589	UT	UT	UT	UT"
func/sub-09task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"44.0016	46.0016	GRE	V	1	0.73572	UT	UT	UT	UT"
func/sub-09task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"48.0017	52.0017	GRE	V	1	0.72105	UT	UT	UT	UT"
func/sub-09task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"54.0026	60.0026	OBJ	V	1	0.89695	HC-HIT	  1.366	1	0.15622"
func/sub-09task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"62.0009	64.0009	OBJ	NV	1	0.67737	HC-HIT	 1.5203	0	0.38057"
func/sub-09task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"66.0016	70.0016	OBJ	V	1	0.75094	HC-HIT	 1.0113	1	0.40745"
func/sub-09task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"72.0016	74.0016	GRE	V	1	0.97019	UT	UT	UT	UT"
func/sub-09task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"76.0014	80.0014	OBJ	V	1	0.72463	HC-HIT	 1.0891	1	0.024529"
func/sub-09task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"82.0023	84.0023	OBJ	V	1	0.68141	LC-HIT	 1.7093	0	0.61062"
func/sub-09task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"86.0018	88.0018	OBJ	V	1	0.74781	HC-HIT	 1.0325	1	0.31507"
func/sub-09task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"90.0015	94.0015	OBJ	NV	1	0.89341	HC-MISS	 1.3547	UT	UT"
func/sub-09task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"96.0015	102.0015	OBJ	V	1	0.66226	HC-HIT	 1.2238	0	0.22597"
func/sub-09task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"104.0016	108.0016	OBJ	V	1	0.59889	LC-HIT	 1.2052	0	0.84747"
func/sub-09task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"110.0009	112.0009	OBJ	V	1	0.76285	HC-HIT	 1.3285	1	0.1502"
func/sub-09task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"114.0017	120.0017	GRE	V	1	0.69117	UT	UT	UT	UT"
func/sub-09task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"124.001	130.001	OBJ	V	1	0.64897	HC-HIT	 1.4927	1	0.40055"
func/sub-09task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"132.001	138.001	GRE	V	1	0.79088	UT	UT	UT	UT"
func/sub-09task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"140.0016	142.0016	OBJ	V	1	0.63498	LC-HIT	 1.8197	1	0.34078"
func/sub-09task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"144.0011	146.0011	GRE	NV	1	0.68697	UT	UT	UT	UT"
func/sub-09task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"148.0018	154.0018	OBJ	V	1	0.70345	HC-HIT	 1.1729	1	0.19625"
func/sub-09task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"158.0014	164.0014	OBJ	V	1	0.69251	HC-HIT	0.98577	0	0.21316"
func/sub-09task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"166.001	168.001	OBJ	NV	1	 1.0162	LC-MISS	 1.9837	UT	UT"
func/sub-09task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"172.0009	178.0009	GRE	V	1	0.66918	UT	UT	UT	UT"
func/sub-09task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"180.0017	186.0017	OBJ	V	1	0.68528	LC-HIT	0.91659	1	0.70625"
func/sub-09task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"188.0013	194.0013	OBJ	V	1	0.74818	UT	UT	UT	UT"
func/sub-09task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"196.0015	198.0015	OBJ	V	1	0.83353	UT	UT	UT	UT"
func/sub-09task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"200.0008	206.0008	GRE	V	1	0.75251	UT	UT	UT	UT"
func/sub-09task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"208.001	212.001	OBJ	V	1	0.76263	HC-HIT	 1.3049	1	0.28893"
func/sub-09task-IncidentalencodingtaskusingPosnercueingparadigmwithobjectvgreeblejudgment_run-10_bold.nii.gz	"218.0014	224.0014	OBJ	NV	1	0.66966	LC-HIT	 1.5773	1	0.37789"
