onset	duration	trial_type	rating_par
1.010	5	att_neg	n/a
8.014	3	rating_par	0.367
13.009	5	att_neut	n/a
19.017	3	rating_par	-0.633
29.007	5	att_neg	n/a
37.007	3	rating_par	0.367
43.014	5	suppr_neg	n/a
49.005	3	rating_par	-0.633
53.005	5	suppr_neg	n/a
60.008	3	rating_par	-0.633
65.004	5	suppr_neg	n/a
71.011	3	rating_par	0.367
77.002	5	suppr_neg	n/a
84.006	3	rating_par	1.367
89.018	5	att_neut	n/a
95.009	3	rating_par	-0.633
99.008	5	att_neg	n/a
105.016	3	rating_par	0.367
111.007	5	att_neg	n/a
119.006	3	rating_par	0.367
127.005	5	suppr_neg	n/a
134.009	3	rating_par	0.367
141.012	5	att_neut	n/a
147.003	3	rating_par	-0.633
151.003	5	att_neg	n/a
159.002	3	rating_par	-0.633
170.005	5	att_neut	n/a
177.009	3	rating_par	-0.633
183.016	5	att_neg	n/a
190.003	3	rating_par	-0.633
194.003	5	att_neut	n/a
201.006	3	rating_par	-0.633
205.006	5	att_neut	n/a
212.009	3	rating_par	-0.633
217.004	5	suppr_neg	n/a
223.012	3	rating_par	-0.633
233.003	5	att_neut	n/a
241.002	3	rating_par	-0.633
248.005	5	att_neg	n/a
254.013	3	rating_par	1.367
259.009	5	suppr_neg	n/a
266.012	3	rating_par	1.367
272.003	5	att_neut	n/a
280.002	3	rating_par	-0.633
285.014	5	att_neut	n/a
292.001	3	rating_par	-0.633
297.013	5	suppr_neg	n/a
305.012	3	rating_par	0.367
309.012	5	att_neg	n/a
316.015	3	rating_par	1.367
320.014	5	suppr_neg	n/a
326.006	3	rating_par	-0.633
339.017	5	suppr_neg	n/a
347.016	3	rating_par	-0.633
353.007	5	att_neg	n/a
362.002	3	rating_par	1.367
367.014	5	att_neg	n/a
375.013	3	rating_par	1.367
380.009	5	att_neut	n/a
386.016	3	rating_par	-0.633
