onset	duration	trial_type	congruent_incorrect	Unnamed: 1	Rsponse	StimVar	Stimulus	ResponseTime
0.0	1.0	congruent_correct	n/a	1	1	congruent	737	n/a
2.5	1.0	congruent_correct	n/a	1	1	congruent	398	n/a
10.0	1.0	incongruent_correct	n/a	1	2	incongruent	556	n/a
12.5	1.0	incongruent_correct	n/a	1	2	incongruent	450	n/a
15.0	1.0	incongruent_correct	n/a	1	2	incongruent	398	n/a
17.5	1.0	incongruent_correct	n/a	1	2	incongruent	434	n/a
25.0	1.0	congruent_correct	n/a	1	1	congruent	592	n/a
27.5	1.0	congruent_correct	n/a	1	1	congruent	548	n/a
30.0	1.0	incongruent_correct	n/a	1	2	incongruent	497	n/a
32.5	1.0	congruent_correct	n/a	1	1	congruent	598	n/a
35.0	1.0	incongruent_correct	n/a	1	2	incongruent	451	n/a
37.5	1.0	congruent_correct	n/a	1	1	congruent	360	n/a
40.0	1.0	congruent_correct	n/a	1	1	congruent	436	n/a
42.5	1.0	incongruent_correct	n/a	1	2	incongruent	489	n/a
45.0	1.0	incongruent_correct	n/a	1	2	incongruent	598	n/a
47.5	1.0	incongruent_correct	n/a	1	2	incongruent	464	n/a
50.0	1.0	incongruent_correct	n/a	1	2	incongruent	358	n/a
52.5	1.0	incongruent_correct	n/a	1	2	incongruent	372	n/a
60.0	1.0	congruent_correct	n/a	1	1	congruent	546	n/a
62.5	1.0	congruent_correct	n/a	1	1	congruent	438	n/a
65.0	1.0	congruent_correct	n/a	1	1	congruent	434	n/a
67.5	1.0	congruent_correct	n/a	1	1	congruent	464	n/a
75.0	1.0	congruent_correct	n/a	1	1	congruent	397	n/a
77.5	1.0	congruent_correct	n/a	1	1	congruent	419	n/a
80.0	1.0	congruent_correct	n/a	1	1	congruent	327	n/a
82.5	1.0	incongruent_correct	n/a	1	2	incongruent	445	n/a
85.0	1.0	incongruent_correct	n/a	1	2	incongruent	472	n/a
87.5	1.0	congruent_correct	n/a	1	1	congruent	420	n/a
90.0	1.0	incongruent_correct	n/a	1	2	incongruent	442	n/a
92.5	1.0	congruent_correct	n/a	1	1	congruent	310	n/a
95.0	1.0	congruent_correct	n/a	1	1	congruent	338	n/a
97.5	1.0	incongruent_correct	n/a	1	2	incongruent	399	n/a
100.0	1.0	congruent_correct	n/a	1	1	congruent	349	n/a
102.5	1.0	incongruent_correct	n/a	1	2	incongruent	465	n/a
105.0	1.0	incongruent_correct	n/a	1	2	incongruent	462	n/a
107.5	1.0	incongruent_correct	n/a	1	2	incongruent	421	n/a
110.0	1.0	congruent_correct	n/a	1	1	congruent	351	n/a
112.5	1.0	congruent_correct	n/a	1	1	congruent	635	n/a
120.0	1.0	congruent_correct	n/a	1	1	congruent	537	n/a
122.5	1.0	congruent_correct	n/a	1	1	congruent	453	n/a
125.0	1.0	congruent_correct	n/a	1	1	congruent	362	n/a
127.5	1.0	congruent_correct	n/a	1	1	congruent	423	n/a
130.0	1.0	congruent_correct	n/a	1	1	congruent	587	n/a
132.5	1.0	incongruent_correct	n/a	1	2	incongruent	561	n/a
135.0	1.0	congruent_correct	n/a	1	1	congruent	398	n/a
137.5	1.0	incongruent_incorrect	n/a	0	2	incongruent	442	n/a
140.0	1.0	congruent_correct	n/a	1	1	congruent	535	n/a
142.5	1.0	incongruent_correct	n/a	1	2	incongruent	492	n/a
150.0	1.0	incongruent_correct	n/a	1	2	incongruent	474	n/a
152.5	1.0	congruent_correct	n/a	1	1	congruent	341	n/a
155.0	1.0	incongruent_correct	n/a	1	2	incongruent	411	n/a
157.5	1.0	incongruent_correct	n/a	1	2	incongruent	479	n/a
160.0	1.0	incongruent_correct	n/a	1	2	incongruent	420	n/a
162.5	1.0	incongruent_correct	n/a	1	2	incongruent	447	n/a
165.0	1.0	incongruent_correct	n/a	1	2	incongruent	382	n/a
167.5	1.0	incongruent_correct	n/a	1	2	incongruent	459	n/a
170.0	1.0	incongruent_correct	n/a	1	2	incongruent	431	n/a
172.5	1.0	incongruent_correct	n/a	1	2	incongruent	468	n/a
175.0	1.0	congruent_correct	n/a	1	1	congruent	488	n/a
177.5	1.0	congruent_correct	n/a	1	1	congruent	428	n/a
185.0	1.0	incongruent_correct	n/a	1	2	incongruent	523	n/a
187.5	1.0	congruent_correct	n/a	1	1	congruent	486	n/a
190.0	1.0	congruent_correct	n/a	1	1	congruent	691	n/a
192.5	1.0	incongruent_correct	n/a	1	2	incongruent	567	n/a
195.0	1.0	incongruent_correct	n/a	1	2	incongruent	509	n/a
197.5	1.0	incongruent_correct	n/a	1	2	incongruent	482	n/a
200.0	1.0	incongruent_correct	n/a	1	2	incongruent	410	n/a
202.5	1.0	congruent_correct	n/a	1	1	congruent	659	n/a
210.0	1.0	incongruent_correct	n/a	1	2	incongruent	617	n/a
212.5	1.0	incongruent_correct	n/a	1	2	incongruent	518	n/a
215.0	1.0	congruent_correct	n/a	1	1	congruent	346	n/a
217.5	1.0	incongruent_correct	n/a	1	2	incongruent	495	n/a
225.0	1.0	congruent_correct	n/a	1	1	congruent	716	n/a
227.5	1.0	congruent_correct	n/a	1	1	congruent	613	n/a
230.0	1.0	congruent_correct	n/a	1	1	congruent	519	n/a
232.5	1.0	congruent_correct	n/a	1	1	congruent	291	n/a
235.0	1.0	incongruent_correct	n/a	1	2	incongruent	472	n/a
237.5	1.0	congruent_correct	n/a	1	1	congruent	477	n/a
240.0	1.0	congruent_correct	n/a	1	1	congruent	317	n/a
242.5	1.0	incongruent_correct	n/a	1	2	incongruent	502	n/a
245.0	1.0	incongruent_correct	n/a	1	2	incongruent	441	n/a
247.5	1.0	congruent_correct	n/a	1	1	congruent	486	n/a
250.0	1.0	incongruent_correct	n/a	1	2	incongruent	403	n/a
252.5	1.0	congruent_correct	n/a	1	1	congruent	480	n/a
260.0	1.0	incongruent_correct	n/a	1	2	incongruent	765	n/a
262.5	1.0	congruent_correct	n/a	1	1	congruent	517	n/a
270.0	1.0	congruent_correct	n/a	1	1	congruent	857	n/a
