onset	duration	trial_type	rating_par
1.010	5	att_neut	n/a
7.001	3	rating_par	-0.333
15.017	5	att_neg	n/a
21.008	3	rating_par	-0.333
29.007	5	att_neg	n/a
36.011	3	rating_par	-0.333
41.006	5	suppr_neg	n/a
48.009	3	rating_par	-0.333
53.004	5	suppr_neg	n/a
61.004	3	rating_par	-0.333
69.003	5	att_neg	n/a
76.006	3	rating_par	0.667
83.010	5	suppr_neg	n/a
89.017	3	rating_par	-0.333
100.004	5	att_neut	n/a
106.012	3	rating_par	-0.333
111.007	5	att_neut	n/a
117.015	3	rating_par	-0.333
121.014	5	suppr_neg	n/a
127.005	3	rating_par	-0.333
139.004	5	att_neg	n/a
146.007	3	rating_par	1.667
150.007	5	att_neut	n/a
157.010	3	rating_par	-0.333
163.001	5	suppr_neg	n/a
171.017	3	rating_par	-0.333
176.013	5	att_neut	n/a
183.016	3	rating_par	-0.333
188.011	5	att_neut	n/a
196.011	3	rating_par	-0.333
201.006	5	att_neg	n/a
208.009	3	rating_par	1.667
212.009	5	att_neut	n/a
219.012	3	rating_par	-0.333
225.003	5	att_neg	n/a
233.003	3	rating_par	-0.333
240.006	5	att_neut	n/a
247.009	3	rating_par	-0.333
252.005	5	suppr_neg	n/a
259.008	3	rating_par	-0.333
263.008	5	att_neg	n/a
270.011	3	rating_par	0.667
276.002	5	att_neg	n/a
285.014	3	rating_par	0.667
292.017	5	att_neut	n/a
301.012	3	rating_par	-0.333
307.003	5	suppr_neg	n/a
314.007	3	rating_par	-0.333
319.002	5	suppr_neg	n/a
325.010	3	rating_par	-0.333
332.013	5	suppr_neg	n/a
339.017	3	rating_par	-0.333
344.012	5	suppr_neg	n/a
351.015	3	rating_par	-0.333
355.015	5	att_neg	n/a
361.006	3	rating_par	0.667
365.005	5	att_neut	n/a
373.005	3	rating_par	-0.333
381.004	5	att_neg	n/a
387.012	3	rating_par	1.667
