onset	duration	trial_type	rating_par
1.002	5	att_neg	n/a
8.005	3	rating_par	0.400
13.017	5	att_neut	n/a
19.008	3	rating_par	-0.600
29.016	5	att_neg	n/a
37.015	3	rating_par	0.400
43.006	5	suppr_neg	n/a
49.014	3	rating_par	0.400
53.013	5	suppr_neg	n/a
60.017	3	rating_par	-0.600
65.012	5	suppr_neg	n/a
71.003	3	rating_par	-0.600
77.011	5	suppr_neg	n/a
84.014	3	rating_par	0.400
89.010	5	att_neut	n/a
95.017	3	rating_par	-0.600
99.017	5	att_neg	n/a
105.008	3	rating_par	0.400
111.016	5	att_neg	n/a
119.015	3	rating_par	1.400
127.014	5	suppr_neg	n/a
134.017	3	rating_par	-0.600
141.004	5	att_neut	n/a
147.012	3	rating_par	-0.600
151.011	5	att_neg	n/a
159.011	3	rating_par	1.400
170.013	5	att_neut	n/a
177.017	3	rating_par	-0.600
183.008	5	att_neg	n/a
190.011	3	rating_par	0.400
194.011	5	att_neut	n/a
201.014	3	rating_par	-0.600
205.014	5	att_neut	n/a
212.001	3	rating_par	-0.600
217.013	5	suppr_neg	n/a
223.004	3	rating_par	-0.600
233.011	5	att_neut	n/a
241.010	3	rating_par	-0.600
248.014	5	att_neg	n/a
254.005	3	rating_par	1.400
259.017	5	suppr_neg	n/a
266.004	3	rating_par	0.400
272.011	5	att_neut	n/a
280.010	3	rating_par	-0.600
285.006	5	att_neut	n/a
292.009	3	rating_par	-0.600
297.005	5	suppr_neg	n/a
305.004	3	rating_par	0.400
309.003	5	att_neg	n/a
316.007	3	rating_par	0.400
320.006	5	suppr_neg	n/a
326.014	3	rating_par	-0.600
339.008	5	suppr_neg	n/a
347.008	3	rating_par	0.400
353.015	5	att_neg	n/a
362.010	3	rating_par	0.400
367.006	5	att_neg	n/a
375.005	3	rating_par	0.400
380.017	5	att_neut	n/a
386.008	3	rating_par	-0.600
