onset	duration	trial_type	Unnamed: 1	Rsponse	StimVar	Stimulus	ResponseTime
0.0	1.0	incongruent_correct	1	2	incongruent	595	n/a
2.5	1.0	incongruent_correct	1	2	incongruent	433	n/a
5.0	1.0	congruent_correct	1	1	congruent	353	n/a
7.5	1.0	congruent_correct	1	1	congruent	319	n/a
10.0	1.0	incongruent_correct	1	2	incongruent	398	n/a
12.5	1.0	incongruent_correct	1	2	incongruent	349	n/a
20.0	1.0	incongruent_correct	1	2	incongruent	537	n/a
22.5	1.0	incongruent_correct	1	2	incongruent	385	n/a
25.0	1.0	congruent_correct	1	1	congruent	503	n/a
27.5	1.0	congruent_correct	1	1	congruent	551	n/a
30.0	1.0	congruent_correct	1	1	congruent	389	n/a
32.5	1.0	congruent_correct	1	1	congruent	324	n/a
45.0	1.0	congruent_correct	1	1	congruent	655	n/a
47.5	1.0	congruent_correct	1	1	congruent	365	n/a
50.0	1.0	incongruent_correct	1	2	incongruent	517	n/a
52.5	1.0	incongruent_correct	1	2	incongruent	371	n/a
55.0	1.0	congruent_correct	1	1	congruent	410	n/a
57.5	1.0	incongruent_correct	1	2	incongruent	360	n/a
65.0	1.0	congruent_incorrect	0	1	congruent	493	n/a
67.5	1.0	incongruent_correct	1	2	incongruent	438	n/a
70.0	1.0	incongruent_correct	1	2	incongruent	387	n/a
72.5	1.0	incongruent_correct	1	2	incongruent	403	n/a
75.0	1.0	congruent_correct	1	1	congruent	377	n/a
77.5	1.0	congruent_correct	1	1	congruent	376	n/a
80.0	1.0	congruent_correct	1	1	congruent	359	n/a
82.5	1.0	congruent_correct	1	1	congruent	342	n/a
85.0	1.0	congruent_correct	1	1	congruent	317	n/a
87.5	1.0	incongruent_incorrect	0	2	incongruent	323	n/a
90.0	1.0	incongruent_correct	1	2	incongruent	370	n/a
92.5	1.0	congruent_correct	1	1	congruent	489	n/a
95.0	1.0	incongruent_correct	1	2	incongruent	416	n/a
97.5	1.0	incongruent_correct	1	2	incongruent	430	n/a
100.0	1.0	incongruent_correct	1	2	incongruent	357	n/a
102.5	1.0	incongruent_correct	1	2	incongruent	333	n/a
105.0	1.0	congruent_correct	1	1	congruent	371	n/a
107.5	1.0	congruent_correct	1	1	congruent	354	n/a
110.0	1.0	incongruent_correct	1	2	incongruent	416	n/a
112.5	1.0	incongruent_correct	1	2	incongruent	408	n/a
120.0	1.0	incongruent_correct	1	2	incongruent	484	n/a
122.5	1.0	congruent_correct	1	1	congruent	371	n/a
125.0	1.0	congruent_correct	1	1	congruent	362	n/a
127.5	1.0	congruent_correct	1	1	congruent	377	n/a
135.0	1.0	incongruent_correct	1	2	incongruent	566	n/a
137.5	1.0	congruent_correct	1	1	congruent	405	n/a
140.0	1.0	congruent_correct	1	1	congruent	420	n/a
142.5	1.0	incongruent_correct	1	2	incongruent	466	n/a
145.0	1.0	congruent_correct	1	1	congruent	353	n/a
147.5	1.0	incongruent_incorrect	0	2	incongruent	337	n/a
150.0	1.0	congruent_correct	1	1	congruent	439	n/a
152.5	1.0	congruent_correct	1	1	congruent	358	n/a
155.0	1.0	congruent_correct	1	1	congruent	372	n/a
157.5	1.0	incongruent_correct	1	2	incongruent	436	n/a
160.0	1.0	incongruent_correct	1	2	incongruent	354	n/a
162.5	1.0	congruent_correct	1	1	congruent	409	n/a
170.0	1.0	incongruent_correct	1	2	incongruent	525	n/a
172.5	1.0	congruent_correct	1	1	congruent	357	n/a
175.0	1.0	congruent_correct	1	1	congruent	356	n/a
177.5	1.0	incongruent_correct	1	2	incongruent	418	n/a
185.0	1.0	incongruent_correct	1	2	incongruent	567	n/a
187.5	1.0	incongruent_correct	1	2	incongruent	478	n/a
190.0	1.0	incongruent_correct	1	2	incongruent	405	n/a
192.5	1.0	incongruent_correct	1	2	incongruent	412	n/a
195.0	1.0	congruent_correct	1	1	congruent	427	n/a
197.5	1.0	congruent_correct	1	1	congruent	434	n/a
200.0	1.0	congruent_correct	1	1	congruent	360	n/a
202.5	1.0	incongruent_correct	1	2	incongruent	448	n/a
205.0	1.0	incongruent_correct	1	2	incongruent	406	n/a
207.5	1.0	incongruent_correct	1	2	incongruent	389	n/a
215.0	1.0	incongruent_correct	1	2	incongruent	449	n/a
217.5	1.0	incongruent_correct	1	2	incongruent	337	n/a
220.0	1.0	congruent_correct	1	1	congruent	400	n/a
222.5	1.0	incongruent_correct	1	2	incongruent	478	n/a
225.0	1.0	incongruent_correct	1	2	incongruent	422	n/a
227.5	1.0	congruent_correct	1	1	congruent	420	n/a
230.0	1.0	congruent_correct	1	1	congruent	347	n/a
232.5	1.0	congruent_correct	1	1	congruent	385	n/a
235.0	1.0	incongruent_correct	1	2	incongruent	625	n/a
237.5	1.0	congruent_correct	1	1	congruent	375	n/a
240.0	1.0	incongruent_correct	1	2	incongruent	398	n/a
242.5	1.0	congruent_correct	1	1	congruent	365	n/a
245.0	1.0	congruent_correct	1	1	congruent	363	n/a
247.5	1.0	incongruent_correct	1	2	incongruent	403	n/a
250.0	1.0	congruent_correct	1	1	congruent	393	n/a
252.5	1.0	congruent_correct	1	1	congruent	376	n/a
255.0	1.0	incongruent_correct	1	2	incongruent	470	n/a
257.5	1.0	congruent_correct	1	1	congruent	414	n/a
270.0	1.0	incongruent_correct	1	2	incongruent	520	n/a
272.5	1.0	congruent_correct	1	1	congruent	375	n/a
275.0	1.0	congruent_correct	1	1	congruent	390	n/a
277.5	1.0	incongruent_correct	1	2	incongruent	477	n/a
280.0	1.0	incongruent_correct	1	2	incongruent	468	n/a
